ID	Description	geneID	status	celltype	Tissue	Dataset	Dataset name for plot
GO:0006869	lipid transport	CLU/RBP1/APOA1/C1QTNF1/SELENOM/TSKU/IL1B/ANXA2/SOAT1/PSAP/APOL1/NFKBIA/MIF/HDLBP/IRS2	Down	C14_B_Naive_IGHD	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0140353	lipid export from cell	C1QTNF1/SELENOM/IL1B/MIF	Down	C14_B_Naive_IGHD	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0045834	positive regulation of lipid metabolic process	APOA1/ADM/WNT4/CCL21/IL1B/FLT1/IRS2	Down	C14_B_Naive_IGHD	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:1905954	positive regulation of lipid localization	APOA1/C1QTNF1/IL1B/ANXA2/NFKBIA/MIF	Down	C14_B_Naive_IGHD	Placenta	GSE171381	Lu-Culligan et al., 2021
GO:0010885	regulation of cholesterol storage	PPARG/LPL/ABCG1	Down	C8_Macrophages_FCGR3A	Lung	GSE171524	Melms et al., 2021
GO:0010878	cholesterol storage	PPARG/LPL/ABCG1	Down	C8_Macrophages_FCGR3A	Lung	GSE171524	Melms et al., 2021
GO:0045444	fat cell differentiation	ZBTB7C/TCF7L2/FABP4/PPARG/LPL/ALOX5	Down	C8_Macrophages_FCGR3A	Lung	GSE171524	Melms et al., 2021
GO:0055088	lipid homeostasis	ACSM3/FABP4/PPARG/LPL/ABCG1	Down	C8_Macrophages_FCGR3A	Lung	GSE171524	Melms et al., 2021
GO:0042632	cholesterol homeostasis	ACSM3/FABP4/LPL/ABCG1	Down	C8_Macrophages_FCGR3A	Lung	GSE171524	Melms et al., 2021
GO:0010887	negative regulation of cholesterol storage	PPARG/ABCG1	Down	C8_Macrophages_FCGR3A	Lung	GSE171524	Melms et al., 2021
GO:0010883	regulation of lipid storage	PPARG/LPL/ABCG1	Down	C8_Macrophages_FCGR3A	Lung	GSE171524	Melms et al., 2021
GO:0006869	lipid transport	INHBA/ATP10A/PRKN/OSBPL10/FABP4/PPARG/ABCG1	Down	C8_Macrophages_FCGR3A	Lung	GSE171524	Melms et al., 2021
GO:0010889	regulation of sequestering of triglyceride	PPARG/LPL	Down	C8_Macrophages_FCGR3A	Lung	GSE171524	Melms et al., 2021
GO:0050872	white fat cell differentiation	FABP4/PPARG	Down	C8_Macrophages_FCGR3A	Lung	GSE171524	Melms et al., 2021
GO:0045598	regulation of fat cell differentiation	ZBTB7C/PPARG/LPL/ALOX5	Down	C8_Macrophages_FCGR3A	Lung	GSE171524	Melms et al., 2021
GO:0030730	sequestering of triglyceride	PPARG/LPL	Down	C8_Macrophages_FCGR3A	Lung	GSE171524	Melms et al., 2021
GO:0045600	positive regulation of fat cell differentiation	ZBTB7C/PPARG/LPL	Down	C8_Macrophages_FCGR3A	Lung	GSE171524	Melms et al., 2021
GO:0010875	positive regulation of cholesterol efflux	APOE/ABCA1/EEPD1	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Melms et al., 2021
GO:0032376	positive regulation of cholesterol transport	APOE/ABCA1/EEPD1	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Melms et al., 2021
GO:1905954	positive regulation of lipid localization	APOE/ABCA1/EEPD1/CD36	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Melms et al., 2021
GO:0071825	protein-lipid complex organization	APOE/ABCA1/PLA2G7	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Melms et al., 2021
GO:0010874	regulation of cholesterol efflux	APOE/ABCA1/EEPD1	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Melms et al., 2021
GO:0030301	cholesterol transport	APOE/ABCA1/EEPD1/CD36	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Melms et al., 2021
GO:0033700	phospholipid efflux	APOE/ABCA1	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Melms et al., 2021
GO:0045598	regulation of fat cell differentiation	CEBPB/SOD2/ZFP36L2/ZFP36L1	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Melms et al., 2021
GO:0045444	fat cell differentiation	CEBPB/SOD2/ZFP36L2/MAFB/ZFP36L1	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Melms et al., 2021
GO:0010885	regulation of cholesterol storage	ABCA1/CD36	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Melms et al., 2021
GO:0033344	cholesterol efflux	APOE/ABCA1/EEPD1	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Melms et al., 2021
GO:0043691	reverse cholesterol transport	APOE/ABCA1	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Melms et al., 2021
GO:0032374	regulation of cholesterol transport	APOE/ABCA1/EEPD1	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Melms et al., 2021
GO:0032370	positive regulation of lipid transport	APOE/ABCA1/EEPD1	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Melms et al., 2021
GO:0010878	cholesterol storage	ABCA1/CD36	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Melms et al., 2021
GO:1905952	regulation of lipid localization	APOE/ABCA1/EEPD1/CD36	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Melms et al., 2021
GO:0019915	lipid storage	APOE/ABCA1/CD36	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Melms et al., 2021
GO:0065005	protein-lipid complex assembly	APOE/ABCA1	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Melms et al., 2021
GO:0034368	protein-lipid complex remodeling	APOE/PLA2G7	Up	C8_Macrophages_FCGR3A	Lung	GSE171524	Melms et al., 2021
GO:0006695	cholesterol biosynthetic process	FDFT1/HMGCS1	Up	C2_Epithelial_AT1_LAMA3	Lung	GSE171524	Melms et al., 2021
GO:0010875	positive regulation of cholesterol efflux	ABCA1/EEPD1/APOE	Up	C9_Macrophages_MRC1	Lung	GSE171524	Melms et al., 2021
GO:0032376	positive regulation of cholesterol transport	ABCA1/EEPD1/APOE	Up	C9_Macrophages_MRC1	Lung	GSE171524	Melms et al., 2021
GO:0010874	regulation of cholesterol efflux	ABCA1/EEPD1/APOE	Up	C9_Macrophages_MRC1	Lung	GSE171524	Melms et al., 2021
GO:0033344	cholesterol efflux	ABCA1/EEPD1/APOE	Up	C9_Macrophages_MRC1	Lung	GSE171524	Melms et al., 2021
GO:0033700	phospholipid efflux	ABCA1/APOE	Up	C9_Macrophages_MRC1	Lung	GSE171524	Melms et al., 2021
GO:0032374	regulation of cholesterol transport	ABCA1/EEPD1/APOE	Up	C9_Macrophages_MRC1	Lung	GSE171524	Melms et al., 2021
GO:0032370	positive regulation of lipid transport	ABCA1/EEPD1/APOE	Up	C9_Macrophages_MRC1	Lung	GSE171524	Melms et al., 2021
GO:0043691	reverse cholesterol transport	ABCA1/APOE	Up	C9_Macrophages_MRC1	Lung	GSE171524	Melms et al., 2021
GO:1905954	positive regulation of lipid localization	ABCA1/EEPD1/APOE	Up	C9_Macrophages_MRC1	Lung	GSE171524	Melms et al., 2021
GO:0030301	cholesterol transport	ABCA1/EEPD1/APOE	Up	C9_Macrophages_MRC1	Lung	GSE171524	Melms et al., 2021
GO:0065005	protein-lipid complex assembly	ABCA1/APOE	Up	C9_Macrophages_MRC1	Lung	GSE171524	Melms et al., 2021
GO:0032368	regulation of lipid transport	ABCA1/EEPD1/APOE	Up	C9_Macrophages_MRC1	Lung	GSE171524	Melms et al., 2021
GO:1905952	regulation of lipid localization	ABCA1/EEPD1/APOE	Up	C9_Macrophages_MRC1	Lung	GSE171524	Melms et al., 2021
GO:0071825	protein-lipid complex organization	ABCA1/APOE	Up	C9_Macrophages_MRC1	Lung	GSE171524	Melms et al., 2021
GO:0120009	intermembrane lipid transfer	ABCA1/APOE	Up	C9_Macrophages_MRC1	Lung	GSE171524	Melms et al., 2021
GO:0006869	lipid transport	ABCA1/PSAP/EEPD1/APOE	Up	C9_Macrophages_MRC1	Lung	GSE171524	Melms et al., 2021
GO:0019915	lipid storage	ABCA1/APOE	Up	C9_Macrophages_MRC1	Lung	GSE171524	Melms et al., 2021
GO:0042632	cholesterol homeostasis	ABCA1/APOE	Up	C9_Macrophages_MRC1	Lung	GSE171524	Melms et al., 2021
GO:0006633	fatty acid biosynthetic process	SCD/CD74/GSTP1/FASN/PTGES3/ACSS2	Up	C3_Epithelial_AT2_SFTPA1	Lung	GSE171524	Melms et al., 2021
GO:0006687	glycosphingolipid metabolic process	B4GALT5/GALC/CREM	Up	C17_Mast_SLC24A3	Lung	GSE171524	Melms et al., 2021
GO:0006664	glycolipid metabolic process	B4GALT5/GALC/CREM	Up	C17_Mast_SLC24A3	Lung	GSE171524	Melms et al., 2021
GO:0015909	long-chain fatty acid transport	ANXA1/THBS1	Down	C10_Neuronal_SEMA3A	Lung	GSE171524	Melms et al., 2021
GO:0017121	plasma membrane phospholipid scrambling	SLC4A1	Up	C15_B_naive_CD38	Lung	GSE171524	Melms et al., 2021
GO:0045332	phospholipid translocation	SLC4A1	Up	C15_B_naive_CD38	Lung	GSE171524	Melms et al., 2021
GO:0034204	lipid translocation	SLC4A1	Up	C15_B_naive_CD38	Lung	GSE171524	Melms et al., 2021
GO:0097035	regulation of membrane lipid distribution	SLC4A1	Up	C15_B_naive_CD38	Lung	GSE171524	Melms et al., 2021
GO:0015914	phospholipid transport	SLC4A1	Up	C15_B_naive_CD38	Lung	GSE171524	Melms et al., 2021
GO:0045444	fat cell differentiation	PTGS2/SOD2/RGS2/STEAP4/NR4A2/FFAR2/ZFP36L1/ZFP36/OSBPL8/CEBPB/CEBPD	Down	C13_B_Plasma_PRDM1	Blood	GSE174072	Wilk et al., 2021
GO:0070542	response to fatty acid	PTGS2/FFAR2/ACSL1/PTAFR	Down	C13_B_Plasma_PRDM1	Blood	GSE174072	Wilk et al., 2021
GO:0045600	positive regulation of fat cell differentiation	PTGS2/ZFP36L1/ZFP36/CEBPB	Down	C13_B_Plasma_PRDM1	Blood	GSE174072	Wilk et al., 2021
GO:0015911	long-chain fatty acid import across plasma membrane	ACSL1/IRS2	Down	C13_B_Plasma_PRDM1	Blood	GSE174072	Wilk et al., 2021
GO:0045923	positive regulation of fatty acid metabolic process	PTGS2/IRS2/CD74	Down	C13_B_Plasma_PRDM1	Blood	GSE174072	Wilk et al., 2021
GO:0045598	regulation of fat cell differentiation	PTGS2/SOD2/ZFP36L1/ZFP36/CEBPB	Down	C13_B_Plasma_PRDM1	Blood	GSE174072	Wilk et al., 2021
GO:0045444	fat cell differentiation	SOD2/RGS2/PTGS2	Down	C7_iMo_CD14_CD16	Blood	GSE174072	Wilk et al., 2021
GO:0050873	brown fat cell differentiation	RGS2/PTGS2	Down	C7_iMo_CD14_CD16	Blood	GSE174072	Wilk et al., 2021
GO:0045598	regulation of fat cell differentiation	SOD2/PTGS2	Down	C7_iMo_CD14_CD16	Blood	GSE174072	Wilk et al., 2021
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	PTGS2	Down	C6_ncMo_CD16	Blood	GSE174072	Wilk et al., 2021
GO:0090336	positive regulation of brown fat cell differentiation	PTGS2	Down	C6_ncMo_CD16	Blood	GSE174072	Wilk et al., 2021
GO:0045723	positive regulation of fatty acid biosynthetic process	PTGS2	Down	C6_ncMo_CD16	Blood	GSE174072	Wilk et al., 2021
GO:0090335	regulation of brown fat cell differentiation	PTGS2	Down	C6_ncMo_CD16	Blood	GSE174072	Wilk et al., 2021
GO:0032368	regulation of lipid transport	THBS1/ITGB3/RETN	Up	C9_tolerogenic_Mo_MPO	Blood	GSE174072	Wilk et al., 2021
GO:0032369	negative regulation of lipid transport	THBS1/ITGB3	Up	C9_tolerogenic_Mo_MPO	Blood	GSE174072	Wilk et al., 2021
GO:1905952	regulation of lipid localization	THBS1/ITGB3/RETN	Up	C9_tolerogenic_Mo_MPO	Blood	GSE174072	Wilk et al., 2021
GO:0045444	fat cell differentiation	PTGS2/SOD2/RGS2/ZFP36L1/NR4A2/ZFP36/STEAP4	Down	C9_tolerogenic_Mo_MPO	Blood	GSE174072	Wilk et al., 2021
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	IL1B/PTGS2	Down	C9_tolerogenic_Mo_MPO	Blood	GSE174072	Wilk et al., 2021
GO:0045598	regulation of fat cell differentiation	PTGS2/SOD2/ZFP36L1/ZFP36	Down	C9_tolerogenic_Mo_MPO	Blood	GSE174072	Wilk et al., 2021
GO:0045600	positive regulation of fat cell differentiation	PTGS2/ZFP36L1/ZFP36	Down	C9_tolerogenic_Mo_MPO	Blood	GSE174072	Wilk et al., 2021
GO:0045723	positive regulation of fatty acid biosynthetic process	IL1B/PTGS2	Down	C9_tolerogenic_Mo_MPO	Blood	GSE174072	Wilk et al., 2021
GO:0050995	negative regulation of lipid catabolic process	IL1B/SORL1	Down	C9_tolerogenic_Mo_MPO	Blood	GSE174072	Wilk et al., 2021
GO:0045444	fat cell differentiation	RGS2/PTGS2/SOD2	Down	C10_MDSC_ARG1	Blood	GSE174072	Wilk et al., 2021
GO:0050873	brown fat cell differentiation	RGS2/PTGS2	Down	C10_MDSC_ARG1	Blood	GSE174072	Wilk et al., 2021
GO:0045598	regulation of fat cell differentiation	PTGS2/SOD2	Down	C10_MDSC_ARG1	Blood	GSE174072	Wilk et al., 2021
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	PTGS2	Down	C10_MDSC_ARG1	Blood	GSE174072	Wilk et al., 2021
GO:0090336	positive regulation of brown fat cell differentiation	PTGS2	Down	C10_MDSC_ARG1	Blood	GSE174072	Wilk et al., 2021
GO:0032370	positive regulation of lipid transport	SPP1/DBI/DAB2/APOE/NFKBIA/PRELID1	Up	C3_URO_MT1H	Urine	GSE180595	Cheung et al., 2022
GO:2001140	positive regulation of phospholipid transport	DBI/APOE/PRELID1	Up	C3_URO_MT1H	Urine	GSE180595	Cheung et al., 2022
GO:2001138	regulation of phospholipid transport	DBI/APOE/PRELID1	Up	C3_URO_MT1H	Urine	GSE180595	Cheung et al., 2022
GO:1905954	positive regulation of lipid localization	SPP1/DBI/DAB2/APOE/NFKBIA/PRELID1	Up	C3_URO_MT1H	Urine	GSE180595	Cheung et al., 2022
GO:0032368	regulation of lipid transport	SPP1/DBI/DAB2/APOE/NFKBIA/PRELID1	Up	C3_URO_MT1H	Urine	GSE180595	Cheung et al., 2022
GO:0140353	lipid export from cell	SPP1	Up	C9_LOH_DEFB1	Urine	GSE180595	Cheung et al., 2022
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	CD74/IL1B/FABP5	Up	C8_Mac_IFITM2	Urine	GSE180595	Cheung et al., 2022
GO:0032370	positive regulation of lipid transport	NFKBIA/ACSL1/IL1B/SPP1	Up	C6_Mac_LYZ	Urine	GSE180595	Cheung et al., 2022
GO:1905954	positive regulation of lipid localization	NFKBIA/ACSL1/IL1B/SPP1	Up	C6_Mac_LYZ	Urine	GSE180595	Cheung et al., 2022
GO:0032368	regulation of lipid transport	NFKBIA/ACSL1/IL1B/SPP1	Up	C6_Mac_LYZ	Urine	GSE180595	Cheung et al., 2022
GO:2000193	positive regulation of fatty acid transport	ACSL1/IL1B	Up	C6_Mac_LYZ	Urine	GSE180595	Cheung et al., 2022
GO:1905952	regulation of lipid localization	NFKBIA/ACSL1/IL1B/SPP1	Up	C6_Mac_LYZ	Urine	GSE180595	Cheung et al., 2022
GO:2000191	regulation of fatty acid transport	ACSL1/IL1B	Up	C6_Mac_LYZ	Urine	GSE180595	Cheung et al., 2022
GO:0071398	cellular response to fatty acid	HES1/ZC3H12A	Up	C4_URO_GADD45B	Urine	GSE180595	Cheung et al., 2022
GO:0032368	regulation of lipid transport	TSPO/CES1/RETN/PRELID1/LRP1/THBS1	Up	C1_CD14 Monocytes_LYZ	Blood	GSE186267_Blood	Eddins et al., 2023
GO:1905952	regulation of lipid localization	TSPO/CES1/RETN/PRELID1/LRP1/THBS1	Up	C1_CD14 Monocytes_LYZ	Blood	GSE186267_Blood	Eddins et al., 2023
GO:0045444	fat cell differentiation	PLAC8/RETN/MAFB	Up	C1_CD14 Monocytes_S100A12	Blood	GSE192391	Amrute et al., 2022
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	CD74	Down	C10_pDC_DERL3	Blood	GSE192391	Amrute et al., 2022
GO:0045723	positive regulation of fatty acid biosynthetic process	CD74	Down	C10_pDC_DERL3	Blood	GSE192391	Amrute et al., 2022
GO:0045923	positive regulation of fatty acid metabolic process	CD74	Down	C10_pDC_DERL3	Blood	GSE192391	Amrute et al., 2022
GO:0006636	unsaturated fatty acid biosynthetic process	CD74	Down	C10_pDC_DERL3	Blood	GSE192391	Amrute et al., 2022
GO:0042304	regulation of fatty acid biosynthetic process	CD74	Down	C10_pDC_DERL3	Blood	GSE192391	Amrute et al., 2022
GO:0046889	positive regulation of lipid biosynthetic process	CD74	Down	C10_pDC_DERL3	Blood	GSE192391	Amrute et al., 2022
GO:0045444	fat cell differentiation	ID2/FOSL2/NR4A2/RORA/METRNL/ZBTB7A/ZFP36	Up	C3_CD4 memory_CCR7	Blood	GSE193708	Pekayvaz et al., 2022
GO:0045444	fat cell differentiation	METRNL/FOSL2/ZBTB7A/RGS2/NR4A2/ID2	Up	C2_CD16 Monocytes_FCGR3A	Blood	GSE193708	Pekayvaz et al., 2022
GO:0140354	lipid import into cell	THBS1/SPX/CD36/LIPA	Down	C14_Platelets_TUBB1	Blood	GSE193708	Pekayvaz et al., 2022
GO:0045444	fat cell differentiation	FOSL2/NR4A2/INSIG1/NR4A1/METRNL/ZBTB7A/MAFB/ID2	Up	C1_CD14 Monocytes_VCAN	Blood	GSE193708	Pekayvaz et al., 2022
GO:0015911	long-chain fatty acid import across plasma membrane	ACSL1/THBS1	Up	C1_CD14 Monocytes_VCAN	Blood	GSE193708	Pekayvaz et al., 2022
GO:0019217	regulation of fatty acid metabolic process	PDK4/MFSD2A/CD74	Up	C25_CDPC_AQP2	Kidney	GSE210622	Hinze et al., 2022
GO:0046320	regulation of fatty acid oxidation	PDK4/MFSD2A	Up	C25_CDPC_AQP2	Kidney	GSE210622	Hinze et al., 2022
GO:0006631	fatty acid metabolic process	CD74/MGLL/DBI/PCK1/ACSL4/GSTP1/PDK4/AKR1B1	Up	C8_DCT_TRPM7	Kidney	GSE210622	Hinze et al., 2022
GO:0033559	unsaturated fatty acid metabolic process	CD74/MGLL/GSTP1/AKR1B1	Up	C8_DCT_TRPM7	Kidney	GSE210622	Hinze et al., 2022
GO:0042304	regulation of fatty acid biosynthetic process	CD74/PDK4	Up	C5_TAL_FTH1	Kidney	GSE210622	Hinze et al., 2022
GO:1905952	regulation of lipid localization	THBS1/SPP1/PLIN2	Up	C24_Leuk_Macro_CD163	Kidney	GSE210622	Hinze et al., 2022
GO:0015909	long-chain fatty acid transport	THBS1/PLIN2	Up	C24_Leuk_Macro_CD163	Kidney	GSE210622	Hinze et al., 2022
GO:0006869	lipid transport	SPP1/APOE/NPC1/PLIN2/AKR1C1/GULP1/ABCC2	Up	C1_PT_KLF6	Kidney	GSE210622	Hinze et al., 2022
GO:0030299	intestinal cholesterol absorption	NPC1/AKR1C1	Up	C1_PT_KLF6	Kidney	GSE210622	Hinze et al., 2022
GO:0044241	lipid digestion	NPC1/AKR1C1	Up	C1_PT_KLF6	Kidney	GSE210622	Hinze et al., 2022
GO:0098856	intestinal lipid absorption	NPC1/AKR1C1	Up	C1_PT_KLF6	Kidney	GSE210622	Hinze et al., 2022
GO:0019915	lipid storage	APOE/NPC1/PLIN2	Up	C1_PT_KLF6	Kidney	GSE210622	Hinze et al., 2022
GO:0042632	cholesterol homeostasis	APOE/NPC1/AKR1C1	Up	C1_PT_KLF6	Kidney	GSE210622	Hinze et al., 2022
GO:1905954	positive regulation of lipid localization	SPP1/APOE/PLIN2	Up	C1_PT_KLF6	Kidney	GSE210622	Hinze et al., 2022
GO:0033559	unsaturated fatty acid metabolic process	AKR1C1/CD74/PTGR1	Up	C1_PT_KLF6	Kidney	GSE210622	Hinze et al., 2022
GO:0030301	cholesterol transport	APOE/NPC1/AKR1C1	Up	C1_PT_KLF6	Kidney	GSE210622	Hinze et al., 2022
GO:0006631	fatty acid metabolic process	FABP1/ECHS1/ACAA1/GSTA1/EHHADH/ETFB/ACSM2A/ACAT1/ACADSB/CBR1/ACAA2/ACSM2B/CRYL1/ACSF2	Down	C2_PT_FTL	Kidney	GSE210622	Hinze et al., 2022
GO:0006635	fatty acid beta-oxidation	FABP1/ECHS1/ACAA1/EHHADH/ETFB/ACAT1/ACAA2	Down	C2_PT_FTL	Kidney	GSE210622	Hinze et al., 2022
GO:0009062	fatty acid catabolic process	FABP1/ECHS1/ACAA1/EHHADH/ETFB/ACAT1/ACAA2	Down	C2_PT_FTL	Kidney	GSE210622	Hinze et al., 2022
GO:0019395	fatty acid oxidation	FABP1/ECHS1/ACAA1/EHHADH/ETFB/ACAT1/ACAA2	Down	C2_PT_FTL	Kidney	GSE210622	Hinze et al., 2022
GO:0034440	lipid oxidation	FABP1/ECHS1/ACAA1/EHHADH/ETFB/ACAT1/ACAA2	Down	C2_PT_FTL	Kidney	GSE210622	Hinze et al., 2022
GO:0044242	cellular lipid catabolic process	AKR1B10/FABP1/ECHS1/ACAA1/EHHADH/ETFB/ACAT1/ACAA2	Down	C2_PT_FTL	Kidney	GSE210622	Hinze et al., 2022
GO:0030258	lipid modification	FABP1/ECHS1/ACAA1/EHHADH/ETFB/ACAT1/ACAA2	Down	C2_PT_FTL	Kidney	GSE210622	Hinze et al., 2022
GO:0016042	lipid catabolic process	AKR1B10/FABP1/ECHS1/ACAA1/EHHADH/ETFB/ACAT1/ACAA2	Down	C2_PT_FTL	Kidney	GSE210622	Hinze et al., 2022
GO:0006775	fat-soluble vitamin metabolic process	LRP2/NQO1/CBR1	Down	C2_PT_FTL	Kidney	GSE210622	Hinze et al., 2022
GO:0033540	fatty acid beta-oxidation using acyl-CoA oxidase	ACAA1/EHHADH	Down	C2_PT_FTL	Kidney	GSE210622	Hinze et al., 2022
GO:0001676	long-chain fatty acid metabolic process	ACAA1/GSTA1/CBR1/ACSF2	Down	C2_PT_FTL	Kidney	GSE210622	Hinze et al., 2022
GO:0015908	fatty acid transport	FABP1/RBP5/SLC22A8/SLC22A6	Down	C2_PT_FTL	Kidney	GSE210622	Hinze et al., 2022
GO:0006638	neutral lipid metabolic process	GPAT3/DGKI	Down	C26_CDICA_SLC26A7	Kidney	GSE210622	Hinze et al., 2022
GO:0019217	regulation of fatty acid metabolic process	PDK4/PDK1/NR4A3	Up	C18_IntC_VSMC_NTRK3	Kidney	GSE210622	Hinze et al., 2022
GO:0006869	lipid transport	SPP1/APOE/VMP1/CLU/UGCG/PLIN2/AKR1C1	Up	C3_PT_SLC22A7	Kidney	GSE210622	Hinze et al., 2022
GO:0043691	reverse cholesterol transport	APOE/CLU	Up	C3_PT_SLC22A7	Kidney	GSE210622	Hinze et al., 2022
GO:0098856	intestinal lipid absorption	UGCG/AKR1C1	Up	C3_PT_SLC22A7	Kidney	GSE210622	Hinze et al., 2022
GO:0032370	positive regulation of lipid transport	ACSL1/RETN/SPP1	Up	C22_Leuk_Mono_FTL	Kidney	GSE210622	Hinze et al., 2022
GO:1905954	positive regulation of lipid localization	ACSL1/RETN/SPP1	Up	C22_Leuk_Mono_FTL	Kidney	GSE210622	Hinze et al., 2022
GO:0032368	regulation of lipid transport	ACSL1/RETN/SPP1	Up	C22_Leuk_Mono_FTL	Kidney	GSE210622	Hinze et al., 2022
GO:0140353	lipid export from cell	RETN/SPP1	Up	C22_Leuk_Mono_FTL	Kidney	GSE210622	Hinze et al., 2022
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	FABP5/ANXA1	Up	C14_EC_TMSB4X	Kidney	GSE210622	Hinze et al., 2022
GO:1905954	positive regulation of lipid localization	SPP1/PLIN2	Up	C20_Leuk_DC_ETV6	Kidney	GSE210622	Hinze et al., 2022
GO:1901569	fatty acid derivative catabolic process	HPGD	Down	C28_PODO_PODXL	Kidney	GSE210622	Hinze et al., 2022
