ID	Description	geneID	status	celltype	Tissue	Dataset	Dataset name for plot
GO:0042304	regulation of fatty acid biosynthetic process	PTGS2/IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost et al., 2021
GO:0046889	positive regulation of lipid biosynthetic process	PTGS2/IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost et al., 2021
GO:0019217	regulation of fatty acid metabolic process	PTGS2/IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost et al., 2021
GO:0033559	unsaturated fatty acid metabolic process	PTGS2/IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost et al., 2021
GO:0015908	fatty acid transport	PTGS2/IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost et al., 2021
GO:0045834	positive regulation of lipid metabolic process	PTGS2/IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost et al., 2021
GO:0006633	fatty acid biosynthetic process	PTGS2/IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost et al., 2021
GO:0046890	regulation of lipid biosynthetic process	PTGS2/IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost et al., 2021
GO:0090336	positive regulation of brown fat cell differentiation	PTGS2	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost et al., 2021
GO:0030730	sequestering of triglyceride	IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost et al., 2021
GO:0019216	regulation of lipid metabolic process	PTGS2/IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost et al., 2021
GO:2000193	positive regulation of fatty acid transport	IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost et al., 2021
GO:0090335	regulation of brown fat cell differentiation	PTGS2	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost et al., 2021
GO:0050995	negative regulation of lipid catabolic process	IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost et al., 2021
GO:0050996	positive regulation of lipid catabolic process	IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost et al., 2021
GO:0006631	fatty acid metabolic process	PTGS2/IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost et al., 2021
GO:2000191	regulation of fatty acid transport	IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost et al., 2021
GO:0006869	lipid transport	PTGS2/IL1B	Down	C4_Granulocytes_CD177	Blood	GSE157344_Blood	Bost et al., 2021
GO:0090520	sphingolipid mediated signaling pathway	EZR	Down	C14_Naive_B_IGHD	Blood	GSE157344_Blood	Bost et al., 2021
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	PTGS2/IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost et al., 2021
GO:0045723	positive regulation of fatty acid biosynthetic process	PTGS2/IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost et al., 2021
GO:0045923	positive regulation of fatty acid metabolic process	PTGS2/IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost et al., 2021
GO:0140353	lipid export from cell	PTGS2/IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost et al., 2021
GO:0006636	unsaturated fatty acid biosynthetic process	PTGS2/IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost et al., 2021
GO:0042304	regulation of fatty acid biosynthetic process	PTGS2/IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost et al., 2021
GO:0046889	positive regulation of lipid biosynthetic process	PTGS2/IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost et al., 2021
GO:0019217	regulation of fatty acid metabolic process	PTGS2/IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost et al., 2021
GO:0033559	unsaturated fatty acid metabolic process	PTGS2/IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost et al., 2021
GO:0015908	fatty acid transport	PTGS2/IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost et al., 2021
GO:0045834	positive regulation of lipid metabolic process	PTGS2/IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost et al., 2021
GO:0006633	fatty acid biosynthetic process	PTGS2/IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost et al., 2021
GO:0046890	regulation of lipid biosynthetic process	PTGS2/IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost et al., 2021
GO:0019216	regulation of lipid metabolic process	PTGS2/IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost et al., 2021
GO:0090336	positive regulation of brown fat cell differentiation	PTGS2	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost et al., 2021
GO:0006631	fatty acid metabolic process	PTGS2/IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost et al., 2021
GO:0030730	sequestering of triglyceride	IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost et al., 2021
GO:0006869	lipid transport	PTGS2/IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost et al., 2021
GO:2000193	positive regulation of fatty acid transport	IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost et al., 2021
GO:0090335	regulation of brown fat cell differentiation	PTGS2	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost et al., 2021
GO:0050995	negative regulation of lipid catabolic process	IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost et al., 2021
GO:0050996	positive regulation of lipid catabolic process	IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost et al., 2021
GO:2000191	regulation of fatty acid transport	IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost et al., 2021
GO:0050873	brown fat cell differentiation	PTGS2	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost et al., 2021
GO:0070542	response to fatty acid	PTGS2	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost et al., 2021
GO:0050994	regulation of lipid catabolic process	IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost et al., 2021
GO:0045600	positive regulation of fat cell differentiation	PTGS2	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost et al., 2021
GO:0032370	positive regulation of lipid transport	IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost et al., 2021
GO:0019915	lipid storage	IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost et al., 2021
GO:0001676	long-chain fatty acid metabolic process	PTGS2	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost et al., 2021
GO:1905954	positive regulation of lipid localization	IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost et al., 2021
GO:0045833	negative regulation of lipid metabolic process	IL1B	Down	C7_Granulocytes_PI3	Blood	GSE157344_Blood	Bost et al., 2021
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	PTGS2/IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost et al., 2021
GO:0045723	positive regulation of fatty acid biosynthetic process	PTGS2/IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost et al., 2021
GO:0045923	positive regulation of fatty acid metabolic process	PTGS2/IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost et al., 2021
GO:0140353	lipid export from cell	PTGS2/IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost et al., 2021
GO:0006636	unsaturated fatty acid biosynthetic process	PTGS2/IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost et al., 2021
GO:0042304	regulation of fatty acid biosynthetic process	PTGS2/IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost et al., 2021
GO:0046889	positive regulation of lipid biosynthetic process	PTGS2/IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost et al., 2021
GO:0019217	regulation of fatty acid metabolic process	PTGS2/IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost et al., 2021
GO:0033559	unsaturated fatty acid metabolic process	PTGS2/IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost et al., 2021
GO:0015908	fatty acid transport	PTGS2/IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost et al., 2021
GO:0045834	positive regulation of lipid metabolic process	PTGS2/IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost et al., 2021
GO:0006633	fatty acid biosynthetic process	PTGS2/IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost et al., 2021
GO:0046890	regulation of lipid biosynthetic process	PTGS2/IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost et al., 2021
GO:0019216	regulation of lipid metabolic process	PTGS2/IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost et al., 2021
GO:0090336	positive regulation of brown fat cell differentiation	PTGS2	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost et al., 2021
GO:0030730	sequestering of triglyceride	IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost et al., 2021
GO:0006631	fatty acid metabolic process	PTGS2/IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost et al., 2021
GO:2000193	positive regulation of fatty acid transport	IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost et al., 2021
GO:0090335	regulation of brown fat cell differentiation	PTGS2	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost et al., 2021
GO:0006869	lipid transport	PTGS2/IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost et al., 2021
GO:0050995	negative regulation of lipid catabolic process	IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost et al., 2021
GO:0050996	positive regulation of lipid catabolic process	IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost et al., 2021
GO:2000191	regulation of fatty acid transport	IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost et al., 2021
GO:0050873	brown fat cell differentiation	PTGS2	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost et al., 2021
GO:0070542	response to fatty acid	PTGS2	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost et al., 2021
GO:0050994	regulation of lipid catabolic process	IL1B	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost et al., 2021
GO:0045600	positive regulation of fat cell differentiation	PTGS2	Down	C5_Granulocytes_resting_CXCL8	Blood	GSE157344_Blood	Bost et al., 2021
GO:0015911	long-chain fatty acid import across plasma membrane	ACSL1/THBS1	Up	C11_Mah_CTSL	Blood	GSE157344_Blood	Bost et al., 2021
GO:0044539	long-chain fatty acid import into cell	ACSL1/THBS1	Up	C11_Mah_CTSL	Blood	GSE157344_Blood	Bost et al., 2021
GO:0140354	lipid import into cell	ACSL1/THBS1	Up	C11_Mah_CTSL	Blood	GSE157344_Blood	Bost et al., 2021
GO:1902001	fatty acid transmembrane transport	ACSL1/THBS1	Up	C11_Mah_CTSL	Blood	GSE157344_Blood	Bost et al., 2021
GO:2000191	regulation of fatty acid transport	ACSL1/THBS1	Up	C11_Mah_CTSL	Blood	GSE157344_Blood	Bost et al., 2021
GO:0015909	long-chain fatty acid transport	ACSL1/THBS1	Up	C11_Mah_CTSL	Blood	GSE157344_Blood	Bost et al., 2021
GO:0050873	brown fat cell differentiation	PTGS2/RGS2	Down	C12_iMO_IFI27	Blood	GSE157344_Blood	Bost et al., 2021
GO:0070542	response to fatty acid	PTGS2/CAT	Down	C12_iMO_IFI27	Blood	GSE157344_Blood	Bost et al., 2021
GO:0070542	response to fatty acid	ACSL1/TLR2/PTGS2	Up	C2_CD8_Te_PRF1	Blood	GSE157344_Blood	Bost et al., 2021
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	PTGS2/IL1B	Down	C8_Granulocytes_CCL4	Blood	GSE157344_Blood	Bost et al., 2021
GO:0045723	positive regulation of fatty acid biosynthetic process	PTGS2/IL1B	Down	C8_Granulocytes_CCL4	Blood	GSE157344_Blood	Bost et al., 2021
GO:0045923	positive regulation of fatty acid metabolic process	PTGS2/IL1B	Down	C8_Granulocytes_CCL4	Blood	GSE157344_Blood	Bost et al., 2021
GO:0140353	lipid export from cell	PTGS2/IL1B	Down	C8_Granulocytes_CCL4	Blood	GSE157344_Blood	Bost et al., 2021
GO:0006636	unsaturated fatty acid biosynthetic process	PTGS2/IL1B	Down	C8_Granulocytes_CCL4	Blood	GSE157344_Blood	Bost et al., 2021
GO:0050873	brown fat cell differentiation	RGS2/PTGS2	Down	C8_Granulocytes_CCL4	Blood	GSE157344_Blood	Bost et al., 2021
GO:0042304	regulation of fatty acid biosynthetic process	PTGS2/IL1B	Down	C8_Granulocytes_CCL4	Blood	GSE157344_Blood	Bost et al., 2021
GO:0046889	positive regulation of lipid biosynthetic process	PTGS2/IL1B	Down	C8_Granulocytes_CCL4	Blood	GSE157344_Blood	Bost et al., 2021
GO:0019217	regulation of fatty acid metabolic process	PTGS2/IL1B	Down	C8_Granulocytes_CCL4	Blood	GSE157344_Blood	Bost et al., 2021
GO:0033559	unsaturated fatty acid metabolic process	PTGS2/IL1B	Down	C8_Granulocytes_CCL4	Blood	GSE157344_Blood	Bost et al., 2021
GO:0015908	fatty acid transport	PTGS2/IL1B	Down	C8_Granulocytes_CCL4	Blood	GSE157344_Blood	Bost et al., 2021
GO:0045834	positive regulation of lipid metabolic process	PTGS2/IL1B	Down	C8_Granulocytes_CCL4	Blood	GSE157344_Blood	Bost et al., 2021
GO:0006633	fatty acid biosynthetic process	PTGS2/IL1B	Down	C8_Granulocytes_CCL4	Blood	GSE157344_Blood	Bost et al., 2021
GO:0046890	regulation of lipid biosynthetic process	PTGS2/IL1B	Down	C8_Granulocytes_CCL4	Blood	GSE157344_Blood	Bost et al., 2021
GO:0045444	fat cell differentiation	RGS2/PTGS2	Down	C8_Granulocytes_CCL4	Blood	GSE157344_Blood	Bost et al., 2021
GO:0090336	positive regulation of brown fat cell differentiation	PTGS2	Down	C8_Granulocytes_CCL4	Blood	GSE157344_Blood	Bost et al., 2021
GO:0019216	regulation of lipid metabolic process	PTGS2/IL1B	Down	C8_Granulocytes_CCL4	Blood	GSE157344_Blood	Bost et al., 2021
GO:0030730	sequestering of triglyceride	IL1B	Down	C8_Granulocytes_CCL4	Blood	GSE157344_Blood	Bost et al., 2021
GO:2000193	positive regulation of fatty acid transport	IL1B	Down	C8_Granulocytes_CCL4	Blood	GSE157344_Blood	Bost et al., 2021
GO:0006631	fatty acid metabolic process	PTGS2/IL1B	Down	C8_Granulocytes_CCL4	Blood	GSE157344_Blood	Bost et al., 2021
GO:0090335	regulation of brown fat cell differentiation	PTGS2	Down	C8_Granulocytes_CCL4	Blood	GSE157344_Blood	Bost et al., 2021
GO:0050995	negative regulation of lipid catabolic process	IL1B	Down	C8_Granulocytes_CCL4	Blood	GSE157344_Blood	Bost et al., 2021
GO:0050996	positive regulation of lipid catabolic process	IL1B	Down	C8_Granulocytes_CCL4	Blood	GSE157344_Blood	Bost et al., 2021
GO:0006869	lipid transport	PTGS2/IL1B	Down	C8_Granulocytes_CCL4	Blood	GSE157344_Blood	Bost et al., 2021
GO:2000191	regulation of fatty acid transport	IL1B	Down	C8_Granulocytes_CCL4	Blood	GSE157344_Blood	Bost et al., 2021
GO:0070542	response to fatty acid	PTGS2	Down	C8_Granulocytes_CCL4	Blood	GSE157344_Blood	Bost et al., 2021
GO:0050994	regulation of lipid catabolic process	IL1B	Down	C8_Granulocytes_CCL4	Blood	GSE157344_Blood	Bost et al., 2021
GO:0045600	positive regulation of fat cell differentiation	PTGS2	Down	C8_Granulocytes_CCL4	Blood	GSE157344_Blood	Bost et al., 2021
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	ANXA1	Up	C8_Granulocytes_CCL4	Blood	GSE157344_Blood	Bost et al., 2021
GO:0045723	positive regulation of fatty acid biosynthetic process	ANXA1	Up	C8_Granulocytes_CCL4	Blood	GSE157344_Blood	Bost et al., 2021
GO:0045598	regulation of fat cell differentiation	CEBPB/SOD2	Down	C9_Granulocytes_Immature_LTF	Blood	GSE157344_Blood	Bost et al., 2021
GO:0006631	fatty acid metabolic process	ANXA1/MAPK14	Up	C9_Granulocytes_Immature_LTF	Blood	GSE157344_Blood	Bost et al., 2021
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	ANXA1	Up	C9_Granulocytes_Immature_LTF	Blood	GSE157344_Blood	Bost et al., 2021
GO:0090336	positive regulation of brown fat cell differentiation	MAPK14	Up	C9_Granulocytes_Immature_LTF	Blood	GSE157344_Blood	Bost et al., 2021
GO:0045723	positive regulation of fatty acid biosynthetic process	ANXA1	Up	C9_Granulocytes_Immature_LTF	Blood	GSE157344_Blood	Bost et al., 2021
GO:0090335	regulation of brown fat cell differentiation	MAPK14	Up	C9_Granulocytes_Immature_LTF	Blood	GSE157344_Blood	Bost et al., 2021
GO:0045923	positive regulation of fatty acid metabolic process	ANXA1	Up	C9_Granulocytes_Immature_LTF	Blood	GSE157344_Blood	Bost et al., 2021
GO:0006636	unsaturated fatty acid biosynthetic process	ANXA1	Up	C9_Granulocytes_Immature_LTF	Blood	GSE157344_Blood	Bost et al., 2021
GO:0050873	brown fat cell differentiation	MAPK14	Up	C9_Granulocytes_Immature_LTF	Blood	GSE157344_Blood	Bost et al., 2021
GO:0042304	regulation of fatty acid biosynthetic process	ANXA1	Up	C9_Granulocytes_Immature_LTF	Blood	GSE157344_Blood	Bost et al., 2021
GO:0015909	long-chain fatty acid transport	ANXA1	Up	C9_Granulocytes_Immature_LTF	Blood	GSE157344_Blood	Bost et al., 2021
GO:0045600	positive regulation of fat cell differentiation	MAPK14	Up	C9_Granulocytes_Immature_LTF	Blood	GSE157344_Blood	Bost et al., 2021
GO:0046889	positive regulation of lipid biosynthetic process	ANXA1	Up	C9_Granulocytes_Immature_LTF	Blood	GSE157344_Blood	Bost et al., 2021
GO:0019217	regulation of fatty acid metabolic process	ANXA1	Up	C9_Granulocytes_Immature_LTF	Blood	GSE157344_Blood	Bost et al., 2021
GO:0019395	fatty acid oxidation	MAPK14	Up	C9_Granulocytes_Immature_LTF	Blood	GSE157344_Blood	Bost et al., 2021
GO:0034440	lipid oxidation	MAPK14	Up	C9_Granulocytes_Immature_LTF	Blood	GSE157344_Blood	Bost et al., 2021
GO:0033559	unsaturated fatty acid metabolic process	ANXA1	Up	C9_Granulocytes_Immature_LTF	Blood	GSE157344_Blood	Bost et al., 2021
GO:0015908	fatty acid transport	ANXA1	Up	C9_Granulocytes_Immature_LTF	Blood	GSE157344_Blood	Bost et al., 2021
GO:0045834	positive regulation of lipid metabolic process	ANXA1	Up	C9_Granulocytes_Immature_LTF	Blood	GSE157344_Blood	Bost et al., 2021
GO:0045332	phospholipid translocation	ABCB1/ATP10A/MFSD2A	Up	C5_Lymphatic endothelial_EFNA5	Brain	GSE159812	Yang et al., 2021
GO:0034204	lipid translocation	ABCB1/ATP10A/MFSD2A	Up	C5_Lymphatic endothelial_EFNA5	Brain	GSE159812	Yang et al., 2021
GO:0097035	regulation of membrane lipid distribution	ABCB1/ATP10A/MFSD2A	Up	C5_Lymphatic endothelial_EFNA5	Brain	GSE159812	Yang et al., 2021
GO:0015914	phospholipid transport	ABCB1/ATP10A/MFSD2A	Up	C5_Lymphatic endothelial_EFNA5	Brain	GSE159812	Yang et al., 2021
GO:0006869	lipid transport	ABCG2/ABCB1/ATP10A/MFSD2A/SLCO2B1	Up	C5_Lymphatic endothelial_EFNA5	Brain	GSE159812	Yang et al., 2021
GO:0045834	positive regulation of lipid metabolic process	FLT1/MFSD2A/SORBS1	Up	C5_Lymphatic endothelial_EFNA5	Brain	GSE159812	Yang et al., 2021
GO:0006688	glycosphingolipid biosynthetic process	LARGE1	Down	C2_Epithelial_Airway_CP	Brain	GSE159812	Yang et al., 2021
GO:0006687	glycosphingolipid metabolic process	LARGE1	Down	C2_Epithelial_Airway_CP	Brain	GSE159812	Yang et al., 2021
GO:0009247	glycolipid biosynthetic process	LARGE1	Down	C2_Epithelial_Airway_CP	Brain	GSE159812	Yang et al., 2021
GO:0006664	glycolipid metabolic process	LARGE1	Down	C2_Epithelial_Airway_CP	Brain	GSE159812	Yang et al., 2021
GO:0030148	sphingolipid biosynthetic process	LARGE1	Down	C2_Epithelial_Airway_CP	Brain	GSE159812	Yang et al., 2021
GO:0046467	membrane lipid biosynthetic process	LARGE1	Down	C2_Epithelial_Airway_CP	Brain	GSE159812	Yang et al., 2021
GO:0006665	sphingolipid metabolic process	LARGE1	Down	C2_Epithelial_Airway_CP	Brain	GSE159812	Yang et al., 2021
GO:0006643	membrane lipid metabolic process	LARGE1	Down	C2_Epithelial_Airway_CP	Brain	GSE159812	Yang et al., 2021
GO:0006869	lipid transport	SLC2A1/ABCG2/SLCO2B1/ATP10A/APOLD1/ABCD3/ATP9A/MFSD2A	Up	C4_Vascular endothelial_FLT1	Brain	GSE159812	Yang et al., 2021
GO:0015908	fatty acid transport	SLC2A1/SLCO2B1/ABCD3/MFSD2A	Up	C4_Vascular endothelial_FLT1	Brain	GSE159812	Yang et al., 2021
GO:0045332	phospholipid translocation	ATP10A/ATP9A/MFSD2A	Up	C4_Vascular endothelial_FLT1	Brain	GSE159812	Yang et al., 2021
GO:0034204	lipid translocation	ATP10A/ATP9A/MFSD2A	Up	C4_Vascular endothelial_FLT1	Brain	GSE159812	Yang et al., 2021
GO:0097035	regulation of membrane lipid distribution	ATP10A/ATP9A/MFSD2A	Up	C4_Vascular endothelial_FLT1	Brain	GSE159812	Yang et al., 2021
GO:0015909	long-chain fatty acid transport	SLC2A1/ABCD3/MFSD2A	Up	C4_Vascular endothelial_FLT1	Brain	GSE159812	Yang et al., 2021
GO:1902001	fatty acid transmembrane transport	SLC2A1/ABCD3	Up	C4_Vascular endothelial_FLT1	Brain	GSE159812	Yang et al., 2021
GO:0015914	phospholipid transport	ATP10A/ATP9A/MFSD2A	Up	C4_Vascular endothelial_FLT1	Brain	GSE159812	Yang et al., 2021
GO:0006633	fatty acid biosynthetic process	PLP1/SCD	Up	C17_Glial_OPC_PCDH15	Brain	GSE159812	Yang et al., 2021
GO:0042362	fat-soluble vitamin biosynthetic process	IFNG/TNF	Up	C9_CD4_Transitional memory_IL7R	Blood	GSE162086	Bacher et al., 2020
GO:0045834	positive regulation of lipid metabolic process	IFNG/TNF/NR4A3/CD74	Up	C9_CD4_Transitional memory_IL7R	Blood	GSE162086	Bacher et al., 2020
GO:0046889	positive regulation of lipid biosynthetic process	IFNG/TNF/CD74	Up	C9_CD4_Transitional memory_IL7R	Blood	GSE162086	Bacher et al., 2020
GO:0045923	positive regulation of fatty acid metabolic process	NR4A3/CD74	Up	C9_CD4_Transitional memory_IL7R	Blood	GSE162086	Bacher et al., 2020
GO:0006775	fat-soluble vitamin metabolic process	IFNG/TNF	Up	C9_CD4_Transitional memory_IL7R	Blood	GSE162086	Bacher et al., 2020
GO:0019216	regulation of lipid metabolic process	IFNG/TNF/NR4A3/CD74	Up	C9_CD4_Transitional memory_IL7R	Blood	GSE162086	Bacher et al., 2020
GO:0046890	regulation of lipid biosynthetic process	IFNG/TNF/CD74	Up	C9_CD4_Transitional memory_IL7R	Blood	GSE162086	Bacher et al., 2020
GO:0070723	response to cholesterol	CCL3	Down	C5_CD4_Cytotoxic|Th1_CCL4	Blood	GSE162086	Bacher et al., 2020
GO:0045598	regulation of fat cell differentiation	ZFP36L1/RORC/ID2	Down	C7_CD4_Cytotoxic|Th1_GZMB	Blood	GSE162086	Bacher et al., 2020
GO:0045444	fat cell differentiation	ZFP36L1/RORC/ID2	Down	C7_CD4_Cytotoxic|Th1_GZMB	Blood	GSE162086	Bacher et al., 2020
GO:0045600	positive regulation of fat cell differentiation	ZFP36L1/ID2	Down	C7_CD4_Cytotoxic|Th1_GZMB	Blood	GSE162086	Bacher et al., 2020
GO:0042362	fat-soluble vitamin biosynthetic process	IFNG	Up	C7_CD4_Cytotoxic|Th1_GZMB	Blood	GSE162086	Bacher et al., 2020
GO:0032368	regulation of lipid transport	APOE/APOC1/DAB2/DBI/TSPO	Up	C5_Treg_CTLA4	Brain	GSE163005	Heming et al., 2021
GO:1905952	regulation of lipid localization	APOE/APOC1/DAB2/DBI/TSPO	Up	C5_Treg_CTLA4	Brain	GSE163005	Heming et al., 2021
GO:0046890	regulation of lipid biosynthetic process	APOE/APOC1/CD74/DAB2/TSPO	Up	C5_Treg_CTLA4	Brain	GSE163005	Heming et al., 2021
GO:0033700	phospholipid efflux	APOE/APOC1	Up	C5_Treg_CTLA4	Brain	GSE163005	Heming et al., 2021
GO:2001140	positive regulation of phospholipid transport	APOE/DBI	Up	C5_Treg_CTLA4	Brain	GSE163005	Heming et al., 2021
GO:2001138	regulation of phospholipid transport	APOE/DBI	Up	C5_Treg_CTLA4	Brain	GSE163005	Heming et al., 2021
GO:0019216	regulation of lipid metabolic process	APOE/APOC1/CD74/DAB2/TSPO/PSAP	Up	C5_Treg_CTLA4	Brain	GSE163005	Heming et al., 2021
GO:0032374	regulation of cholesterol transport	APOE/APOC1/TSPO	Up	C5_Treg_CTLA4	Brain	GSE163005	Heming et al., 2021
GO:0032370	positive regulation of lipid transport	APOE/DAB2/DBI	Up	C5_Treg_CTLA4	Brain	GSE163005	Heming et al., 2021
GO:0006633	fatty acid biosynthetic process	APOC1/CD74/GPX4/GSTP1	Up	C5_Treg_CTLA4	Brain	GSE163005	Heming et al., 2021
GO:0042759	long-chain fatty acid biosynthetic process	GPX4/GSTP1	Up	C5_Treg_CTLA4	Brain	GSE163005	Heming et al., 2021
GO:0046889	positive regulation of lipid biosynthetic process	APOE/CD74/DAB2	Up	C5_Treg_CTLA4	Brain	GSE163005	Heming et al., 2021
GO:0065005	protein-lipid complex assembly	APOE/APOC1	Up	C5_Treg_CTLA4	Brain	GSE163005	Heming et al., 2021
GO:0070723	response to cholesterol	TGFB1/CCL3	Down	C3_CD4 memory_IL7R	Blood	GSE164379	Hoehn et al., 2021
GO:0090218	positive regulation of lipid kinase activity	TGFB1	Down	C6_Plasma_MZB1	Blood	GSE164379	Hoehn et al., 2021
GO:0070723	response to cholesterol	TGFB1	Down	C6_Plasma_MZB1	Blood	GSE164379	Hoehn et al., 2021
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	FABP5	Up	C2_Epithelial_Airway_CP	Brain	GSE164485	Fullard et al., 2021
GO:0006636	unsaturated fatty acid biosynthetic process	FABP5	Up	C2_Epithelial_Airway_CP	Brain	GSE164485	Fullard et al., 2021
GO:0042304	regulation of fatty acid biosynthetic process	FABP5	Up	C2_Epithelial_Airway_CP	Brain	GSE164485	Fullard et al., 2021
GO:0015909	long-chain fatty acid transport	FABP5	Up	C2_Epithelial_Airway_CP	Brain	GSE164485	Fullard et al., 2021
GO:0019217	regulation of fatty acid metabolic process	FABP5	Up	C2_Epithelial_Airway_CP	Brain	GSE164485	Fullard et al., 2021
