gene	status	avg_log2FC	celltype	Dataset	ENTREZID
DEPTOR	Down	-1.2229819413997276	C16_DC_CCSER1	GSE171524	64798
RNASET2	Down	-1.148385673687049	C16_DC_CCSER1	GSE171524	8635
SRGAP3	Up	1.0305986987124012	C16_DC_CCSER1	GSE171524	9901
IRAK3	Up	1.1764738204766636	C16_DC_CCSER1	GSE171524	11213
SPIRE2	Down	-1.1141229636245256	C16_DC_CCSER1	GSE171524	84501
HSP90AB1	Up	1.0077790773061364	C16_DC_CCSER1	GSE171524	3326
PDE3B	Down	-1.0137476834639825	C16_DC_CCSER1	GSE171524	5140
ABHD17C	Down	-1.1352904418104015	C16_DC_CCSER1	GSE171524	58489
MIR2052HG	Down	-1.1369595937566062	C16_DC_CCSER1	GSE171524	441355
ATP10A	Up	1.0392163845123852	C16_DC_CCSER1	GSE171524	57194
SLC7A11	Down	-1.179334650615664	C16_DC_CCSER1	GSE171524	23657
CD55	Down	-1.2081690274767434	C16_DC_CCSER1	GSE171524	1604
SLC26A9	Down	-1.1428732884648034	C16_DC_CCSER1	GSE171524	115019
MYEOV	Down	-1.1038314656604735	C16_DC_CCSER1	GSE171524	26579
MUC13	Down	-1.105358291467003	C16_DC_CCSER1	GSE171524	56667
GPRC5A	Down	-1.1702553696748967	C16_DC_CCSER1	GSE171524	9052
NTSR1	Down	-1.175314527162212	C16_DC_CCSER1	GSE171524	4923
TTYH3	Down	-1.1633256143466144	C16_DC_CCSER1	GSE171524	80727
RPS27	Up	1.0090528832180534	C16_DC_CCSER1	GSE171524	6232
C3	Up	1.0521336972519806	C16_DC_CCSER1	GSE171524	718
GAN	Down	-1.244973041991279	C16_DC_CCSER1	GSE171524	8139
ERBB3	Down	-1.0149340323136564	C16_DC_CCSER1	GSE171524	2065
SLCO4A1	Down	-1.0023439323325796	C16_DC_CCSER1	GSE171524	28231
CLDN4	Down	-1.144302685984384	C16_DC_CCSER1	GSE171524	1364
MUC17	Down	-1.064144167791979	C16_DC_CCSER1	GSE171524	140453
SKAP2	Down	-1.0072201208512026	C16_DC_CCSER1	GSE171524	8935
LIPH	Down	-1.0066590079666184	C16_DC_CCSER1	GSE171524	200879
CDKN2A	Down	-1.2559403643622806	C16_DC_CCSER1	GSE171524	1029
RASA3	Down	-1.0201582109642675	C16_DC_CCSER1	GSE171524	22821
MXD1	Down	-1.3886201626356531	C16_DC_CCSER1	GSE171524	4084
PLCG2	Up	1.0790023265801616	C16_DC_CCSER1	GSE171524	5336
CLDN10-AS1	Down	-1.1929813232118738	C16_DC_CCSER1	GSE171524	100874194
TSPAN15	Down	-1.150237862006109	C16_DC_CCSER1	GSE171524	23555
NRP1	Up	1.045433570006706	C16_DC_CCSER1	GSE171524	8829
NOX1	Down	-1.189795666061878	C16_DC_CCSER1	GSE171524	27035
SYTL2	Down	-1.024641319001597	C16_DC_CCSER1	GSE171524	54843
SAA1	Up	1.0797244646301822	C16_DC_CCSER1	GSE171524	6288
TRIM31-AS1	Down	-1.028858583972396	C16_DC_CCSER1	GSE171524	104533120
TMEM45B	Down	-1.0203521576925914	C16_DC_CCSER1	GSE171524	120224
EEF1A1	Up	1.18642301381157	C16_DC_CCSER1	GSE171524	1915
IL1R2	Down	-1.1857066433357215	C16_DC_CCSER1	GSE171524	7850
LINC01748	Down	-1.014277913414342	C16_DC_CCSER1	GSE171524	105378763
XBP1	Up	1.0334499049512744	C16_DC_CCSER1	GSE171524	7494
EFNB1	Down	-1.1444188276992482	C16_DC_CCSER1	GSE171524	1947
BTNL8	Down	-1.1254069961277051	C16_DC_CCSER1	GSE171524	79908
RAP1GAP2	Down	-1.1518866140111677	C16_DC_CCSER1	GSE171524	23108
FAR2	Down	-1.0257558988763824	C16_DC_CCSER1	GSE171524	55711
GALNT5	Down	-1.112748697414279	C16_DC_CCSER1	GSE171524	11227
CYP24A1	Up	1.1828448249823769	C16_DC_CCSER1	GSE171524	1591
LPCAT4	Down	-1.0594794338232294	C16_DC_CCSER1	GSE171524	254531
CLDN18	Down	-1.0873913750720408	C16_DC_CCSER1	GSE171524	51208
REG4	Down	-1.3315576985553423	C16_DC_CCSER1	GSE171524	83998
CYP2C18	Down	-1.083705330443825	C16_DC_CCSER1	GSE171524	1562
ANTXR2	Down	-1.0895581353284884	C16_DC_CCSER1	GSE171524	118429
AC092683.1	Down	-1.0021293365974857	C16_DC_CCSER1	GSE171524	NA
MIR205HG	Up	1.1897406995341242	C16_DC_CCSER1	GSE171524	642587
PRSS23	Up	1.0527377706067829	C16_DC_CCSER1	GSE171524	11098
ZFP36L2	Down	-1.0655751690015225	C16_DC_CCSER1	GSE171524	678
HKDC1	Down	-1.0378814736096331	C16_DC_CCSER1	GSE171524	80201
DUOX2	Down	-1.352459452731774	C16_DC_CCSER1	GSE171524	50506
CDHR2	Down	-1.0204334897699492	C16_DC_CCSER1	GSE171524	54825
CASC15	Up	1.028451252603702	C16_DC_CCSER1	GSE171524	401237
KCNQ3	Up	1.0202387593574995	C16_DC_CCSER1	GSE171524	3786
MUC16	Down	-1.1900619683250482	C16_DC_CCSER1	GSE171524	94025
UPRT	Down	-1.0585963241211669	C16_DC_CCSER1	GSE171524	139596
SLC14A1	Down	-1.0959828948469967	C16_DC_CCSER1	GSE171524	6563
XIST	Up	1.1481801267338378	C16_DC_CCSER1	GSE171524	7503
PADI1	Down	-1.0400252875173388	C16_DC_CCSER1	GSE171524	29943
EGLN3	Down	-1.1979990597376653	C16_DC_CCSER1	GSE171524	112399
SLC38A11	Down	-1.056732842173152	C16_DC_CCSER1	GSE171524	151258
MDM2	Up	1.0434315639560905	C16_DC_CCSER1	GSE171524	4193
MTRNR2L8	Up	1.2436590711224358	C16_DC_CCSER1	GSE171524	100463486
PLAUR	Down	-1.0424134227038662	C16_DC_CCSER1	GSE171524	5329
LCN2	Up	1.1582858588223977	C16_DC_CCSER1	GSE171524	3934
DACH1	Down	-1.0618239197060717	C16_DC_CCSER1	GSE171524	1602
ERO1A	Down	-1.0552461683385148	C16_DC_CCSER1	GSE171524	30001
HSP90AA1	Up	1.0918042580237746	C16_DC_CCSER1	GSE171524	3320
AGBL1	Down	-3.194884171277235	C3_Epithelial_AT2_SFTPA1	GSE171524	123624
RPL13	Up	2.77681833590736	C3_Epithelial_AT2_SFTPA1	GSE171524	6137
RPS28	Up	2.5845540661392095	C3_Epithelial_AT2_SFTPA1	GSE171524	6234
EEF1A1	Up	2.613953417298478	C3_Epithelial_AT2_SFTPA1	GSE171524	1915
RPS19	Up	2.904024526543872	C3_Epithelial_AT2_SFTPA1	GSE171524	6223
RPL13A	Up	2.6712388600860417	C3_Epithelial_AT2_SFTPA1	GSE171524	23521
RPL28	Up	2.2202718253568987	C3_Epithelial_AT2_SFTPA1	GSE171524	6158
B2M	Up	2.8590996051837836	C3_Epithelial_AT2_SFTPA1	GSE171524	567
RPL41	Up	2.138142299565801	C3_Epithelial_AT2_SFTPA1	GSE171524	6171
ANK3	Down	-1.1076520572151587	C3_Epithelial_AT2_SFTPA1	GSE171524	288
MTRNR2L12	Up	1.840955038629815	C3_Epithelial_AT2_SFTPA1	GSE171524	100463498
RPS2	Up	1.9232420832915655	C3_Epithelial_AT2_SFTPA1	GSE171524	6187
PTMA	Up	1.812545313726024	C3_Epithelial_AT2_SFTPA1	GSE171524	5757
RPS3	Up	1.760310677107572	C3_Epithelial_AT2_SFTPA1	GSE171524	6188
HLA-A	Up	1.984604010857749	C3_Epithelial_AT2_SFTPA1	GSE171524	3105
HSP90AA1	Up	2.7183261036329327	C3_Epithelial_AT2_SFTPA1	GSE171524	3320
LHFPL3	Down	-2.2695607429585225	C3_Epithelial_AT2_SFTPA1	GSE171524	375612
HSP90AB1	Up	1.7328090948899528	C3_Epithelial_AT2_SFTPA1	GSE171524	3326
SCD	Up	1.9532415123785103	C3_Epithelial_AT2_SFTPA1	GSE171524	6319
EEF2	Up	1.6619117214083186	C3_Epithelial_AT2_SFTPA1	GSE171524	1938
RPL27A	Up	1.748738587022875	C3_Epithelial_AT2_SFTPA1	GSE171524	6157
RPL10	Up	1.759959657342126	C3_Epithelial_AT2_SFTPA1	GSE171524	6134
CD74	Up	2.0270340453707627	C3_Epithelial_AT2_SFTPA1	GSE171524	972
RPS27	Up	1.8099344385975047	C3_Epithelial_AT2_SFTPA1	GSE171524	6232
RPL7A	Up	1.7967869880159284	C3_Epithelial_AT2_SFTPA1	GSE171524	6130
RPS17	Up	1.7384478710932358	C3_Epithelial_AT2_SFTPA1	GSE171524	6218
ZNF385B	Down	-1.3284779874496646	C3_Epithelial_AT2_SFTPA1	GSE171524	151126
AFF3	Down	-1.565720284888295	C3_Epithelial_AT2_SFTPA1	GSE171524	3899
S100A6	Up	1.908353402057262	C3_Epithelial_AT2_SFTPA1	GSE171524	6277
CO2	Up	1.2755900077746751	C3_Epithelial_AT2_SFTPA1	GSE171524	NA
SFTPA1	Up	1.3441644888924502	C3_Epithelial_AT2_SFTPA1	GSE171524	653509
RPL3	Up	1.6882504311958084	C3_Epithelial_AT2_SFTPA1	GSE171524	6122
RPS27A	Up	1.5541374207108185	C3_Epithelial_AT2_SFTPA1	GSE171524	6233
RPL37A	Up	1.6962831733969586	C3_Epithelial_AT2_SFTPA1	GSE171524	6168
RPL36	Up	1.6139121868801087	C3_Epithelial_AT2_SFTPA1	GSE171524	25873
TPT1	Up	1.6803333975459251	C3_Epithelial_AT2_SFTPA1	GSE171524	7178
RPL21	Up	1.714638194871664	C3_Epithelial_AT2_SFTPA1	GSE171524	6144
FTL	Up	2.5242525106412588	C3_Epithelial_AT2_SFTPA1	GSE171524	2512
RPL18	Up	1.5563501443054677	C3_Epithelial_AT2_SFTPA1	GSE171524	6141
ERBB4	Down	-1.4198843174296432	C3_Epithelial_AT2_SFTPA1	GSE171524	2066
RPS12	Up	1.7496886648459844	C3_Epithelial_AT2_SFTPA1	GSE171524	6206
TMSB4X	Up	1.865878186697539	C3_Epithelial_AT2_SFTPA1	GSE171524	7114
RPLP1	Up	1.803471939176485	C3_Epithelial_AT2_SFTPA1	GSE171524	6176
RPL8	Up	1.6228035671284766	C3_Epithelial_AT2_SFTPA1	GSE171524	6132
SFTPA2	Up	1.1875926472217555	C3_Epithelial_AT2_SFTPA1	GSE171524	729238
RPL6	Up	1.48444989524415	C3_Epithelial_AT2_SFTPA1	GSE171524	6128
DLG2	Down	-1.3054102682413942	C3_Epithelial_AT2_SFTPA1	GSE171524	1740
JUND	Up	1.856185573204002	C3_Epithelial_AT2_SFTPA1	GSE171524	3727
RPSA	Up	1.6689429067854984	C3_Epithelial_AT2_SFTPA1	GSE171524	3921
RPS11	Up	1.3935899039896504	C3_Epithelial_AT2_SFTPA1	GSE171524	6205
RPL11	Up	1.4579039732026946	C3_Epithelial_AT2_SFTPA1	GSE171524	6135
RPS24	Up	1.4230291400764072	C3_Epithelial_AT2_SFTPA1	GSE171524	6229
RPS8	Up	1.4623397967637315	C3_Epithelial_AT2_SFTPA1	GSE171524	6202
NORAD	Up	1.3270832602807858	C3_Epithelial_AT2_SFTPA1	GSE171524	647979
ABCC3	Up	1.3263865171495235	C3_Epithelial_AT2_SFTPA1	GSE171524	8714
SLC34A2	Up	1.2191836835123793	C3_Epithelial_AT2_SFTPA1	GSE171524	10568
SNX25	Down	-1.1313762795996638	C3_Epithelial_AT2_SFTPA1	GSE171524	83891
HLA-C	Up	1.3341110061941246	C3_Epithelial_AT2_SFTPA1	GSE171524	3107
ABCA1	Up	1.3326054320931031	C3_Epithelial_AT2_SFTPA1	GSE171524	19
RPS29	Up	1.4907242800596023	C3_Epithelial_AT2_SFTPA1	GSE171524	6235
RPL35	Up	1.4891065266844166	C3_Epithelial_AT2_SFTPA1	GSE171524	11224
RPS5	Up	1.4785356986285003	C3_Epithelial_AT2_SFTPA1	GSE171524	6193
HLA-B	Up	1.6426385162722534	C3_Epithelial_AT2_SFTPA1	GSE171524	3106
RPS18	Up	1.4946694520985182	C3_Epithelial_AT2_SFTPA1	GSE171524	6222
NPC2	Up	1.5648218366915825	C3_Epithelial_AT2_SFTPA1	GSE171524	10577
ND2	Up	1.0578456420572793	C3_Epithelial_AT2_SFTPA1	GSE171524	4536
RPL34	Up	1.255934444170035	C3_Epithelial_AT2_SFTPA1	GSE171524	6164
ACTB	Up	1.885588376249912	C3_Epithelial_AT2_SFTPA1	GSE171524	60
AC105402.3	Up	2.9308484313738767	C3_Epithelial_AT2_SFTPA1	GSE171524	NA
PTPRG	Down	-1.2964259059222702	C3_Epithelial_AT2_SFTPA1	GSE171524	5793
RPL15	Up	1.343350745900811	C3_Epithelial_AT2_SFTPA1	GSE171524	6138
CCND1	Up	1.3697567543260585	C3_Epithelial_AT2_SFTPA1	GSE171524	595
HLA-E	Up	1.3588211579133804	C3_Epithelial_AT2_SFTPA1	GSE171524	3133
RPL37	Up	1.2758010456448596	C3_Epithelial_AT2_SFTPA1	GSE171524	6167
HSPA1A	Up	1.815905481538409	C3_Epithelial_AT2_SFTPA1	GSE171524	3303
RPL17	Up	1.3291624761841605	C3_Epithelial_AT2_SFTPA1	GSE171524	6139
RPS6	Up	1.4338453321792488	C3_Epithelial_AT2_SFTPA1	GSE171524	6194
P3H2	Down	-1.7295452653849053	C3_Epithelial_AT2_SFTPA1	GSE171524	55214
RPL38	Up	1.35791424415407	C3_Epithelial_AT2_SFTPA1	GSE171524	6169
PKM	Up	1.1124153799983432	C3_Epithelial_AT2_SFTPA1	GSE171524	5315
RPS4X	Up	1.3218120388842942	C3_Epithelial_AT2_SFTPA1	GSE171524	6191
RPLP0	Up	1.4776049403807117	C3_Epithelial_AT2_SFTPA1	GSE171524	6175
LANCL1-AS1	Down	-1.652048778347887	C3_Epithelial_AT2_SFTPA1	GSE171524	102724820
TMBIM6	Up	1.2842165287049876	C3_Epithelial_AT2_SFTPA1	GSE171524	7009
RPL26	Up	1.2287409916401586	C3_Epithelial_AT2_SFTPA1	GSE171524	6154
RACK1	Up	1.2602728616573118	C3_Epithelial_AT2_SFTPA1	GSE171524	10399
CEACAM6	Up	1.2410339906428185	C3_Epithelial_AT2_SFTPA1	GSE171524	4680
RPL23	Up	1.2485112855796876	C3_Epithelial_AT2_SFTPA1	GSE171524	9349
RPS14	Up	1.1688767011603065	C3_Epithelial_AT2_SFTPA1	GSE171524	6208
RPL9	Up	1.2389093955483197	C3_Epithelial_AT2_SFTPA1	GSE171524	6133
HSPB1	Up	1.3349587969245462	C3_Epithelial_AT2_SFTPA1	GSE171524	3315
RPS7	Up	1.1743349581389966	C3_Epithelial_AT2_SFTPA1	GSE171524	6201
DST	Up	1.0094933673533948	C3_Epithelial_AT2_SFTPA1	GSE171524	667
RPLP2	Up	1.2233671485104831	C3_Epithelial_AT2_SFTPA1	GSE171524	6181
LRRC36	Down	-1.6696514584276425	C3_Epithelial_AT2_SFTPA1	GSE171524	55282
MTRNR2L8	Up	1.7418759596133269	C3_Epithelial_AT2_SFTPA1	GSE171524	100463486
APOL6	Up	1.0305664292979844	C3_Epithelial_AT2_SFTPA1	GSE171524	80830
GSTP1	Up	1.0931546886305588	C3_Epithelial_AT2_SFTPA1	GSE171524	2950
H3F3A	Up	1.006743003792332	C3_Epithelial_AT2_SFTPA1	GSE171524	NA
LAMP1	Up	1.1581698695258833	C3_Epithelial_AT2_SFTPA1	GSE171524	3916
WIF1	Down	-1.6816875218559637	C3_Epithelial_AT2_SFTPA1	GSE171524	11197
TAPBP	Up	1.0783688942878675	C3_Epithelial_AT2_SFTPA1	GSE171524	6892
GSN	Up	1.077726593417918	C3_Epithelial_AT2_SFTPA1	GSE171524	2934
RPS15	Up	1.096999811134296	C3_Epithelial_AT2_SFTPA1	GSE171524	6209
RPL19	Up	1.1475634966699	C3_Epithelial_AT2_SFTPA1	GSE171524	6143
FASN	Up	1.3442748436732137	C3_Epithelial_AT2_SFTPA1	GSE171524	2194
EEF1G	Up	1.0510804046354592	C3_Epithelial_AT2_SFTPA1	GSE171524	1937
RPL24	Up	1.1308886335612236	C3_Epithelial_AT2_SFTPA1	GSE171524	6152
HSPA1B	Up	1.180623705544502	C3_Epithelial_AT2_SFTPA1	GSE171524	3304
RPL29	Up	1.076146066362313	C3_Epithelial_AT2_SFTPA1	GSE171524	6159
AQP1	Up	1.6542384451374077	C3_Epithelial_AT2_SFTPA1	GSE171524	358
FOSB	Down	-1.8920583952158432	C3_Epithelial_AT2_SFTPA1	GSE171524	2354
ACTG1	Up	1.2926945563045922	C3_Epithelial_AT2_SFTPA1	GSE171524	71
LAPTM4A	Up	1.0214427777662367	C3_Epithelial_AT2_SFTPA1	GSE171524	9741
SLC25A6	Up	1.0211645180725288	C3_Epithelial_AT2_SFTPA1	GSE171524	293
RPL18A	Up	1.051958161515031	C3_Epithelial_AT2_SFTPA1	GSE171524	6142
LINC01090	Down	-1.859450811100133	C3_Epithelial_AT2_SFTPA1	GSE171524	104355152
RFX2	Down	-1.8909983526323544	C3_Epithelial_AT2_SFTPA1	GSE171524	5990
SCGB3A1	Up	2.206263077695276	C3_Epithelial_AT2_SFTPA1	GSE171524	92304
SDC1	Up	1.0730450259117106	C3_Epithelial_AT2_SFTPA1	GSE171524	6382
KRT19	Up	1.078071052703721	C3_Epithelial_AT2_SFTPA1	GSE171524	3880
HSP90B1	Up	1.3438581465938533	C3_Epithelial_AT2_SFTPA1	GSE171524	7184
RPL23A	Up	1.061754526888549	C3_Epithelial_AT2_SFTPA1	GSE171524	6147
RPL35A	Up	1.0004873501717144	C3_Epithelial_AT2_SFTPA1	GSE171524	6165
FRMD4B	Down	-1.0553631110096022	C3_Epithelial_AT2_SFTPA1	GSE171524	23150
RPL27	Up	1.122225483835377	C3_Epithelial_AT2_SFTPA1	GSE171524	6155
RPL32	Up	1.0085913197290377	C3_Epithelial_AT2_SFTPA1	GSE171524	6161
RPS20	Up	1.0427334967309871	C3_Epithelial_AT2_SFTPA1	GSE171524	6224
HLA-DRA	Up	1.3738876545010166	C3_Epithelial_AT2_SFTPA1	GSE171524	3122
RNASE1	Up	1.2613294420942092	C3_Epithelial_AT2_SFTPA1	GSE171524	6035
LINC01811	Down	-2.1368080966426124	C3_Epithelial_AT2_SFTPA1	GSE171524	101928114
ADAMTSL4-AS1	Down	-1.784590235826621	C3_Epithelial_AT2_SFTPA1	GSE171524	574406
LHFPL3-AS2	Down	-1.596864857365479	C3_Epithelial_AT2_SFTPA1	GSE171524	723809
ATP5F1E	Up	1.0276249861792646	C3_Epithelial_AT2_SFTPA1	GSE171524	514
ANKRD28	Down	-1.7223475444065892	C3_Epithelial_AT2_SFTPA1	GSE171524	23243
RPL14	Up	1.0199635530465463	C3_Epithelial_AT2_SFTPA1	GSE171524	9045
RPS3A	Up	1.0106001176341788	C3_Epithelial_AT2_SFTPA1	GSE171524	6189
P4HB	Up	1.094549150326359	C3_Epithelial_AT2_SFTPA1	GSE171524	5034
CALR	Up	1.0561438766994964	C3_Epithelial_AT2_SFTPA1	GSE171524	811
SPINT2	Up	1.0044941346756056	C3_Epithelial_AT2_SFTPA1	GSE171524	10653
RBMS3	Up	1.0211605963910235	C3_Epithelial_AT2_SFTPA1	GSE171524	27303
SYNE1	Down	-1.0959442927999783	C3_Epithelial_AT2_SFTPA1	GSE171524	23345
IGFBP4	Up	1.02325232778608	C3_Epithelial_AT2_SFTPA1	GSE171524	3487
RPS16	Up	1.0904439573440738	C3_Epithelial_AT2_SFTPA1	GSE171524	6217
WARS	Up	1.4491250188190363	C3_Epithelial_AT2_SFTPA1	GSE171524	NA
ACADL	Down	-1.6418098009801627	C3_Epithelial_AT2_SFTPA1	GSE171524	33
AC003991.1	Down	-1.6246141647404235	C3_Epithelial_AT2_SFTPA1	GSE171524	NA
AP002518.2	Down	-1.9654311717637905	C3_Epithelial_AT2_SFTPA1	GSE171524	NA
BMP1	Down	-1.7287625069750976	C3_Epithelial_AT2_SFTPA1	GSE171524	649
HSPD1	Up	1.4519212509081714	C3_Epithelial_AT2_SFTPA1	GSE171524	3329
EEF1D	Up	1.0023039614163969	C3_Epithelial_AT2_SFTPA1	GSE171524	1936
CACNA2D3	Down	-1.4541484150833852	C3_Epithelial_AT2_SFTPA1	GSE171524	55799
CCDC141	Down	-1.2237681220910952	C3_Epithelial_AT2_SFTPA1	GSE171524	285025
SFN	Up	1.0461187575656503	C3_Epithelial_AT2_SFTPA1	GSE171524	2810
CACNB4	Down	-1.3905238305024366	C3_Epithelial_AT2_SFTPA1	GSE171524	785
LPCAT1	Up	1.033610581818032	C3_Epithelial_AT2_SFTPA1	GSE171524	79888
SQSTM1	Up	1.035363757194825	C3_Epithelial_AT2_SFTPA1	GSE171524	8878
FOS	Down	-1.2510862310044817	C3_Epithelial_AT2_SFTPA1	GSE171524	2353
TOX	Down	-1.2389242086350412	C3_Epithelial_AT2_SFTPA1	GSE171524	9760
AC006994.2	Down	-1.6276248950554957	C3_Epithelial_AT2_SFTPA1	GSE171524	NA
AC092640.1	Down	-1.628176028299806	C3_Epithelial_AT2_SFTPA1	GSE171524	NA
LINC00513	Down	-1.503726098482637	C3_Epithelial_AT2_SFTPA1	GSE171524	100506860
GDF15	Up	1.1522757119929947	C3_Epithelial_AT2_SFTPA1	GSE171524	9518
SGMS2	Down	-1.7268435708188463	C3_Epithelial_AT2_SFTPA1	GSE171524	166929
AC096564.1	Down	-1.7414365472936764	C3_Epithelial_AT2_SFTPA1	GSE171524	NA
FTH1	Up	1.1460429813027326	C3_Epithelial_AT2_SFTPA1	GSE171524	2495
AQP3	Up	1.0775939161324892	C3_Epithelial_AT2_SFTPA1	GSE171524	360
SERPINH1	Up	1.0541216637264277	C3_Epithelial_AT2_SFTPA1	GSE171524	871
LRP2BP	Down	-1.4157026973627165	C3_Epithelial_AT2_SFTPA1	GSE171524	55805
PTGES3	Up	1.339909476809694	C3_Epithelial_AT2_SFTPA1	GSE171524	10728
DIAPH2	Down	-1.0006584393120166	C3_Epithelial_AT2_SFTPA1	GSE171524	1730
TIMP3	Up	1.0730941057288992	C3_Epithelial_AT2_SFTPA1	GSE171524	7078
TGM2	Up	1.0642279698876782	C3_Epithelial_AT2_SFTPA1	GSE171524	7052
ACSS2	Up	1.1064200179370962	C3_Epithelial_AT2_SFTPA1	GSE171524	55902
ELL2	Down	-1.1941782549921898	C3_Epithelial_AT2_SFTPA1	GSE171524	22936
ARFGEF3	Down	-1.2764598179478843	C3_Epithelial_AT2_SFTPA1	GSE171524	57221
KAZN	Down	-1.1801128205046822	C3_Epithelial_AT2_SFTPA1	GSE171524	23254
LINC01619	Down	-1.254830077398256	C3_Epithelial_AT2_SFTPA1	GSE171524	256021
IQCN	Down	-1.072271856990132	C3_Epithelial_AT2_SFTPA1	GSE171524	80726
HSPH1	Up	1.7311124619919247	C3_Epithelial_AT2_SFTPA1	GSE171524	10808
AC016987.1	Down	-1.0952441478566024	C3_Epithelial_AT2_SFTPA1	GSE171524	NA
NR4A1	Down	-1.2170040348503042	C3_Epithelial_AT2_SFTPA1	GSE171524	3164
SOCS2	Down	-1.0179524553890271	C3_Epithelial_AT2_SFTPA1	GSE171524	8835
CNTN4	Down	-1.1953472342098386	C3_Epithelial_AT2_SFTPA1	GSE171524	152330
CPB2-AS1	Down	-1.1514852179013584	C3_Epithelial_AT2_SFTPA1	GSE171524	100509894
ANKS1B	Down	-1.197437961246821	C3_Epithelial_AT2_SFTPA1	GSE171524	56899
AL133268.4	Down	-1.7451594475004248	C3_Epithelial_AT2_SFTPA1	GSE171524	NA
SCN1A	Down	-1.063904625377123	C3_Epithelial_AT2_SFTPA1	GSE171524	6323
RGS7	Down	-1.132702479780326	C3_Epithelial_AT2_SFTPA1	GSE171524	6000
AC087286.2	Down	-1.0565750632414614	C3_Epithelial_AT2_SFTPA1	GSE171524	NA
SLC7A2	Down	-1.2307359886632905	C3_Epithelial_AT2_SFTPA1	GSE171524	6542
AC046195.2	Down	-1.0962965581749344	C3_Epithelial_AT2_SFTPA1	GSE171524	NA
RMST	Down	-1.3932523186935264	C3_Epithelial_AT2_SFTPA1	GSE171524	196475
CDHR3	Down	-1.0007887135347222	C3_Epithelial_AT2_SFTPA1	GSE171524	222256
AC092944.1	Down	-1.1712109375549995	C3_Epithelial_AT2_SFTPA1	GSE171524	NA
SCN1A-AS1	Down	-1.0893926261233702	C3_Epithelial_AT2_SFTPA1	GSE171524	101929680
STEAP4	Down	-1.309943999146408	C3_Epithelial_AT2_SFTPA1	GSE171524	79689
AL139807.1	Down	-1.1886878834026424	C3_Epithelial_AT2_SFTPA1	GSE171524	NA
NECAB1	Down	-1.1039495833078	C3_Epithelial_AT2_SFTPA1	GSE171524	64168
DIAPH2-AS1	Down	-1.292363973105744	C3_Epithelial_AT2_SFTPA1	GSE171524	10824
RORA	Down	-1.0275397543588285	C3_Epithelial_AT2_SFTPA1	GSE171524	6095
CHRM3	Down	-1.0057407784446435	C3_Epithelial_AT2_SFTPA1	GSE171524	1131
DAPK2	Down	-1.016201217817273	C3_Epithelial_AT2_SFTPA1	GSE171524	23604
ETV5	Down	-1.0598323076631873	C3_Epithelial_AT2_SFTPA1	GSE171524	2119
BTD	Down	-1.2807214708978625	C3_Epithelial_AT2_SFTPA1	GSE171524	686
AP003086.1	Down	-1.100314194844677	C3_Epithelial_AT2_SFTPA1	GSE171524	NA
PLPP3	Down	-1.0787631587259436	C3_Epithelial_AT2_SFTPA1	GSE171524	8613
AC007319.1	Down	-1.0621242120236911	C3_Epithelial_AT2_SFTPA1	GSE171524	NA
IL20RA	Down	-1.0085089225096016	C3_Epithelial_AT2_SFTPA1	GSE171524	53832
GPRC5D-AS1	Down	-1.0616608506572258	C3_Epithelial_AT2_SFTPA1	GSE171524	100506314
LMNA	Down	-1.0602058344439809	C3_Epithelial_AT2_SFTPA1	GSE171524	4000
SEMA4A	Down	-1.0160888321155928	C3_Epithelial_AT2_SFTPA1	GSE171524	64218
AC242426.2	Down	-1.103073545362813	C3_Epithelial_AT2_SFTPA1	GSE171524	NA
HSP90AA1	Up	4.254655584613555	C14_B_memory_MS4A1	GSE171524	3320
NEAT1	Up	2.1368030757908394	C14_B_memory_MS4A1	GSE171524	283131
HSPH1	Up	3.072385116090665	C14_B_memory_MS4A1	GSE171524	10808
HSPA1A	Up	2.160937704346664	C14_B_memory_MS4A1	GSE171524	3303
BACH2	Down	-2.1277353331746056	C14_B_memory_MS4A1	GSE171524	60468
HSP90AB1	Up	1.952968997837932	C14_B_memory_MS4A1	GSE171524	3326
AFF3	Down	-1.0476861892947475	C14_B_memory_MS4A1	GSE171524	3899
HSPA1B	Up	1.5543970304581949	C14_B_memory_MS4A1	GSE171524	3304
JUND	Up	1.3688523362288951	C14_B_memory_MS4A1	GSE171524	3727
HSPD1	Up	1.9453767187139903	C14_B_memory_MS4A1	GSE171524	3329
FNDC3B	Up	1.7404707276581832	C14_B_memory_MS4A1	GSE171524	64778
CD22	Down	-1.727219229896261	C14_B_memory_MS4A1	GSE171524	933
SLC8A1	Up	1.7151374542959	C14_B_memory_MS4A1	GSE171524	6546
GNAQ	Up	1.5194280386925956	C14_B_memory_MS4A1	GSE171524	2776
LRMDA	Up	1.797004580076185	C14_B_memory_MS4A1	GSE171524	83938
STEAP1B	Down	-2.2838768103687377	C14_B_memory_MS4A1	GSE171524	256227
B2M	Up	1.7312747372092236	C14_B_memory_MS4A1	GSE171524	567
RAPGEF5	Down	-1.8475489740298248	C14_B_memory_MS4A1	GSE171524	9771
ATP8B4	Up	1.758482462152038	C14_B_memory_MS4A1	GSE171524	79895
QKI	Up	1.2071357783913903	C14_B_memory_MS4A1	GSE171524	9444
PLXDC2	Up	1.8014286346398876	C14_B_memory_MS4A1	GSE171524	84898
SYNE2	Down	-1.3957281471712422	C14_B_memory_MS4A1	GSE171524	23224
