ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	celltype	Dataset	status
GO:0045598	regulation of fat cell differentiation	4/64	146/18870	0.0015244989210008958	0.023685110003403082	0.016683264891723174	CEBPB/SOD2/ZFP36L2/ZFP36L1	4	C8_Macrophages_FCGR3A	GSE171524	Up
GO:0045444	fat cell differentiation	5/64	248/18870	0.0015273575609671148	0.023685110003403082	0.016683264891723174	CEBPB/SOD2/ZFP36L2/MAFB/ZFP36L1	5	C8_Macrophages_FCGR3A	GSE171524	Up
GO:0010885	regulation of cholesterol storage	2/64	19/18870	0.0018656707984127225	0.025812598723640306	0.018181820645476104	ABCA1/CD36	2	C8_Macrophages_FCGR3A	GSE171524	Up
GO:0010878	cholesterol storage	2/64	25/18870	0.00323051612813901	0.033041608037314846	0.02327377408235852	ABCA1/CD36	2	C8_Macrophages_FCGR3A	GSE171524	Up
GO:1905952	regulation of lipid localization	4/64	183/18870	0.003456968962606481	0.03473198863839375	0.024464440595268006	APOE/ABCA1/EEPD1/CD36	4	C8_Macrophages_FCGR3A	GSE171524	Up
GO:0034368	protein-lipid complex remodeling	2/64	33/18870	0.005587441536323425	0.045688328619496496	0.032181842883973924	APOE/PLA2G7	2	C8_Macrophages_FCGR3A	GSE171524	Up
GO:0030301	cholesterol transport	3/27	128/18870	7.91622350694898e-4	0.010125569522070195	0.005795130127096622	ABCA1/EEPD1/APOE	3	C9_Macrophages_MRC1	GSE171524	Up
GO:1905952	regulation of lipid localization	3/27	183/18870	0.002211135974370125	0.01931941568411595	0.011057010435303712	ABCA1/EEPD1/APOE	3	C9_Macrophages_MRC1	GSE171524	Up
GO:0071825	protein-lipid complex organization	2/27	53/18870	0.002597328967114341	0.02188288536963999	0.012524151653592632	ABCA1/APOE	2	C9_Macrophages_MRC1	GSE171524	Up
GO:0042632	cholesterol homeostasis	2/27	100/18870	0.008952431066392019	0.049786839962108975	0.02849431980773828	ABCA1/APOE	2	C9_Macrophages_MRC1	GSE171524	Up
GO:0006687	glycosphingolipid metabolic process	3/20	63/18870	3.88245572749537e-5	0.014345673913095392	0.010441762509211232	B4GALT5/GALC/CREM	3	C17_Mast_SLC24A3	GSE171524	Up
GO:0097035	regulation of membrane lipid distribution	1/4	62/18870	0.013078958138476038	0.040272831495703446	0.010359570802753298	SLC4A1	1	C15_B_naive_CD38	GSE171524	Up
GO:0045444	fat cell differentiation	11/146	248/18870	3.7202641307975454e-6	3.022714606273006e-4	2.3616062654858105e-4	PTGS2/SOD2/RGS2/STEAP4/NR4A2/FFAR2/ZFP36L1/ZFP36/OSBPL8/CEBPB/CEBPD	11	C13_B_Plasma_PRDM1	GSE174072	Down
GO:0070542	response to fatty acid	4/146	56/18870	9.243437828429915e-4	0.01438141257880718	0.011236004213617774	PTGS2/FFAR2/ACSL1/PTAFR	4	C13_B_Plasma_PRDM1	GSE174072	Down
GO:0015911	long-chain fatty acid import across plasma membrane	2/146	10/18870	0.002568782853080094	0.028805832463825228	0.022505609457117257	ACSL1/IRS2	2	C13_B_Plasma_PRDM1	GSE174072	Down
GO:0045598	regulation of fat cell differentiation	5/146	146/18870	0.005583955401790509	0.04904825690761933	0.03832074340852598	PTGS2/SOD2/ZFP36L1/ZFP36/CEBPB	5	C13_B_Plasma_PRDM1	GSE174072	Down
GO:0045444	fat cell differentiation	3/12	248/18870	4.5196086404038563e-4	0.009810209342994253	0.004659534604503047	SOD2/RGS2/PTGS2	3	C7_iMo_CD14_CD16	GSE174072	Down
GO:0050873	brown fat cell differentiation	2/12	54/18870	5.208502727734673e-4	0.010115460560705761	0.00480451913666384	RGS2/PTGS2	2	C7_iMo_CD14_CD16	GSE174072	Down
GO:0045598	regulation of fat cell differentiation	2/12	146/18870	0.0037295026389640392	0.033565523750676354	0.01594254658247786	SOD2/PTGS2	2	C7_iMo_CD14_CD16	GSE174072	Down
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	1/8	15/18870	0.00634280905325646	0.040244213142348974	0.016101129348778904	PTGS2	1	C6_ncMo_CD16	GSE174072	Down
GO:1905952	regulation of lipid localization	3/44	183/18870	0.008876879356959754	0.04861391615757179	0.033675854978251804	THBS1/ITGB3/RETN	3	C9_tolerogenic_Mo_MPO	GSE174072	Up
GO:0045444	fat cell differentiation	7/60	248/18870	1.3278025820624815e-5	0.0014095672673789608	0.0010004495909168836	PTGS2/SOD2/RGS2/ZFP36L1/NR4A2/ZFP36/STEAP4	7	C9_tolerogenic_Mo_MPO	GSE174072	Down
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	2/60	15/18870	0.001016494186724962	0.018143971456851756	0.01287780245874195	IL1B/PTGS2	2	C9_tolerogenic_Mo_MPO	GSE174072	Down
GO:0045598	regulation of fat cell differentiation	4/60	146/18870	0.0011982581757237838	0.020309972608696405	0.014415135948556796	PTGS2/SOD2/ZFP36L1/ZFP36	4	C9_tolerogenic_Mo_MPO	GSE174072	Down
GO:0045444	fat cell differentiation	3/11	248/18870	3.422877617241229e-4	0.008667609450110855	0.00359140639635837	RGS2/PTGS2/SOD2	3	C10_MDSC_ARG1	GSE174072	Down
GO:0050873	brown fat cell differentiation	2/11	54/18870	4.3483946335376883e-4	0.009481916075908571	0.003928812695213877	RGS2/PTGS2	2	C10_MDSC_ARG1	GSE174072	Down
GO:0045598	regulation of fat cell differentiation	2/11	146/18870	0.00312372611509947	0.030273148152507208	0.012543617538216197	PTGS2/SOD2	2	C10_MDSC_ARG1	GSE174072	Down
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	1/11	15/18870	0.00871166658819722	0.047822785117026693	0.01981527402100067	PTGS2	1	C10_MDSC_ARG1	GSE174072	Down
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	3/325	15/18870	0.001974993044916131	0.014930106996993646	0.011208583148527382	CD74/IL1B/FABP5	3	C8_Mac_IFITM2	GSE180595	Up
GO:1905952	regulation of lipid localization	4/56	183/18870	0.0021218605385559283	0.030545950669628053	0.021986383869905177	NFKBIA/ACSL1/IL1B/SPP1	4	C6_Mac_LYZ	GSE180595	Up
GO:1905952	regulation of lipid localization	6/158	183/18870	0.0044655568218652615	0.04941766592321987	0.03980808877386467	TSPO/CES1/RETN/PRELID1/LRP1/THBS1	6	C1_CD14 Monocytes_LYZ	GSE186267_Blood	Up
GO:0045444	fat cell differentiation	3/19	248/18870	0.0018598255404598822	0.015012819705977388	0.009174927117194153	PLAC8/RETN/MAFB	3	C1_CD14 Monocytes_S100A12	GSE192391	Up
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	1/4	15/18870	0.003176113114667589	0.03840037649661862	0.011888661454061493	CD74	1	C10_pDC_DERL3	GSE192391	Down
GO:0045444	fat cell differentiation	7/119	248/18870	0.001000308910289247	0.04014749738402334	0.03423975780803518	ID2/FOSL2/NR4A2/RORA/METRNL/ZBTB7A/ZFP36	7	C3_CD4 memory_CCR7	GSE193708	Up
GO:0045444	fat cell differentiation	6/68	248/18870	2.6869508148007746e-4	0.01695202326748802	0.013173535806920027	METRNL/FOSL2/ZBTB7A/RGS2/NR4A2/ID2	6	C2_CD16 Monocytes_FCGR3A	GSE193708	Up
GO:0045444	fat cell differentiation	8/114	248/18870	1.3197037181782327e-4	0.007190944771792141	0.005786166448876777	FOSL2/NR4A2/INSIG1/NR4A1/METRNL/ZBTB7A/MAFB/ID2	8	C1_CD14 Monocytes_VCAN	GSE193708	Up
GO:0015911	long-chain fatty acid import across plasma membrane	2/114	10/18870	0.0015773233829650406	0.029934854637575663	0.02408696729745241	ACSL1/THBS1	2	C1_CD14 Monocytes_VCAN	GSE193708	Up
GO:0006631	fatty acid metabolic process	8/117	401/18870	0.0035353036856693846	0.03611584097144408	0.028998909463582023	CD74/MGLL/DBI/PCK1/ACSL4/GSTP1/PDK4/AKR1B1	8	C8_DCT_TRPM7	GSE210622	Up
GO:1905952	regulation of lipid localization	3/16	183/18870	4.578329716356375e-4	0.011707043380594386	0.007426566382949383	THBS1/SPP1/PLIN2	3	C24_Leuk_Macro_CD163	GSE210622	Up
GO:0030299	intestinal cholesterol absorption	2/42	18/18870	7.234127971119053e-4	0.01880873272490954	0.01307219615833794	NPC1/AKR1C1	2	C1_PT_KLF6	GSE210622	Up
GO:0042632	cholesterol homeostasis	3/42	100/18870	0.0014268990961772453	0.027824532375456283	0.019338237750823193	APOE/NPC1/AKR1C1	3	C1_PT_KLF6	GSE210622	Up
GO:0030301	cholesterol transport	3/42	128/18870	0.002885247458612325	0.03958643775124627	0.02751284135208074	APOE/NPC1/AKR1C1	3	C1_PT_KLF6	GSE210622	Up
GO:0006631	fatty acid metabolic process	14/97	401/18870	1.7231285993330425e-8	2.416687860564592e-6	2.0057821502762697e-6	FABP1/ECHS1/ACAA1/GSTA1/EHHADH/ETFB/ACSM2A/ACAT1/ACADSB/CBR1/ACAA2/ACSM2B/CRYL1/ACSF2	14	C2_PT_FTL	GSE210622	Down
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	2/47	15/18870	6.245235854982667e-4	0.022466835652668413	0.017496774136226745	FABP5/ANXA1	2	C14_EC_TMSB4X	GSE210622	Up
