ID	Description	geneID	status	avg_log2FC	celltype	Tissue	dataset	Dataset name
GO:0033700	phospholipid efflux	APOE	Down	-2.213409217889698	C5_CD4_memory_IL7R	Lung	GSE145926	Liao et al. (BALF)
GO:0033700	phospholipid efflux	APOC1	Down	-2.700503027516925	C5_CD4_memory_IL7R	Lung	GSE145926	Liao et al. (BALF)
GO:0065005	protein-lipid complex assembly	APOE	Down	-2.213409217889698	C5_CD4_memory_IL7R	Lung	GSE145926	Liao et al. (BALF)
GO:0065005	protein-lipid complex assembly	APOC1	Down	-2.700503027516925	C5_CD4_memory_IL7R	Lung	GSE145926	Liao et al. (BALF)
GO:0034368	protein-lipid complex remodeling	APOE	Down	-2.213409217889698	C5_CD4_memory_IL7R	Lung	GSE145926	Liao et al. (BALF)
GO:0034368	protein-lipid complex remodeling	APOC1	Down	-2.700503027516925	C5_CD4_memory_IL7R	Lung	GSE145926	Liao et al. (BALF)
GO:0032368	regulation of lipid transport	APOE	Down	-2.213409217889698	C5_CD4_memory_IL7R	Lung	GSE145926	Liao et al. (BALF)
GO:0032368	regulation of lipid transport	APOC1	Down	-2.700503027516925	C5_CD4_memory_IL7R	Lung	GSE145926	Liao et al. (BALF)
GO:0032368	regulation of lipid transport	RETN	Down	-1.435144931554744	C5_CD4_memory_IL7R	Lung	GSE145926	Liao et al. (BALF)
GO:1905952	regulation of lipid localization	APOE	Down	-2.213409217889698	C5_CD4_memory_IL7R	Lung	GSE145926	Liao et al. (BALF)
GO:1905952	regulation of lipid localization	APOC1	Down	-2.700503027516925	C5_CD4_memory_IL7R	Lung	GSE145926	Liao et al. (BALF)
GO:1905952	regulation of lipid localization	RETN	Down	-1.435144931554744	C5_CD4_memory_IL7R	Lung	GSE145926	Liao et al. (BALF)
GO:0017121	plasma membrane phospholipid scrambling	PLSCR1	Up	1.247937712815217	C4_T|NK_NKG7	Lung	GSE145926	Liao et al. (BALF)
GO:0017121	plasma membrane phospholipid scrambling	FASLG	Up	1.1095061402937512	C4_T|NK_NKG7	Lung	GSE145926	Liao et al. (BALF)
GO:0045332	phospholipid translocation	PLSCR1	Up	1.247937712815217	C4_T|NK_NKG7	Lung	GSE145926	Liao et al. (BALF)
GO:0045332	phospholipid translocation	FASLG	Up	1.1095061402937512	C4_T|NK_NKG7	Lung	GSE145926	Liao et al. (BALF)
GO:0033700	phospholipid efflux	APOC1	Down	-3.5090188473172983	C4_T|NK_NKG7	Lung	GSE145926	Liao et al. (BALF)
GO:0033700	phospholipid efflux	APOE	Down	-2.6580312410718276	C4_T|NK_NKG7	Lung	GSE145926	Liao et al. (BALF)
GO:0065005	protein-lipid complex assembly	APOC1	Down	-3.5090188473172983	C4_T|NK_NKG7	Lung	GSE145926	Liao et al. (BALF)
GO:0065005	protein-lipid complex assembly	APOE	Down	-2.6580312410718276	C4_T|NK_NKG7	Lung	GSE145926	Liao et al. (BALF)
GO:0034368	protein-lipid complex remodeling	APOC1	Down	-3.5090188473172983	C4_T|NK_NKG7	Lung	GSE145926	Liao et al. (BALF)
GO:0034368	protein-lipid complex remodeling	APOE	Down	-2.6580312410718276	C4_T|NK_NKG7	Lung	GSE145926	Liao et al. (BALF)
GO:0032368	regulation of lipid transport	APOC1	Down	-3.5090188473172983	C4_T|NK_NKG7	Lung	GSE145926	Liao et al. (BALF)
GO:0032368	regulation of lipid transport	APOE	Down	-2.6580312410718276	C4_T|NK_NKG7	Lung	GSE145926	Liao et al. (BALF)
GO:0032368	regulation of lipid transport	RETN	Down	-1.5080817565202378	C4_T|NK_NKG7	Lung	GSE145926	Liao et al. (BALF)
GO:0019915	lipid storage	NFKBIA	Up	1.6126645124599768	C9_B_naive_CST3	Lung	GSE145926	Liao et al. (BALF)
GO:0019915	lipid storage	NFKB1	Up	1.0626569621526956	C9_B_naive_CST3	Lung	GSE145926	Liao et al. (BALF)
GO:0019915	lipid storage	RNF213	Up	1.3325752374993194	C9_B_naive_CST3	Lung	GSE145926	Liao et al. (BALF)
GO:0019915	lipid storage	C3	Up	1.0370517769733234	C9_B_naive_CST3	Lung	GSE145926	Liao et al. (BALF)
GO:0010883	regulation of lipid storage	NFKBIA	Up	1.6126645124599768	C9_B_naive_CST3	Lung	GSE145926	Liao et al. (BALF)
GO:0010883	regulation of lipid storage	NFKB1	Up	1.0626569621526956	C9_B_naive_CST3	Lung	GSE145926	Liao et al. (BALF)
GO:0010883	regulation of lipid storage	C3	Up	1.0370517769733234	C9_B_naive_CST3	Lung	GSE145926	Liao et al. (BALF)
GO:0033700	phospholipid efflux	APOC1	Down	-2.62069818630322	C9_B_naive_CST3	Lung	GSE145926	Liao et al. (BALF)
GO:0033700	phospholipid efflux	APOE	Down	-3.1083010090212433	C9_B_naive_CST3	Lung	GSE145926	Liao et al. (BALF)
GO:0032368	regulation of lipid transport	APOC1	Down	-2.62069818630322	C9_B_naive_CST3	Lung	GSE145926	Liao et al. (BALF)
GO:0032368	regulation of lipid transport	APOE	Down	-3.1083010090212433	C9_B_naive_CST3	Lung	GSE145926	Liao et al. (BALF)
GO:0032368	regulation of lipid transport	TSPO	Down	-1.3970524519696634	C9_B_naive_CST3	Lung	GSE145926	Liao et al. (BALF)
GO:0032368	regulation of lipid transport	RETN	Down	-1.5032210741027163	C9_B_naive_CST3	Lung	GSE145926	Liao et al. (BALF)
GO:0032374	regulation of cholesterol transport	APOC1	Down	-2.62069818630322	C9_B_naive_CST3	Lung	GSE145926	Liao et al. (BALF)
GO:0032374	regulation of cholesterol transport	APOE	Down	-3.1083010090212433	C9_B_naive_CST3	Lung	GSE145926	Liao et al. (BALF)
GO:0032374	regulation of cholesterol transport	TSPO	Down	-1.3970524519696634	C9_B_naive_CST3	Lung	GSE145926	Liao et al. (BALF)
GO:0032368	regulation of lipid transport	THBS1	Down	-1.5344829246965197	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0032368	regulation of lipid transport	RETN	Down	-1.5958766169892815	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0032368	regulation of lipid transport	IL1B	Down	-1.0479041118663197	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0032368	regulation of lipid transport	APOE	Down	-1.4405604962794678	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0032368	regulation of lipid transport	APOC1	Down	-1.2827864322028946	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:1905952	regulation of lipid localization	THBS1	Down	-1.5344829246965197	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:1905952	regulation of lipid localization	RETN	Down	-1.5958766169892815	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:1905952	regulation of lipid localization	IL1B	Down	-1.0479041118663197	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:1905952	regulation of lipid localization	APOE	Down	-1.4405604962794678	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:1905952	regulation of lipid localization	APOC1	Down	-1.2827864322028946	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0015908	fatty acid transport	FABP4	Down	-2.1317827481534772	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0015908	fatty acid transport	THBS1	Down	-1.5344829246965197	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0015908	fatty acid transport	IL1B	Down	-1.0479041118663197	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0015908	fatty acid transport	APOE	Down	-1.4405604962794678	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0006869	lipid transport	FABP4	Down	-2.1317827481534772	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0006869	lipid transport	THBS1	Down	-1.5344829246965197	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0006869	lipid transport	RETN	Down	-1.5958766169892815	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0006869	lipid transport	IL1B	Down	-1.0479041118663197	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0006869	lipid transport	APOE	Down	-1.4405604962794678	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0006869	lipid transport	APOC1	Down	-1.2827864322028946	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0015909	long-chain fatty acid transport	FABP4	Down	-2.1317827481534772	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0015909	long-chain fatty acid transport	THBS1	Down	-1.5344829246965197	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0015909	long-chain fatty acid transport	APOE	Down	-1.4405604962794678	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0033700	phospholipid efflux	APOE	Down	-1.4405604962794678	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0033700	phospholipid efflux	APOC1	Down	-1.2827864322028946	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0032370	positive regulation of lipid transport	RETN	Down	-1.5958766169892815	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0032370	positive regulation of lipid transport	IL1B	Down	-1.0479041118663197	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0032370	positive regulation of lipid transport	APOE	Down	-1.4405604962794678	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:1905954	positive regulation of lipid localization	RETN	Down	-1.5958766169892815	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:1905954	positive regulation of lipid localization	IL1B	Down	-1.0479041118663197	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:1905954	positive regulation of lipid localization	APOE	Down	-1.4405604962794678	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0045833	negative regulation of lipid metabolic process	IL1B	Down	-1.0479041118663197	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0045833	negative regulation of lipid metabolic process	APOE	Down	-1.4405604962794678	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0045833	negative regulation of lipid metabolic process	APOC1	Down	-1.2827864322028946	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0050995	negative regulation of lipid catabolic process	IL1B	Down	-1.0479041118663197	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0050995	negative regulation of lipid catabolic process	APOC1	Down	-1.2827864322028946	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0065005	protein-lipid complex assembly	APOE	Down	-1.4405604962794678	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0065005	protein-lipid complex assembly	APOC1	Down	-1.2827864322028946	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:2000191	regulation of fatty acid transport	THBS1	Down	-1.5344829246965197	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:2000191	regulation of fatty acid transport	IL1B	Down	-1.0479041118663197	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0034368	protein-lipid complex remodeling	APOE	Down	-1.4405604962794678	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0034368	protein-lipid complex remodeling	APOC1	Down	-1.2827864322028946	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0140353	lipid export from cell	RETN	Down	-1.5958766169892815	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0140353	lipid export from cell	IL1B	Down	-1.0479041118663197	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0032369	negative regulation of lipid transport	THBS1	Down	-1.5344829246965197	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0032369	negative regulation of lipid transport	APOC1	Down	-1.2827864322028946	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0046890	regulation of lipid biosynthetic process	IL1B	Down	-1.0479041118663197	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0046890	regulation of lipid biosynthetic process	APOE	Down	-1.4405604962794678	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0046890	regulation of lipid biosynthetic process	APOC1	Down	-1.2827864322028946	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0071825	protein-lipid complex organization	APOE	Down	-1.4405604962794678	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0071825	protein-lipid complex organization	APOC1	Down	-1.2827864322028946	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0042304	regulation of fatty acid biosynthetic process	IL1B	Down	-1.0479041118663197	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0042304	regulation of fatty acid biosynthetic process	APOC1	Down	-1.2827864322028946	C6_Macrophages_RBM47	Lung	GSE145926	Liao et al. (BALF)
GO:0006869	lipid transport	FABP4	Down	-3.84762427714322	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0006869	lipid transport	APOE	Down	-3.5091292163907326	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0006869	lipid transport	RETN	Down	-2.3417672984299225	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0006869	lipid transport	APOC1	Down	-4.4823013732990855	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0006869	lipid transport	MSR1	Down	-1.8359143831043876	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0006869	lipid transport	FABP5	Down	-1.4639065709377614	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0006869	lipid transport	TSPO	Down	-1.7985894345674025	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0006869	lipid transport	RBP4	Down	-1.1301526091182312	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0006869	lipid transport	PSAP	Down	-1.3401135840701834	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0006869	lipid transport	INHBA	Down	-1.2129879279845144	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0006869	lipid transport	PLIN2	Down	-1.1343879262470966	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0006869	lipid transport	LIPA	Down	-1.0559888922813565	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0033559	unsaturated fatty acid metabolic process	FABP5	Down	-1.4639065709377614	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0033559	unsaturated fatty acid metabolic process	ALOX5	Down	-1.1842993506840565	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0033559	unsaturated fatty acid metabolic process	MGST3	Down	-1.1510132556419004	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0033559	unsaturated fatty acid metabolic process	CD74	Down	-1.1292113674890834	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0033559	unsaturated fatty acid metabolic process	SCD	Down	-1.180737366505786	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0015909	long-chain fatty acid transport	FABP4	Down	-3.84762427714322	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0015909	long-chain fatty acid transport	APOE	Down	-3.5091292163907326	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0015909	long-chain fatty acid transport	FABP5	Down	-1.4639065709377614	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0015909	long-chain fatty acid transport	PLIN2	Down	-1.1343879262470966	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:1905952	regulation of lipid localization	APOE	Down	-3.5091292163907326	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:1905952	regulation of lipid localization	RETN	Down	-2.3417672984299225	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:1905952	regulation of lipid localization	APOC1	Down	-4.4823013732990855	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:1905952	regulation of lipid localization	MSR1	Down	-1.8359143831043876	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:1905952	regulation of lipid localization	TSPO	Down	-1.7985894345674025	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:1905952	regulation of lipid localization	PLIN2	Down	-1.1343879262470966	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0030301	cholesterol transport	APOE	Down	-3.5091292163907326	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0030301	cholesterol transport	APOC1	Down	-4.4823013732990855	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0030301	cholesterol transport	MSR1	Down	-1.8359143831043876	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0030301	cholesterol transport	TSPO	Down	-1.7985894345674025	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0030301	cholesterol transport	LIPA	Down	-1.0559888922813565	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0019915	lipid storage	APOE	Down	-3.5091292163907326	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0019915	lipid storage	MSR1	Down	-1.8359143831043876	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0019915	lipid storage	PLIN2	Down	-1.1343879262470966	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0019915	lipid storage	LIPA	Down	-1.0559888922813565	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0140353	lipid export from cell	RETN	Down	-2.3417672984299225	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0140353	lipid export from cell	TSPO	Down	-1.7985894345674025	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0140353	lipid export from cell	INHBA	Down	-1.2129879279845144	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0033700	phospholipid efflux	APOE	Down	-3.5091292163907326	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0033700	phospholipid efflux	APOC1	Down	-4.4823013732990855	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	FABP5	Down	-1.4639065709377614	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	CD74	Down	-1.1292113674890834	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0006631	fatty acid metabolic process	ALOX5AP	Down	-2.506080991374375	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0006631	fatty acid metabolic process	APOC1	Down	-4.4823013732990855	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0006631	fatty acid metabolic process	FABP5	Down	-1.4639065709377614	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0006631	fatty acid metabolic process	ALOX5	Down	-1.1842993506840565	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0006631	fatty acid metabolic process	MGST3	Down	-1.1510132556419004	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0006631	fatty acid metabolic process	CD74	Down	-1.1292113674890834	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0006631	fatty acid metabolic process	SCD	Down	-1.180737366505786	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0006631	fatty acid metabolic process	LIPA	Down	-1.0559888922813565	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0006636	unsaturated fatty acid biosynthetic process	FABP5	Down	-1.4639065709377614	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0006636	unsaturated fatty acid biosynthetic process	CD74	Down	-1.1292113674890834	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0006636	unsaturated fatty acid biosynthetic process	SCD	Down	-1.180737366505786	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0006633	fatty acid biosynthetic process	APOC1	Down	-4.4823013732990855	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0006633	fatty acid biosynthetic process	FABP5	Down	-1.4639065709377614	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0006633	fatty acid biosynthetic process	ALOX5	Down	-1.1842993506840565	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0006633	fatty acid biosynthetic process	CD74	Down	-1.1292113674890834	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0006633	fatty acid biosynthetic process	SCD	Down	-1.180737366505786	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0042304	regulation of fatty acid biosynthetic process	APOC1	Down	-4.4823013732990855	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0042304	regulation of fatty acid biosynthetic process	FABP5	Down	-1.4639065709377614	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:0042304	regulation of fatty acid biosynthetic process	CD74	Down	-1.1292113674890834	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:1905954	positive regulation of lipid localization	APOE	Down	-3.5091292163907326	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:1905954	positive regulation of lipid localization	RETN	Down	-2.3417672984299225	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:1905954	positive regulation of lipid localization	MSR1	Down	-1.8359143831043876	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:1905954	positive regulation of lipid localization	PLIN2	Down	-1.1343879262470966	C2_Epithelial_CAPS	Lung	GSE145926	Liao et al. (BALF)
GO:1905952	regulation of lipid localization	APOC1	Down	-2.3511662098052253	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:1905952	regulation of lipid localization	TSPO	Down	-1.8607775770682429	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:1905952	regulation of lipid localization	MSR1	Down	-1.7153579802907857	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:1905952	regulation of lipid localization	PPARG	Down	-1.4135080786563887	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:1905952	regulation of lipid localization	RETN	Down	-2.2111466528679995	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:1905952	regulation of lipid localization	ABCG1	Down	-1.1375733480717782	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:1905952	regulation of lipid localization	APOE	Down	-1.270396868242092	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:1905952	regulation of lipid localization	ABHD5	Down	-1.0822372479092093	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:1905953	negative regulation of lipid localization	APOC1	Down	-2.3511662098052253	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:1905953	negative regulation of lipid localization	TSPO	Down	-1.8607775770682429	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:1905953	negative regulation of lipid localization	PPARG	Down	-1.4135080786563887	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:1905953	negative regulation of lipid localization	ABCG1	Down	-1.1375733480717782	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:1905953	negative regulation of lipid localization	ABHD5	Down	-1.0822372479092093	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:0033700	phospholipid efflux	APOC1	Down	-2.3511662098052253	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:0033700	phospholipid efflux	ABCG1	Down	-1.1375733480717782	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:0033700	phospholipid efflux	APOE	Down	-1.270396868242092	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:0050872	white fat cell differentiation	FABP4	Down	-3.451431078476753	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:0050872	white fat cell differentiation	PPARG	Down	-1.4135080786563887	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:0050872	white fat cell differentiation	FFAR4	Down	-1.0200695523156715	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:0055088	lipid homeostasis	FABP4	Down	-3.451431078476753	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:0055088	lipid homeostasis	TSPO	Down	-1.8607775770682429	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:0055088	lipid homeostasis	PPARG	Down	-1.4135080786563887	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:0055088	lipid homeostasis	RTN4	Down	-1.1861720921075387	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:0055088	lipid homeostasis	ABCG1	Down	-1.1375733480717782	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:0055088	lipid homeostasis	APOE	Down	-1.270396868242092	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:0055088	lipid homeostasis	ABHD5	Down	-1.0822372479092093	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:0032374	regulation of cholesterol transport	APOC1	Down	-2.3511662098052253	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:0032374	regulation of cholesterol transport	TSPO	Down	-1.8607775770682429	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:0032374	regulation of cholesterol transport	PPARG	Down	-1.4135080786563887	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:0032374	regulation of cholesterol transport	ABCG1	Down	-1.1375733480717782	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:0032374	regulation of cholesterol transport	APOE	Down	-1.270396868242092	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:0010885	regulation of cholesterol storage	MSR1	Down	-1.7153579802907857	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:0010885	regulation of cholesterol storage	PPARG	Down	-1.4135080786563887	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:0010885	regulation of cholesterol storage	ABCG1	Down	-1.1375733480717782	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
GO:0030301	cholesterol transport	APOC1	Down	-2.3511662098052253	C3_Epithelial_TYROBP	Lung	GSE145926	Liao et al. (BALF)
