ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	celltype	Dataset	status	TermID_revigo	Description_revigo
GO:0006869	lipid transport	13/162	453/18870	1.5013716105514673e-4	0.00327766689575474	0.002553964242378842	APOC1/APOE/FABP4/RETN/CES1/TREM2/RBP4/TSPO/LRP1/MSR1/PSAP/NPC2/LIPA	13	C8_Plasma_IGHG1	GSE145926	Down	GO:0030301	cholesterol transport
GO:0019915	lipid storage	6/162	94/18870	1.5933030049453817e-4	0.00344224790993797	0.0026822060798098613	APOE/CES1/TREM2/MSR1/NPC2/LIPA	6	C8_Plasma_IGHG1	GSE145926	Down	GO:0010878	cholesterol storage
GO:1905952	regulation of lipid localization	8/162	183/18870	1.8618944269907742e-4	0.0038228257915874403	0.002978753084763889	APOC1/APOE/RETN/CES1/TREM2/TSPO/LRP1/MSR1	8	C8_Plasma_IGHG1	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0032376	positive regulation of cholesterol transport	4/162	38/18870	3.077423506732841e-4	0.005366979513991537	0.004181960584850056	APOE/CES1/TREM2/LRP1	4	C8_Plasma_IGHG1	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0032368	regulation of lipid transport	7/162	153/18870	3.5855576535890964e-4	0.006000109483896204	0.004675296654482164	APOC1/APOE/RETN/CES1/TREM2/TSPO/LRP1	7	C8_Plasma_IGHG1	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:1905954	positive regulation of lipid localization	6/162	111/18870	3.931314395033501e-4	0.006322863985345547	0.004926787572255435	APOE/RETN/CES1/TREM2/LRP1/MSR1	6	C8_Plasma_IGHG1	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0010885	regulation of cholesterol storage	3/162	19/18870	5.440094762867925e-4	0.007994453978935352	0.006229293655798004	CES1/TREM2/MSR1	3	C8_Plasma_IGHG1	GSE145926	Down	GO:0010885	regulation of cholesterol storage
GO:0055088	lipid homeostasis	7/162	175/18870	7.99143684631291e-4	0.010801396307384721	0.008416468425316046	APOE/FABP4/CES1/TREM2/TSPO/NPC2/LIPA	7	C8_Plasma_IGHG1	GSE145926	Down	GO:0042632	cholesterol homeostasis
GO:0032370	positive regulation of lipid transport	5/162	86/18870	8.721208698705882e-4	0.011321927884642839	0.008822067614503992	APOE/RETN/CES1/TREM2/LRP1	5	C8_Plasma_IGHG1	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0010874	regulation of cholesterol efflux	4/162	54/18870	0.001185337523294882	0.014298133874744516	0.011141132949214616	APOE/CES1/TREM2/LRP1	4	C8_Plasma_IGHG1	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0008203	cholesterol metabolic process	6/162	140/18870	0.0013290913168524153	0.015518867926906354	0.012092331230746413	APOC1/APOE/CES1/CYP27A1/NPC2/LIPA	6	C8_Plasma_IGHG1	GSE145926	Down	GO:0008203	cholesterol metabolic process
GO:0042632	cholesterol homeostasis	5/162	100/18870	0.0017127931563149128	0.019219132509812685	0.014975584389974943	APOE/FABP4/CES1/TSPO/NPC2	5	C8_Plasma_IGHG1	GSE145926	Down	GO:0042632	cholesterol homeostasis
GO:0006631	fatty acid metabolic process	10/162	401/18870	0.002483970152960597	0.02547530426129713	0.019850405247508324	APOC1/ALOX5AP/CES1/ALOX5/CD74/MGST3/SCD/GPX4/LIPA/ASAH1	10	C8_Plasma_IGHG1	GSE145926	Down	GO:0006631	fatty acid metabolic process
GO:1905953	negative regulation of lipid localization	4/162	66/18870	0.0024947676664780283	0.02547530426129713	0.019850405247508324	APOC1/CES1/TREM2/TSPO	4	C8_Plasma_IGHG1	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0019216	regulation of lipid metabolic process	9/162	342/18870	0.002842331247751386	0.028083784854062325	0.02188293825734227	APOC1/APOE/CES1/TREM2/CD74/TSPO/PSAP/NPC2/ASAH1	9	C8_Plasma_IGHG1	GSE145926	Down	GO:0019216	regulation of lipid metabolic process
GO:0033559	unsaturated fatty acid metabolic process	5/162	115/18870	0.003151234889873477	0.029910901659618738	0.023306631126829548	ALOX5/CD74/MGST3/SCD/GPX4	5	C8_Plasma_IGHG1	GSE145926	Down	GO:0006631	fatty acid metabolic process
GO:0010887	negative regulation of cholesterol storage	2/162	11/18870	0.003828980245040939	0.034079322815691475	0.026554672773030395	CES1/TREM2	2	C8_Plasma_IGHG1	GSE145926	Down	GO:0010885	regulation of cholesterol storage
GO:0046890	regulation of lipid biosynthetic process	6/162	189/18870	0.0058810081131319535	0.04492221236811875	0.03500347281333642	APOC1/APOE/CES1/CD74/TSPO/ASAH1	6	C8_Plasma_IGHG1	GSE145926	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0033700	phospholipid efflux	2/162	14/18870	0.00622910058351553	0.04659753537280997	0.03630888766618736	APOC1/APOE	2	C8_Plasma_IGHG1	GSE145926	Down	GO:0030301	cholesterol transport
GO:0070341	fat cell proliferation	2/162	14/18870	0.00622910058351553	0.04659753537280997	0.03630888766618736	TREM2/LIPA	2	C8_Plasma_IGHG1	GSE145926	Down	GO:0070341	fat cell proliferation
GO:1905952	regulation of lipid localization	10/185	183/18870	1.344903214466736e-5	5.211895515827563e-4	3.960594234058078e-4	APOC1/MSR1/APOE/PPARG/TSPO/RETN/ABCG1/DAB2/ABHD5/TREM2	10	C3_Epithelial_TYROBP	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0010885	regulation of cholesterol storage	4/185	19/18870	3.0892505084121386e-5	9.784606898759216e-4	7.435463268222738e-4	MSR1/PPARG/ABCG1/TREM2	4	C3_Epithelial_TYROBP	GSE145926	Down	GO:0010885	regulation of cholesterol storage
GO:0030301	cholesterol transport	8/185	128/18870	3.851187507584547e-5	0.0011542895026250954	8.771611661529658e-4	APOC1/MSR1/APOE/PPARG/TSPO/ABCG1/VAPA/TREM2	8	C3_Epithelial_TYROBP	GSE145926	Down	GO:0030301	cholesterol transport
GO:0019915	lipid storage	7/185	94/18870	3.8769250738697384e-5	0.0011542895026250954	8.771611661529658e-4	MSR1/APOE/PPARG/HEXB/ABCG1/ABHD5/TREM2	7	C3_Epithelial_TYROBP	GSE145926	Down	GO:0010878	cholesterol storage
GO:0006869	lipid transport	15/185	453/18870	4.2168039665137426e-5	0.0012184344092716025	9.259058016961847e-4	APOC1/FABP4/MSR1/APOE/PPARG/TSPO/INHBA/RETN/ABCG1/DAB2/SLCO2B1/VAPA/TREM2/APOBR/VMP1	15	C3_Epithelial_TYROBP	GSE145926	Down	GO:0030301	cholesterol transport
GO:1905953	negative regulation of lipid localization	6/185	66/18870	4.5662695450313715e-5	0.001285580502678063	9.76931082148862e-4	APOC1/PPARG/TSPO/ABCG1/ABHD5/TREM2	6	C3_Epithelial_TYROBP	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0010888	negative regulation of lipid storage	4/185	22/18870	5.6975852771654306e-5	0.001551061644874622	0.0011786740138407478	PPARG/ABCG1/ABHD5/TREM2	4	C3_Epithelial_TYROBP	GSE145926	Down	GO:0010885	regulation of cholesterol storage
GO:0010878	cholesterol storage	4/185	25/18870	9.629037909170491e-5	0.002439850067139046	0.0018540770970046504	MSR1/PPARG/ABCG1/TREM2	4	C3_Epithelial_TYROBP	GSE145926	Down	GO:0010878	cholesterol storage
GO:1905954	positive regulation of lipid localization	7/185	111/18870	1.1187248227863634e-4	0.0027917269441350614	0.002121473388027091	MSR1/APOE/PPARG/RETN/ABCG1/DAB2/TREM2	7	C3_Epithelial_TYROBP	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0010875	positive regulation of cholesterol efflux	4/185	27/18870	1.3155830717290218e-4	0.0031631610498360566	0.0024037314979420774	APOE/PPARG/ABCG1/TREM2	4	C3_Epithelial_TYROBP	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0032374	regulation of cholesterol transport	6/185	80/18870	1.3484397613410407e-4	0.0031844450094441327	0.002419905484440017	APOC1/APOE/PPARG/TSPO/ABCG1/TREM2	6	C3_Epithelial_TYROBP	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0032368	regulation of lipid transport	8/185	153/18870	1.3534374660661159e-4	0.0031844450094441327	0.002419905484440017	APOC1/APOE/PPARG/TSPO/RETN/ABCG1/DAB2/TREM2	8	C3_Epithelial_TYROBP	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0010887	negative regulation of cholesterol storage	3/185	11/18870	1.4437419168234213e-4	0.00332760611749286	0.0025286956659310456	PPARG/ABCG1/TREM2	3	C3_Epithelial_TYROBP	GSE145926	Down	GO:0010885	regulation of cholesterol storage
GO:0010883	regulation of lipid storage	5/185	54/18870	1.8386122963235104e-4	0.004092154664925435	0.0031096870843935333	MSR1/PPARG/ABCG1/ABHD5/TREM2	5	C3_Epithelial_TYROBP	GSE145926	Down	GO:0010883	regulation of lipid storage
GO:0032370	positive regulation of lipid transport	6/185	86/18870	2.009880075971102e-4	0.004271319335644393	0.003245836890091193	APOE/PPARG/RETN/ABCG1/DAB2/TREM2	6	C3_Epithelial_TYROBP	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0033700	phospholipid efflux	3/185	14/18870	3.1166266177388546e-4	0.00596870237141383	0.004535702629732556	APOC1/APOE/ABCG1	3	C3_Epithelial_TYROBP	GSE145926	Down	GO:0030301	cholesterol transport
GO:0055088	lipid homeostasis	8/185	175/18870	3.383607370348283e-4	0.006381340425384066	0.0048492722115371836	FABP4/APOE/PPARG/TSPO/ABCG1/ABHD5/RTN4/TREM2	8	C3_Epithelial_TYROBP	GSE145926	Down	GO:0042632	cholesterol homeostasis
GO:0010889	regulation of sequestering of triglyceride	3/185	15/18870	3.8677367318396585e-4	0.006961926117311386	0.005290467614791319	PPARG/ABHD5/TREM2	3	C3_Epithelial_TYROBP	GSE145926	Down	GO:0010885	regulation of cholesterol storage
GO:0032376	positive regulation of cholesterol transport	4/185	38/18870	5.087150360139844e-4	0.008549527186888086	0.0064969084620905195	APOE/PPARG/ABCG1/TREM2	4	C3_Epithelial_TYROBP	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0050872	white fat cell differentiation	3/185	17/18870	5.697481981671111e-4	0.00924507667370672	0.007025466503714754	FABP4/PPARG/FFAR4	3	C3_Epithelial_TYROBP	GSE145926	Down	GO:0050873	brown fat cell differentiation
GO:0006641	triglyceride metabolic process	6/185	106/18870	6.206277343146375e-4	0.009876076119963361	0.007504972042716542	APOC1/APOE/SEL1L/ABHD5/CAT/APOBR	6	C3_Epithelial_TYROBP	GSE145926	Down	GO:0006641	triglyceride metabolic process
GO:0030730	sequestering of triglyceride	3/185	18/18870	6.787824967030923e-4	0.010448175439906478	0.00793971853005388	PPARG/ABHD5/TREM2	3	C3_Epithelial_TYROBP	GSE145926	Down	GO:0010878	cholesterol storage
GO:0033344	cholesterol efflux	5/185	73/18870	7.516523168116388e-4	0.011145522131200854	0.008469642293163207	APOC1/APOE/PPARG/ABCG1/TREM2	5	C3_Epithelial_TYROBP	GSE145926	Down	GO:0030301	cholesterol transport
GO:0140353	lipid export from cell	4/185	47/18870	0.001147775307455218	0.01517325344631679	0.011530373149056123	TSPO/INHBA/RETN/DAB2	4	C3_Epithelial_TYROBP	GSE145926	Down	GO:0030301	cholesterol transport
GO:0016042	lipid catabolic process	10/185	334/18870	0.0017411222200350818	0.021561115010509623	0.01638460086760358	APOC1/APOE/GPCPD1/NCEH1/PNPLA6/PLBD1/HSD17B11/HEXB/ABHD5/ACER3	10	C3_Epithelial_TYROBP	GSE145926	Down	GO:0006631	fatty acid metabolic process
GO:0009395	phospholipid catabolic process	4/185	54/18870	0.0019296206424303372	0.023110855045667067	0.01756227057124478	APOC1/GPCPD1/PNPLA6/PLBD1	4	C3_Epithelial_TYROBP	GSE145926	Down	GO:0006631	fatty acid metabolic process
GO:0010874	regulation of cholesterol efflux	4/185	54/18870	0.0019296206424303372	0.023110855045667067	0.01756227057124478	APOE/PPARG/ABCG1/TREM2	4	C3_Epithelial_TYROBP	GSE145926	Down	GO:1905952	regulation of lipid localization
GO:0006638	neutral lipid metabolic process	6/185	135/18870	0.0021649352246352256	0.024934603601218297	0.018948163283704696	APOC1/APOE/SEL1L/ABHD5/CAT/APOBR	6	C3_Epithelial_TYROBP	GSE145926	Down	GO:0006631	fatty acid metabolic process
GO:0015914	phospholipid transport	5/185	103/18870	0.003461601675141115	0.03465810309396606	0.026337190156728748	APOC1/APOE/ABCG1/VAPA/VMP1	5	C3_Epithelial_TYROBP	GSE145926	Down	GO:0030301	cholesterol transport
GO:0046503	glycerolipid catabolic process	4/185	65/18870	0.0038005452178872614	0.037038449549469346	0.02814604960490784	APOC1/GPCPD1/PNPLA6/ABHD5	4	C3_Epithelial_TYROBP	GSE145926	Down	GO:0006631	fatty acid metabolic process
GO:0034368	protein-lipid complex remodeling	3/185	33/18870	0.004074609478144576	0.037172322787386136	0.02824778180053182	APOC1/APOE/ABCG1	3	C3_Epithelial_TYROBP	GSE145926	Down	GO:0034368	protein-lipid complex remodeling
GO:0046475	glycerophospholipid catabolic process	3/185	34/18870	0.004437037171047908	0.03928924849847261	0.029856464042874713	APOC1/GPCPD1/PNPLA6	3	C3_Epithelial_TYROBP	GSE145926	Down	GO:0006631	fatty acid metabolic process
GO:0090336	positive regulation of brown fat cell differentiation	1/12	16/18870	0.010130503493397613	0.03927304778947294	0.019282284947779164	PIM1	1	C4_CD4 memory_IL7R	GSE150728	Up	GO:0045598	regulation of fat cell differentiation
GO:0043691	reverse cholesterol transport	2/34	20/18870	5.866642486135433e-4	0.008526187079850162	0.005928396617568438	CLU/CES1	2	C1_CD14 Monocytes_VCAN	GSE150728	Up	GO:0030301	cholesterol transport
GO:0050873	brown fat cell differentiation	2/34	54/18870	0.004252360760142883	0.03745513720045044	0.026043166377908565	PLAC8/PIM1	2	C1_CD14 Monocytes_VCAN	GSE150728	Up	GO:0050873	brown fat cell differentiation
GO:0006869	lipid transport	6/63	453/18870	0.003963577173658267	0.04041185677757869	0.032152094555549585	ACSL1/UGCG/RETN/ANXA1/PLSCR1/CLU	6	C10_Neutrophil_FCGR3B	GSE150728	Up	GO:0030301	cholesterol transport
GO:0045444	fat cell differentiation	3/29	248/18870	0.006367419073140133	0.03560731647686752	0.023470771916818678	PLAC8/RETN/MAFB	3	C10_cMo_CD14	GSE155673	Up	GO:0045444	fat cell differentiation
GO:0070723	response to cholesterol	1/7	30/18870	0.011077590703420181	0.046156627930917425	0.017352115763502794	CCL3	1	C10_cMo_CD14	GSE155673	Down	GO:0070542	response to fatty acid
GO:0043691	reverse cholesterol transport	2/66	20/18870	0.002198009009632061	0.03303811480457263	0.02714415901205953	CLU/CES1	2	C13_cMo_IFN	GSE155673	Up	GO:0030301	cholesterol transport
GO:0032370	positive regulation of lipid transport	3/66	86/18870	0.0034003649069406436	0.04767050032999479	0.039166146397757624	RETN/ACSL1/CES1	3	C13_cMo_IFN	GSE155673	Up	GO:1905952	regulation of lipid localization
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	2/9	15/18870	2.1164322389805145e-5	0.0010803143315083828	4.4498073151375044e-4	PTGS2/IL1B	2	C4_Granulocytes_CD177	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0045723	positive regulation of fatty acid biosynthetic process	2/9	24/18870	5.5508200927959707e-5	0.0014826061409145368	6.106844516352783e-4	PTGS2/IL1B	2	C4_Granulocytes_CD177	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0045923	positive regulation of fatty acid metabolic process	2/9	41/18870	1.6422344555672928e-4	0.0024883207851574447	0.0010249376231769797	PTGS2/IL1B	2	C4_Granulocytes_CD177	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0140353	lipid export from cell	2/9	47/18870	2.161733721916177e-4	0.0029342877405681878	0.00120863110595486	PTGS2/IL1B	2	C4_Granulocytes_CD177	GSE157344_Blood	Down	GO:0030301	cholesterol transport
GO:0006636	unsaturated fatty acid biosynthetic process	2/9	52/18870	2.648394426866035e-4	0.0032729411723060853	0.0013481222220025066	PTGS2/IL1B	2	C4_Granulocytes_CD177	GSE157344_Blood	Down	GO:0006631	fatty acid metabolic process
GO:0042304	regulation of fatty acid biosynthetic process	2/9	55/18870	2.963760915264601e-4	0.003505705768341557	0.0014439977993168888	PTGS2/IL1B	2	C4_Granulocytes_CD177	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0046889	positive regulation of lipid biosynthetic process	2/9	90/18870	7.924227878174111e-4	0.006695163962375677	0.002757733439880142	PTGS2/IL1B	2	C4_Granulocytes_CD177	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0019217	regulation of fatty acid metabolic process	2/9	100/18870	9.769773445183635e-4	0.0077618256113797385	0.0031970906408429135	PTGS2/IL1B	2	C4_Granulocytes_CD177	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0033559	unsaturated fatty acid metabolic process	2/9	115/18870	0.0012889590129716525	0.009614937502166921	0.003960386156498961	PTGS2/IL1B	2	C4_Granulocytes_CD177	GSE157344_Blood	Down	GO:0006631	fatty acid metabolic process
GO:0015908	fatty acid transport	2/9	116/18870	0.0013112476197273625	0.00969386633155586	0.003992896887139713	PTGS2/IL1B	2	C4_Granulocytes_CD177	GSE157344_Blood	Down	GO:0030301	cholesterol transport
GO:0045834	positive regulation of lipid metabolic process	2/9	145/18870	0.002037701385836937	0.01349773397978387	0.005559707360094044	PTGS2/IL1B	2	C4_Granulocytes_CD177	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0006633	fatty acid biosynthetic process	2/9	168/18870	0.0027224612655768906	0.016697762428871596	0.006877796881457409	PTGS2/IL1B	2	C4_Granulocytes_CD177	GSE157344_Blood	Down	GO:0006631	fatty acid metabolic process
GO:0046890	regulation of lipid biosynthetic process	2/9	189/18870	0.0034300168553805088	0.020142226640106817	0.008296569325444456	PTGS2/IL1B	2	C4_Granulocytes_CD177	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0090336	positive regulation of brown fat cell differentiation	1/9	16/18870	0.0076069368333290255	0.0323002240922894	0.013304440129547124	PTGS2	1	C4_Granulocytes_CD177	GSE157344_Blood	Down	GO:0045598	regulation of fat cell differentiation
GO:0030730	sequestering of triglyceride	1/9	18/18870	0.008554178011180413	0.032341823713504025	0.013321574984967334	IL1B	1	C4_Granulocytes_CD177	GSE157344_Blood	Down	GO:0010878	cholesterol storage
GO:0019216	regulation of lipid metabolic process	2/9	342/18870	0.010838890322011758	0.03463884314595218	0.01426771571229152	PTGS2/IL1B	2	C4_Granulocytes_CD177	GSE157344_Blood	Down	GO:0019216	regulation of lipid metabolic process
GO:2000193	positive regulation of fatty acid transport	1/9	23/18870	0.010918765774267536	0.03463884314595218	0.01426771571229152	IL1B	1	C4_Granulocytes_CD177	GSE157344_Blood	Down	GO:1905952	regulation of lipid localization
GO:0090335	regulation of brown fat cell differentiation	1/9	25/18870	0.011863196372834728	0.035719005806207835	0.014712633970520392	PTGS2	1	C4_Granulocytes_CD177	GSE157344_Blood	Down	GO:0045598	regulation of fat cell differentiation
GO:0050995	negative regulation of lipid catabolic process	1/9	27/18870	0.012806825290207602	0.0369479140776721	0.015218820443892401	IL1B	1	C4_Granulocytes_CD177	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0050996	positive regulation of lipid catabolic process	1/9	27/18870	0.012806825290207602	0.0369479140776721	0.015218820443892401	IL1B	1	C4_Granulocytes_CD177	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0006631	fatty acid metabolic process	2/9	401/18870	0.0146910079879422	0.040147562453407705	0.016536753413302945	PTGS2/IL1B	2	C4_Granulocytes_CD177	GSE157344_Blood	Down	GO:0006631	fatty acid metabolic process
GO:2000191	regulation of fatty acid transport	1/9	31/18870	0.014691680463022383	0.040147562453407705	0.016536753413302945	IL1B	1	C4_Granulocytes_CD177	GSE157344_Blood	Down	GO:1905952	regulation of lipid localization
GO:0006869	lipid transport	2/9	453/18870	0.018513084439214574	0.04562152951092163	0.018791476686420814	PTGS2/IL1B	2	C4_Granulocytes_CD177	GSE157344_Blood	Down	GO:0030301	cholesterol transport
GO:0090520	sphingolipid mediated signaling pathway	1/3	18/18870	0.0028591077119841657	0.02337009781969666	0.0034021418998438587	EZR	1	C14_Naive_B_IGHD	GSE157344_Blood	Down	GO:0090520	sphingolipid mediated signaling pathway
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	2/5	15/18870	5.889791593143529e-6	7.006401432569497e-4	1.6353614327736584e-4	PTGS2/IL1B	2	C7_Granulocytes_PI3	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0045723	positive regulation of fatty acid biosynthetic process	2/5	24/18870	1.5466967994998808e-5	8.20939070503783e-4	1.916150690878395e-4	PTGS2/IL1B	2	C7_Granulocytes_PI3	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0045923	positive regulation of fatty acid metabolic process	2/5	41/18870	4.586978428912877e-5	0.0013187562983124521	3.078103945717852e-4	PTGS2/IL1B	2	C7_Granulocytes_PI3	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0140353	lipid export from cell	2/5	47/18870	6.043131025809114e-5	0.0014169750528154293	3.3073559585165623e-4	PTGS2/IL1B	2	C7_Granulocytes_PI3	GSE157344_Blood	Down	GO:0030301	cholesterol transport
GO:0006636	unsaturated fatty acid biosynthetic process	2/5	52/18870	7.408825509914625e-5	0.0014200248894003032	3.314474570224964e-4	PTGS2/IL1B	2	C7_Granulocytes_PI3	GSE157344_Blood	Down	GO:0006631	fatty acid metabolic process
GO:0042304	regulation of fatty acid biosynthetic process	2/5	55/18870	8.29457229844319e-5	0.0015061197068225792	3.5154281486476674e-4	PTGS2/IL1B	2	C7_Granulocytes_PI3	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0046889	positive regulation of lipid biosynthetic process	2/5	90/18870	2.228721286644702e-4	0.0026064706572624485	6.083753021527912e-4	PTGS2/IL1B	2	C7_Granulocytes_PI3	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0019217	regulation of fatty acid metabolic process	2/5	100/18870	2.7516737148362673e-4	0.0030137378781540072	7.034353857476172e-4	PTGS2/IL1B	2	C7_Granulocytes_PI3	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0033559	unsaturated fatty acid metabolic process	2/5	115/18870	3.6380775030583337e-4	0.0035861049673003575	8.370313653653009e-4	PTGS2/IL1B	2	C7_Granulocytes_PI3	GSE157344_Blood	Down	GO:0006631	fatty acid metabolic process
GO:0015908	fatty acid transport	2/5	116/18870	3.70150984761465e-4	0.0035972419645832515	8.396308475686307e-4	PTGS2/IL1B	2	C7_Granulocytes_PI3	GSE157344_Blood	Down	GO:0030301	cholesterol transport
GO:0045834	positive regulation of lipid metabolic process	2/5	145/18870	5.775824020764107e-4	0.00486014460283809	0.0011344044610743368	PTGS2/IL1B	2	C7_Granulocytes_PI3	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0006633	fatty acid biosynthetic process	2/5	168/18870	7.74187261513922e-4	0.005743970004780712	0.0013406978043195253	PTGS2/IL1B	2	C7_Granulocytes_PI3	GSE157344_Blood	Down	GO:0006631	fatty acid metabolic process
GO:0046890	regulation of lipid biosynthetic process	2/5	189/18870	9.782922599805683e-4	0.0068879761161897155	0.0016077198257467985	PTGS2/IL1B	2	C7_Granulocytes_PI3	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0019216	regulation of lipid metabolic process	2/5	342/18870	0.0031589044382323095	0.015118575179412338	0.003528820751258715	PTGS2/IL1B	2	C7_Granulocytes_PI3	GSE157344_Blood	Down	GO:0019216	regulation of lipid metabolic process
GO:0090336	positive regulation of brown fat cell differentiation	1/5	16/18870	0.004232798176688979	0.017267380166351223	0.004030372487340561	PTGS2	1	C7_Granulocytes_PI3	GSE157344_Blood	Down	GO:0045598	regulation of fat cell differentiation
GO:0006631	fatty acid metabolic process	2/5	401/18870	0.0043173523619589845	0.017381021646137508	0.0040568975009291205	PTGS2/IL1B	2	C7_Granulocytes_PI3	GSE157344_Blood	Down	GO:0006631	fatty acid metabolic process
GO:0030730	sequestering of triglyceride	1/5	18/18870	0.004760888537855057	0.017381021646137508	0.0040568975009291205	IL1B	1	C7_Granulocytes_PI3	GSE157344_Blood	Down	GO:0010878	cholesterol storage
GO:0006869	lipid transport	2/5	453/18870	0.005480608410381236	0.018331563312900746	0.004278763061592394	PTGS2/IL1B	2	C7_Granulocytes_PI3	GSE157344_Blood	Down	GO:0030301	cholesterol transport
GO:2000193	positive regulation of fatty acid transport	1/5	23/18870	0.0060801342656785495	0.019244461666597244	0.00449184231119661	IL1B	1	C7_Granulocytes_PI3	GSE157344_Blood	Down	GO:1905952	regulation of lipid localization
GO:0090335	regulation of brown fat cell differentiation	1/5	25/18870	0.006607440673946918	0.019516899852279557	0.004555432002133901	PTGS2	1	C7_Granulocytes_PI3	GSE157344_Blood	Down	GO:0045598	regulation of fat cell differentiation
GO:0050995	negative regulation of lipid catabolic process	1/5	27/18870	0.007134523256077663	0.020258522825899537	0.0047285339319033245	IL1B	1	C7_Granulocytes_PI3	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0050996	positive regulation of lipid catabolic process	1/5	27/18870	0.007134523256077663	0.020258522825899537	0.0047285339319033245	IL1B	1	C7_Granulocytes_PI3	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:2000191	regulation of fatty acid transport	1/5	31/18870	0.008188017226964717	0.02241957097859387	0.005232943340541361	IL1B	1	C7_Granulocytes_PI3	GSE157344_Blood	Down	GO:1905952	regulation of lipid localization
GO:0050873	brown fat cell differentiation	1/5	54/18870	0.014228267144696272	0.03166936880593686	0.007391935053101968	PTGS2	1	C7_Granulocytes_PI3	GSE157344_Blood	Down	GO:0050873	brown fat cell differentiation
GO:0070542	response to fatty acid	1/5	56/18870	0.01475211224839934	0.03252063083512954	0.007590627792181265	PTGS2	1	C7_Granulocytes_PI3	GSE157344_Blood	Down	GO:0070542	response to fatty acid
GO:0050994	regulation of lipid catabolic process	1/5	61/18870	0.016060750748785768	0.03368364138803094	0.007862085632904248	IL1B	1	C7_Granulocytes_PI3	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0045600	positive regulation of fat cell differentiation	1/5	71/18870	0.018673856126407595	0.0368141735063464	0.00859278191681312	PTGS2	1	C7_Granulocytes_PI3	GSE157344_Blood	Down	GO:0045598	regulation of fat cell differentiation
GO:0032370	positive regulation of lipid transport	1/5	86/18870	0.022583101762036817	0.04177571103433084	0.009750852461102393	IL1B	1	C7_Granulocytes_PI3	GSE157344_Blood	Down	GO:1905952	regulation of lipid localization
GO:0019915	lipid storage	1/5	94/18870	0.024662932700109996	0.044548229222711774	0.0103979848528984	IL1B	1	C7_Granulocytes_PI3	GSE157344_Blood	Down	GO:0010878	cholesterol storage
GO:0001676	long-chain fatty acid metabolic process	1/5	110/18870	0.0288119730397004	0.049453386560679796	0.011542895718968738	PTGS2	1	C7_Granulocytes_PI3	GSE157344_Blood	Down	GO:0006631	fatty acid metabolic process
