ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	celltype	Dataset	status	TermID_revigo	Description_revigo
GO:1905954	positive regulation of lipid localization	1/5	111/18870	0.029070818462664128	0.04952806108453888	0.011560325470533104	IL1B	1	C7_Granulocytes_PI3	GSE157344_Blood	Down	GO:1905952	regulation of lipid localization
GO:0045833	negative regulation of lipid metabolic process	1/5	112/18870	0.029329608691764042	0.04972341522682356	0.011605923004887879	IL1B	1	C7_Granulocytes_PI3	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	2/6	15/18870	8.83062955517908e-6	8.63942569422686e-4	2.768360864868359e-4	PTGS2/IL1B	2	C5_Granulocytes_resting_CXCL8	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0045723	positive regulation of fatty acid biosynthetic process	2/6	24/18870	2.318242069282081e-5	0.00121261892854755	3.885636504788589e-4	PTGS2/IL1B	2	C5_Granulocytes_resting_CXCL8	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0045923	positive regulation of fatty acid metabolic process	2/6	41/18870	6.870990175335506e-5	0.0019467805496783932	6.238135817080919e-4	PTGS2/IL1B	2	C5_Granulocytes_resting_CXCL8	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0140353	lipid export from cell	2/6	47/18870	9.050290622947832e-5	0.0022607509988519813	7.244202117064398e-4	PTGS2/IL1B	2	C5_Granulocytes_resting_CXCL8	GSE157344_Blood	Down	GO:0030301	cholesterol transport
GO:0006636	unsaturated fatty acid biosynthetic process	2/6	52/18870	1.1093615653414876e-4	0.0022607509988519813	7.244202117064398e-4	PTGS2/IL1B	2	C5_Granulocytes_resting_CXCL8	GSE157344_Blood	Down	GO:0006631	fatty acid metabolic process
GO:0042304	regulation of fatty acid biosynthetic process	2/6	55/18870	1.241857271293646e-4	0.0022823322823775118	7.31335576551308e-4	PTGS2/IL1B	2	C5_Granulocytes_resting_CXCL8	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0046889	positive regulation of lipid biosynthetic process	2/6	90/18870	3.332698145529536e-4	0.004358143728769393	0.0013964949719121739	PTGS2/IL1B	2	C5_Granulocytes_resting_CXCL8	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0019217	regulation of fatty acid metabolic process	2/6	100/18870	4.1132353737318193e-4	0.005277358592712523	0.0016910421496772327	PTGS2/IL1B	2	C5_Granulocytes_resting_CXCL8	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0033559	unsaturated fatty acid metabolic process	2/6	115/18870	5.435358087812183e-4	0.006372488792607386	0.002041958483080076	PTGS2/IL1B	2	C5_Granulocytes_resting_CXCL8	GSE157344_Blood	Down	GO:0006631	fatty acid metabolic process
GO:0015908	fatty acid transport	2/6	116/18870	5.529931628186584e-4	0.006373480520621825	0.002042276265895848	PTGS2/IL1B	2	C5_Granulocytes_resting_CXCL8	GSE157344_Blood	Down	GO:0030301	cholesterol transport
GO:0045834	positive regulation of lipid metabolic process	2/6	145/18870	8.620039491591293e-4	0.008620039491591293	0.002762148877336529	PTGS2/IL1B	2	C5_Granulocytes_resting_CXCL8	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0006633	fatty acid biosynthetic process	2/6	168/18870	0.0011544839002752313	0.010608770975502125	0.0033994049410664704	PTGS2/IL1B	2	C5_Granulocytes_resting_CXCL8	GSE157344_Blood	Down	GO:0006631	fatty acid metabolic process
GO:0046890	regulation of lipid biosynthetic process	2/6	189/18870	0.0014577656416329772	0.01236646914554833	0.003962630206081276	PTGS2/IL1B	2	C5_Granulocytes_resting_CXCL8	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0019216	regulation of lipid metabolic process	2/6	342/18870	0.0046816869059757285	0.023629437181433097	0.007571661759375621	PTGS2/IL1B	2	C5_Granulocytes_resting_CXCL8	GSE157344_Blood	Down	GO:0019216	regulation of lipid metabolic process
GO:0090336	positive regulation of brown fat cell differentiation	1/6	16/18870	0.005077339667766245	0.023647883384116757	0.00757757253949252	PTGS2	1	C5_Granulocytes_resting_CXCL8	GSE157344_Blood	Down	GO:0045598	regulation of fat cell differentiation
GO:0030730	sequestering of triglyceride	1/6	18/18870	0.005710493839011788	0.024118855966012518	0.007728487902421967	IL1B	1	C5_Granulocytes_resting_CXCL8	GSE157344_Blood	Down	GO:0010878	cholesterol storage
GO:0006631	fatty acid metabolic process	2/6	401/18870	0.006385210086574722	0.025691969579117225	0.008232566103525176	PTGS2/IL1B	2	C5_Granulocytes_resting_CXCL8	GSE157344_Blood	Down	GO:0006631	fatty acid metabolic process
GO:2000193	positive regulation of fatty acid transport	1/6	23/18870	0.007291910407311142	0.027474551677389637	0.008803765011175935	IL1B	1	C5_Granulocytes_resting_CXCL8	GSE157344_Blood	Down	GO:1905952	regulation of lipid localization
GO:0090335	regulation of brown fat cell differentiation	1/6	25/18870	0.007923889864678735	0.027774459319492472	0.008899865447577308	PTGS2	1	C5_Granulocytes_resting_CXCL8	GSE157344_Blood	Down	GO:0045598	regulation of fat cell differentiation
GO:0006869	lipid transport	2/6	453/18870	0.008090692842132728	0.028069750676787016	0.008994486671973547	PTGS2/IL1B	2	C5_Granulocytes_resting_CXCL8	GSE157344_Blood	Down	GO:0030301	cholesterol transport
GO:0050995	negative regulation of lipid catabolic process	1/6	27/18870	0.008555534009965338	0.02908881563388215	0.009321029158225394	IL1B	1	C5_Granulocytes_resting_CXCL8	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0050996	positive regulation of lipid catabolic process	1/6	27/18870	0.008555534009965338	0.02908881563388215	0.009321029158225394	IL1B	1	C5_Granulocytes_resting_CXCL8	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:2000191	regulation of fatty acid transport	1/6	31/18870	0.009817816933615608	0.0303459796129937	0.00972386653233699	IL1B	1	C5_Granulocytes_resting_CXCL8	GSE157344_Blood	Down	GO:1905952	regulation of lipid localization
GO:0050873	brown fat cell differentiation	1/6	54/18870	0.017049983210118413	0.0418555544508322	0.013411919150653661	PTGS2	1	C5_Granulocytes_resting_CXCL8	GSE157344_Blood	Down	GO:0050873	brown fat cell differentiation
GO:0070542	response to fatty acid	1/6	56/18870	0.017676781302949585	0.042776552619237435	0.013707037758795896	PTGS2	1	C5_Granulocytes_resting_CXCL8	GSE157344_Blood	Down	GO:0070542	response to fatty acid
GO:0050994	regulation of lipid catabolic process	1/6	61/18870	0.019242319484768955	0.04405648905603666	0.014117172189782645	IL1B	1	C5_Granulocytes_resting_CXCL8	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0045600	positive regulation of fat cell differentiation	1/6	71/18870	0.022367158867728998	0.04798002533140605	0.015374404401859214	PTGS2	1	C5_Granulocytes_resting_CXCL8	GSE157344_Blood	Down	GO:0045598	regulation of fat cell differentiation
GO:0015911	long-chain fatty acid import across plasma membrane	2/30	10/18870	1.09087003250723e-4	0.0036208493771297673	0.0023981474803701453	ACSL1/THBS1	2	C11_Mah_CTSL	GSE157344_Blood	Up	GO:0015911	long-chain fatty acid import across plasma membrane
GO:0044539	long-chain fatty acid import into cell	2/30	17/18870	3.27410864468478e-4	0.007448798889645411	0.004933460751451434	ACSL1/THBS1	2	C11_Mah_CTSL	GSE157344_Blood	Up	GO:0030301	cholesterol transport
GO:0140354	lipid import into cell	2/30	20/18870	4.560578152197772e-4	0.009370902250825422	0.006206501094344336	ACSL1/THBS1	2	C11_Mah_CTSL	GSE157344_Blood	Up	GO:0030301	cholesterol transport
GO:1902001	fatty acid transmembrane transport	2/30	20/18870	4.560578152197772e-4	0.009370902250825422	0.006206501094344336	ACSL1/THBS1	2	C11_Mah_CTSL	GSE157344_Blood	Up	GO:0030301	cholesterol transport
GO:2000191	regulation of fatty acid transport	2/30	31/18870	0.001104078245276961	0.016716132029368724	0.011071366337680329	ACSL1/THBS1	2	C11_Mah_CTSL	GSE157344_Blood	Up	GO:1905952	regulation of lipid localization
GO:0015909	long-chain fatty acid transport	2/30	67/18870	0.005066656987022376	0.0412502356584935	0.027320702521878352	ACSL1/THBS1	2	C11_Mah_CTSL	GSE157344_Blood	Up	GO:0030301	cholesterol transport
GO:0050873	brown fat cell differentiation	2/22	54/18870	0.0017898488801823503	0.04251563107275306	0.027224921651850642	PTGS2/RGS2	2	C12_iMO_IFI27	GSE157344_Blood	Down	GO:0050873	brown fat cell differentiation
GO:0070542	response to fatty acid	2/22	56/18870	0.0019234682622759928	0.04251563107275306	0.027224921651850642	PTGS2/CAT	2	C12_iMO_IFI27	GSE157344_Blood	Down	GO:0070542	response to fatty acid
GO:0070542	response to fatty acid	3/100	56/18870	0.003265820198042511	0.037517490004565654	0.029893091057597354	ACSL1/TLR2/PTGS2	3	C2_CD8_Te_PRF1	GSE157344_Blood	Up	GO:0070542	response to fatty acid
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	2/7	15/18870	1.2357203118940618e-5	0.0012431894422207897	3.9747030869620865e-4	PTGS2/IL1B	2	C8_Granulocytes_CCL4	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0045723	positive regulation of fatty acid biosynthetic process	2/7	24/18870	3.243016622286927e-5	0.00139990217528719	4.475742238945701e-4	PTGS2/IL1B	2	C8_Granulocytes_CCL4	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0045923	positive regulation of fatty acid metabolic process	2/7	41/18870	9.606137829687027e-5	0.0021952850275490645	7.018726092279067e-4	PTGS2/IL1B	2	C8_Granulocytes_CCL4	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0140353	lipid export from cell	2/7	47/18870	1.2650273858224738e-4	0.002656557510227195	8.493498237670096e-4	PTGS2/IL1B	2	C8_Granulocytes_CCL4	GSE157344_Blood	Down	GO:0030301	cholesterol transport
GO:0006636	unsaturated fatty acid biosynthetic process	2/7	52/18870	1.5503643755184154e-4	0.0027378025449495656	8.753253412017849e-4	PTGS2/IL1B	2	C8_Granulocytes_CCL4	GSE157344_Blood	Down	GO:0006631	fatty acid metabolic process
GO:0050873	brown fat cell differentiation	2/7	54/18870	1.6725391410898064e-4	0.002765027473673999	8.840296468022271e-4	RGS2/PTGS2	2	C8_Granulocytes_CCL4	GSE157344_Blood	Down	GO:0050873	brown fat cell differentiation
GO:0042304	regulation of fatty acid biosynthetic process	2/7	55/18870	1.7353469137684118e-4	0.0028090928166626165	8.981181395818974e-4	PTGS2/IL1B	2	C8_Granulocytes_CCL4	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0046889	positive regulation of lipid biosynthetic process	2/7	90/18870	4.651290353062711e-4	0.004883854870715847	0.0015614573589229014	PTGS2/IL1B	2	C8_Granulocytes_CCL4	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0019217	regulation of fatty acid metabolic process	2/7	100/18870	5.738621257372672e-4	0.005644188249339957	0.001804549789127183	PTGS2/IL1B	2	C8_Granulocytes_CCL4	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0033559	unsaturated fatty acid metabolic process	2/7	115/18870	7.579175406178548e-4	0.007010737250715157	0.0022414603958122027	PTGS2/IL1B	2	C8_Granulocytes_CCL4	GSE157344_Blood	Down	GO:0006631	fatty acid metabolic process
GO:0015908	fatty acid transport	2/7	116/18870	7.710778217609221e-4	0.00704855844127337	0.002253552519326039	PTGS2/IL1B	2	C8_Granulocytes_CCL4	GSE157344_Blood	Down	GO:0030301	cholesterol transport
GO:0045834	positive regulation of lipid metabolic process	2/7	145/18870	0.0012007225104145728	0.00921756435131055	0.0029470232160255915	PTGS2/IL1B	2	C8_Granulocytes_CCL4	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0006633	fatty acid biosynthetic process	2/7	168/18870	0.0016068240116975574	0.011247768081882902	0.003596116327744178	PTGS2/IL1B	2	C8_Granulocytes_CCL4	GSE157344_Blood	Down	GO:0006631	fatty acid metabolic process
GO:0046890	regulation of lipid biosynthetic process	2/7	189/18870	0.002027430040432085	0.013237925558115378	0.004232405922529607	PTGS2/IL1B	2	C8_Granulocytes_CCL4	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0045444	fat cell differentiation	2/7	248/18870	0.0034588408865142703	0.0191965669201542	0.006137492099378706	RGS2/PTGS2	2	C8_Granulocytes_CCL4	GSE157344_Blood	Down	GO:0045444	fat cell differentiation
GO:0090336	positive regulation of brown fat cell differentiation	1/7	16/18870	0.005921209608675815	0.023202834514680245	0.007418368821329726	PTGS2	1	C8_Granulocytes_CCL4	GSE157344_Blood	Down	GO:0045598	regulation of fat cell differentiation
GO:0019216	regulation of lipid metabolic process	2/7	342/18870	0.006476090368601626	0.023202834514680245	0.007418368821329726	PTGS2/IL1B	2	C8_Granulocytes_CCL4	GSE157344_Blood	Down	GO:0019216	regulation of lipid metabolic process
GO:0030730	sequestering of triglyceride	1/7	18/18870	0.006659243367791112	0.023202834514680245	0.007418368821329726	IL1B	1	C8_Granulocytes_CCL4	GSE157344_Blood	Down	GO:0010878	cholesterol storage
GO:2000193	positive regulation of fatty acid transport	1/7	23/18870	0.008502273324010878	0.026111724793503766	0.008348394027320854	IL1B	1	C8_Granulocytes_CCL4	GSE157344_Blood	Down	GO:1905952	regulation of lipid localization
GO:0006631	fatty acid metabolic process	2/7	401/18870	0.00881415365432469	0.026818676147352585	0.008574419251879985	PTGS2/IL1B	2	C8_Granulocytes_CCL4	GSE157344_Blood	Down	GO:0006631	fatty acid metabolic process
GO:0090335	regulation of brown fat cell differentiation	1/7	25/18870	0.009238664183666256	0.02729445654261856	0.008726534910327143	PTGS2	1	C8_Granulocytes_CCL4	GSE157344_Blood	Down	GO:0045598	regulation of fat cell differentiation
GO:0050995	negative regulation of lipid catabolic process	1/7	27/18870	0.009974586203653324	0.02881135122765291	0.009211513770542691	IL1B	1	C8_Granulocytes_CCL4	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0050996	positive regulation of lipid catabolic process	1/7	27/18870	0.009974586203653324	0.02881135122765291	0.009211513770542691	IL1B	1	C8_Granulocytes_CCL4	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0006869	lipid transport	2/7	453/18870	0.011147911966931707	0.03039272841510855	0.009717108861295967	PTGS2/IL1B	2	C8_Granulocytes_CCL4	GSE157344_Blood	Down	GO:0030301	cholesterol transport
GO:2000191	regulation of fatty acid transport	1/7	31/18870	0.01144502471961284	0.030454740435408138	0.009736935233700903	IL1B	1	C8_Granulocytes_CCL4	GSE157344_Blood	Down	GO:1905952	regulation of lipid localization
GO:0070542	response to fatty acid	1/7	56/18870	0.020592923173551436	0.04324513866445802	0.013826258517661847	PTGS2	1	C8_Granulocytes_CCL4	GSE157344_Blood	Down	GO:0070542	response to fatty acid
GO:0050994	regulation of lipid catabolic process	1/7	61/18870	0.02241376872731715	0.0453528601591808	0.014500135470523161	IL1B	1	C8_Granulocytes_CCL4	GSE157344_Blood	Down	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0045600	positive regulation of fat cell differentiation	1/7	71/18870	0.02604675660523892	0.04948246914980596	0.015820446683403388	PTGS2	1	C8_Granulocytes_CCL4	GSE157344_Blood	Down	GO:0045598	regulation of fat cell differentiation
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	1/9	15/18870	0.007133014644615576	0.04167604062022584	0.01763217103163401	ANXA1	1	C8_Granulocytes_CCL4	GSE157344_Blood	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0045723	positive regulation of fatty acid biosynthetic process	1/9	24/18870	0.011391081320934693	0.04701081180068287	0.019889189607981212	ANXA1	1	C8_Granulocytes_CCL4	GSE157344_Blood	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0045598	regulation of fat cell differentiation	2/10	146/18870	0.002568782853080098	0.04461119554849103	0.02136145740982397	CEBPB/SOD2	2	C9_Granulocytes_Immature_LTF	GSE157344_Blood	Down	GO:0045598	regulation of fat cell differentiation
GO:0006631	fatty acid metabolic process	2/4	401/18870	0.002627321560491392	0.026813133432995268	0.006641023760494184	ANXA1/MAPK14	2	C9_Granulocytes_Immature_LTF	GSE157344_Blood	Up	GO:0006631	fatty acid metabolic process
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	1/4	15/18870	0.003176113114667589	0.026996961474674508	0.0066865539256159776	ANXA1	1	C9_Granulocytes_Immature_LTF	GSE157344_Blood	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0090336	positive regulation of brown fat cell differentiation	1/4	16/18870	0.0033875846366798745	0.027577801690154474	0.006830415279295225	MAPK14	1	C9_Granulocytes_Immature_LTF	GSE157344_Blood	Up	GO:0045598	regulation of fat cell differentiation
GO:0045723	positive regulation of fatty acid biosynthetic process	1/4	24/18870	0.005078145755626817	0.030574669237003128	0.007572673495232973	ANXA1	1	C9_Granulocytes_Immature_LTF	GSE157344_Blood	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0090335	regulation of brown fat cell differentiation	1/4	25/18870	0.005289314566885528	0.030881048683432676	0.00764855694945701	MAPK14	1	C9_Granulocytes_Immature_LTF	GSE157344_Blood	Up	GO:0045598	regulation of fat cell differentiation
GO:0045923	positive regulation of fatty acid metabolic process	1/4	41/18870	0.008663446103541972	0.03576765605605186	0.008858862181065474	ANXA1	1	C9_Granulocytes_Immature_LTF	GSE157344_Blood	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0006636	unsaturated fatty acid biosynthetic process	1/4	52/18870	0.010978177048374782	0.03689178101139898	0.009137283222637517	ANXA1	1	C9_Granulocytes_Immature_LTF	GSE157344_Blood	Up	GO:0006631	fatty acid metabolic process
GO:0050873	brown fat cell differentiation	1/4	54/18870	0.011398601315747547	0.03764795177429762	0.009324570098897244	MAPK14	1	C9_Granulocytes_Immature_LTF	GSE157344_Blood	Up	GO:0050873	brown fat cell differentiation
GO:0042304	regulation of fatty acid biosynthetic process	1/4	55/18870	0.011608763177712866	0.03812423361771612	0.00944253464215879	ANXA1	1	C9_Granulocytes_Immature_LTF	GSE157344_Blood	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0015909	long-chain fatty acid transport	1/4	67/18870	0.014128092780946289	0.038519045412202614	0.009540320845127582	ANXA1	1	C9_Granulocytes_Immature_LTF	GSE157344_Blood	Up	GO:0030301	cholesterol transport
GO:0045600	positive regulation of fat cell differentiation	1/4	71/18870	0.014966798067614362	0.03950141225151188	0.009783631517402322	MAPK14	1	C9_Granulocytes_Immature_LTF	GSE157344_Blood	Up	GO:0045598	regulation of fat cell differentiation
GO:0046889	positive regulation of lipid biosynthetic process	1/4	90/18870	0.01894334263910258	0.042112507866928044	0.010430342505740693	ANXA1	1	C9_Granulocytes_Immature_LTF	GSE157344_Blood	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0019217	regulation of fatty acid metabolic process	1/4	100/18870	0.021031418438202554	0.0434148566331467	0.010752905667652433	ANXA1	1	C9_Granulocytes_Immature_LTF	GSE157344_Blood	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0019395	fatty acid oxidation	1/4	107/18870	0.0224910869837337	0.044827063022751995	0.01110267814805003	MAPK14	1	C9_Granulocytes_Immature_LTF	GSE157344_Blood	Up	GO:0006631	fatty acid metabolic process
GO:0034440	lipid oxidation	1/4	114/18870	0.02394912261662996	0.045988680639242906	0.011390385297645304	MAPK14	1	C9_Granulocytes_Immature_LTF	GSE157344_Blood	Up	GO:0006631	fatty acid metabolic process
GO:0033559	unsaturated fatty acid metabolic process	1/4	115/18870	0.024157280193380593	0.04602354178384	0.011399019636864396	ANXA1	1	C9_Granulocytes_Immature_LTF	GSE157344_Blood	Up	GO:0006631	fatty acid metabolic process
GO:0015908	fatty acid transport	1/4	116/18870	0.024365404473797647	0.04602354178384	0.011399019636864396	ANXA1	1	C9_Granulocytes_Immature_LTF	GSE157344_Blood	Up	GO:0030301	cholesterol transport
GO:0045834	positive regulation of lipid metabolic process	1/4	145/18870	0.03038654065605151	0.04989608096363003	0.012358162467772145	ANXA1	1	C9_Granulocytes_Immature_LTF	GSE157344_Blood	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0045332	phospholipid translocation	3/29	52/18870	6.856048940998371e-5	0.011518162220877263	0.008119005324866493	ABCB1/ATP10A/MFSD2A	3	C5_Lymphatic endothelial_EFNA5	GSE159812	Up	GO:0030301	cholesterol transport
GO:0034204	lipid translocation	3/29	57/18870	9.030537345690543e-5	0.013003973777794381	0.009166334899761076	ABCB1/ATP10A/MFSD2A	3	C5_Lymphatic endothelial_EFNA5	GSE159812	Up	GO:0030301	cholesterol transport
GO:0097035	regulation of membrane lipid distribution	3/29	62/18870	1.1612313343163702e-4	0.014631514812386264	0.010313567771888814	ABCB1/ATP10A/MFSD2A	3	C5_Lymphatic endothelial_EFNA5	GSE159812	Up	GO:0097035	regulation of membrane lipid distribution
GO:0015914	phospholipid transport	3/29	103/18870	5.205135047695355e-4	0.02635876092025073	0.018579953656191774	ABCB1/ATP10A/MFSD2A	3	C5_Lymphatic endothelial_EFNA5	GSE159812	Up	GO:0030301	cholesterol transport
GO:0006869	lipid transport	5/29	453/18870	5.752904169102342e-4	0.02635876092025073	0.018579953656191774	ABCG2/ABCB1/ATP10A/MFSD2A/SLCO2B1	5	C5_Lymphatic endothelial_EFNA5	GSE159812	Up	GO:0030301	cholesterol transport
GO:0045834	positive regulation of lipid metabolic process	3/29	145/18870	0.0014026258600783584	0.04284384445330258	0.030200078327045993	FLT1/MFSD2A/SORBS1	3	C5_Lymphatic endothelial_EFNA5	GSE159812	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0006688	glycosphingolipid biosynthetic process	1/2	34/18870	0.0036004524318691278	0.01721660975837673	3.600545784254458e-4	LARGE1	1	C2_Epithelial_Airway_CP	GSE159812	Down	GO:0006687	glycosphingolipid metabolic process
GO:0006687	glycosphingolipid metabolic process	1/2	63/18870	0.0066662953788743096	0.022774653847798188	4.7629112264478614e-4	LARGE1	1	C2_Epithelial_Airway_CP	GSE159812	Down	GO:0006687	glycosphingolipid metabolic process
GO:0009247	glycolipid biosynthetic process	1/2	73/18870	0.007722387274905929	0.02303777453182261	4.817938208119055e-4	LARGE1	1	C2_Epithelial_Airway_CP	GSE159812	Down	GO:0006687	glycosphingolipid metabolic process
GO:0006664	glycolipid metabolic process	1/2	107/18870	0.011308898159100855	0.02611450161649174	5.461380609932048e-4	LARGE1	1	C2_Epithelial_Airway_CP	GSE159812	Down	GO:0006687	glycosphingolipid metabolic process
GO:0030148	sphingolipid biosynthetic process	1/2	110/18870	0.011625043254887446	0.02619972435056723	5.479203419428491e-4	LARGE1	1	C2_Epithelial_Airway_CP	GSE159812	Down	GO:0006687	glycosphingolipid metabolic process
GO:0046467	membrane lipid biosynthetic process	1/2	149/18870	0.015730329126406928	0.029324440717128964	6.132681920626484e-4	LARGE1	1	C2_Epithelial_Airway_CP	GSE159812	Down	GO:0006687	glycosphingolipid metabolic process
GO:0006665	sphingolipid metabolic process	1/2	162/18870	0.017096859183319157	0.02972008974700493	6.215424833810721e-4	LARGE1	1	C2_Epithelial_Airway_CP	GSE159812	Down	GO:0006687	glycosphingolipid metabolic process
GO:0006643	membrane lipid metabolic process	1/2	209/18870	0.022029470870239765	0.030830733195372936	6.447696032493469e-4	LARGE1	1	C2_Epithelial_Airway_CP	GSE159812	Down	GO:0006631	fatty acid metabolic process
GO:0006869	lipid transport	8/38	453/18870	2.6939941070084604e-06	0.0010407797233409352	7.75114093946294e-4	SLC2A1/ABCG2/SLCO2B1/ATP10A/APOLD1/ABCD3/ATP9A/MFSD2A	8	C4_Vascular endothelial_FLT1	GSE159812	Up	GO:0030301	cholesterol transport
GO:0015908	fatty acid transport	4/38	116/18870	8.515734551442268e-5	0.0061685852157009925	0.0045940146922254345	SLC2A1/SLCO2B1/ABCD3/MFSD2A	4	C4_Vascular endothelial_FLT1	GSE159812	Up	GO:0030301	cholesterol transport
GO:0045332	phospholipid translocation	3/38	52/18870	1.555397557196341e-4	0.00948792509889768	0.007066072004991688	ATP10A/ATP9A/MFSD2A	3	C4_Vascular endothelial_FLT1	GSE159812	Up	GO:0030301	cholesterol transport
GO:0034204	lipid translocation	3/38	57/18870	2.0450696953454195e-4	0.00995401032616454	0.007413186020121634	ATP10A/ATP9A/MFSD2A	3	C4_Vascular endothelial_FLT1	GSE159812	Up	GO:0030301	cholesterol transport
GO:0097035	regulation of membrane lipid distribution	3/38	62/18870	2.625069273265429e-4	0.010865911741837972	0.008092318812322	ATP10A/ATP9A/MFSD2A	3	C4_Vascular endothelial_FLT1	GSE159812	Up	GO:0097035	regulation of membrane lipid distribution
GO:0015909	long-chain fatty acid transport	3/38	67/18870	3.3020705250741986e-4	0.012756999128536653	0.009500694142318748	SLC2A1/ABCD3/MFSD2A	3	C4_Vascular endothelial_FLT1	GSE159812	Up	GO:0030301	cholesterol transport
GO:1902001	fatty acid transmembrane transport	2/38	20/18870	7.332944233994053e-4	0.02072898138341246	0.015437777334724326	SLC2A1/ABCD3	2	C4_Vascular endothelial_FLT1	GSE159812	Up	GO:0030301	cholesterol transport
GO:0015914	phospholipid transport	3/38	103/18870	0.0011596798066958781	0.027429977468582098	0.0204283016431927	ATP10A/ATP9A/MFSD2A	3	C4_Vascular endothelial_FLT1	GSE159812	Up	GO:0030301	cholesterol transport
GO:0006633	fatty acid biosynthetic process	2/8	168/18870	0.0021299099598751413	0.041685380643270625	0.024021540900847457	PLP1/SCD	2	C17_Glial_OPC_PCDH15	GSE159812	Up	GO:0006631	fatty acid metabolic process
GO:0042362	fat-soluble vitamin biosynthetic process	2/49	13/18870	5.059153615434099e-4	0.0026919288727241366	0.0014262645880407936	IFNG/TNF	2	C9_CD4_Transitional memory_IL7R	GSE162086	Up	GO:0042362	fat-soluble vitamin biosynthetic process
GO:0045834	positive regulation of lipid metabolic process	4/49	145/18870	5.417953376711462e-4	0.0028433302491798432	0.0015064815744580036	IFNG/TNF/NR4A3/CD74	4	C9_CD4_Transitional memory_IL7R	GSE162086	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0046889	positive regulation of lipid biosynthetic process	3/49	90/18870	0.001649460595440723	0.006906451138329221	0.0036592447844525375	IFNG/TNF/CD74	3	C9_CD4_Transitional memory_IL7R	GSE162086	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0045923	positive regulation of fatty acid metabolic process	2/49	41/18870	0.005077738582231355	0.017253677172084553	0.00914151522106499	NR4A3/CD74	2	C9_CD4_Transitional memory_IL7R	GSE162086	Up	GO:2001279	regulation of unsaturated fatty acid biosynthetic process
GO:0006775	fat-soluble vitamin metabolic process	2/49	45/18870	0.00609009895350766	0.02026909856834088	0.01073917584244266	IFNG/TNF	2	C9_CD4_Transitional memory_IL7R	GSE162086	Up	GO:0006775	fat-soluble vitamin metabolic process
