gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	celltype
CASP8	6.481792811486559e-37	0.270705781544761	0.309	0.097	1.538907249303139e-32	C4_T|NK_NKG7
GABARAPL1	7.964833691090236e-37	0.4277501660640419	0.269	0.076	1.8910108149386437e-32	C4_T|NK_NKG7
CDK1	8.342508641081112e-37	0.5286522928240331	0.153	0.011	1.9806784015654776e-32	C4_T|NK_NKG7
ILKAP	9.148618176168003e-37	0.3246857107828237	0.207	0.04	2.1720649273858072e-32	C4_T|NK_NKG7
JARID2	9.898432737786457e-37	0.32472163357637157	0.203	0.037	2.3500859006052606e-32	C4_T|NK_NKG7
CTLA4	1.045292590572396e-36	0.4607526400273989	0.155	0.012	2.481733668536983e-32	C4_T|NK_NKG7
STX11	1.1051203034300963e-36	0.3208950344527736	0.2	0.036	2.6237766244037343e-32	C4_T|NK_NKG7
VAMP4	1.1624152960991829e-36	0.2738937108053123	0.217	0.044	2.75980639599868e-32	C4_T|NK_NKG7
PDE6D	1.22550996639261e-36	0.3307671537702924	0.171	0.02	2.909605762209335e-32	C4_T|NK_NKG7
CSRNP1	1.3909514007394847e-36	0.4796777545090774	0.155	0.013	3.3023968156356845e-32	C4_T|NK_NKG7
NCAPD2	1.6081821583981417e-36	0.3392151773273836	0.159	0.014	3.818146080468868e-32	C4_T|NK_NKG7
SLC25A12	1.9356108850138576e-36	0.36516732923330775	0.157	0.013	4.5955273631999005e-32	C4_T|NK_NKG7
HOXB2	1.9714938523832626e-36	0.372638480215464	0.201	0.036	4.680720704328342e-32	C4_T|NK_NKG7
MCM7	2.255419431746982e-36	0.41920807276946825	0.186	0.029	5.354816814853685e-32	C4_T|NK_NKG7
GFER	2.4239014738775784e-36	0.2629993710117248	0.197	0.034	5.754826879280146e-32	C4_T|NK_NKG7
ASPM	2.4835894186750116e-36	0.5577106595065352	0.146	0.008	5.896537997818212e-32	C4_T|NK_NKG7
RPL10	2.672758179715807e-36	-0.4227643397065046	0.984	0.974	6.34566247028127e-32	C4_T|NK_NKG7
CKAP5	2.7104494799121575e-36	0.35150266325789487	0.18	0.026	6.435149155207444e-32	C4_T|NK_NKG7
SBF1	2.904018524076449e-36	0.3546258140964135	0.199	0.035	6.894720779862305e-32	C4_T|NK_NKG7
S100A9	3.071475990458824e-36	-1.1281360228724748	0.169	0.315	7.29229829654734e-32	C4_T|NK_NKG7
FHL3	3.325937896619551e-36	0.4119617078607952	0.145	0.008	7.896441754154138e-32	C4_T|NK_NKG7
G6PD	3.391145136815818e-36	0.26528572384497295	0.221	0.048	8.051256783828115e-32	C4_T|NK_NKG7
FAM120AOS	3.5591290478778946e-36	0.3557463069181227	0.183	0.027	8.450084185471697e-32	C4_T|NK_NKG7
POLDIP2	3.658271911775987e-36	0.3099688732403923	0.16	0.015	8.685469172938549e-32	C4_T|NK_NKG7
TRIM5	3.9963245720412166e-36	0.3809169406899822	0.18	0.026	9.488073798940257e-32	C4_T|NK_NKG7
DHFR	4.153612610634657e-36	0.4068766780574802	0.183	0.027	9.861507060168802e-32	C4_T|NK_NKG7
QRICH1	5.1107128371277825e-36	0.3087767829544822	0.189	0.031	1.213385441790878e-31	C4_T|NK_NKG7
CKAP2	5.2034193047626074e-36	0.29388809319765086	0.211	0.043	1.2353958113367382e-31	C4_T|NK_NKG7
AL133415.1	5.2061438956382494e-36	0.4648352968772696	0.128	0	1.2360426837024332e-31	C4_T|NK_NKG7
BUB1	5.500134884596654e-36	0.3828998878297558	0.137	0.004	1.3058420243009376e-31	C4_T|NK_NKG7
UBN1	5.661383646003126e-36	0.2743815312761212	0.212	0.043	1.3441257052340623e-31	C4_T|NK_NKG7
HUWE1	6.825857541233122e-36	0.2541081038603845	0.284	0.085	1.6205950974395678e-31	C4_T|NK_NKG7
EML3	7.057545614976879e-36	0.3152205160232071	0.167	0.019	1.6756024799078106e-31	C4_T|NK_NKG7
ST6GAL1	7.212999401494917e-36	0.3385929574666824	0.172	0.022	1.7125103179029233e-31	C4_T|NK_NKG7
RUNX2	7.847535813074522e-36	0.3357114139186105	0.182	0.027	1.863161952740153e-31	C4_T|NK_NKG7
UBL7	7.917321216251808e-36	0.2734010868357845	0.197	0.036	1.8797304031625042e-31	C4_T|NK_NKG7
TBCD	7.938246925431891e-36	0.38428844818492613	0.222	0.049	1.8846985850360395e-31	C4_T|NK_NKG7
EXOSC9	8.221043229667628e-36	0.32382608006427055	0.193	0.033	1.9518400835876883e-31	C4_T|NK_NKG7
NFKBIB	8.904283133635635e-36	0.3356453036480799	0.182	0.028	2.1140549015877723e-31	C4_T|NK_NKG7
ICOS	9.447110519104035e-36	0.33467315236931405	0.182	0.027	2.24293297944568e-31	C4_T|NK_NKG7
CARD19	9.46533637622412e-36	0.2789801131230235	0.223	0.049	2.2472601624431306e-31	C4_T|NK_NKG7
FCHSD2	9.595073153434483e-36	0.3520396045606079	0.155	0.013	2.278062268088415e-31	C4_T|NK_NKG7
DBF4	9.622344396066584e-36	0.2791582302948574	0.202	0.038	2.2845370065141283e-31	C4_T|NK_NKG7
ATRIP	9.864643953998894e-36	0.3536573197815241	0.141	0.006	2.3420637675584174e-31	C4_T|NK_NKG7
IGLV3-19	1.0825102281558207e-35	1.2560049632632062	0.127	0	2.5700957836875494e-31	C4_T|NK_NKG7
PREB	1.3194269757837804e-35	0.26332669902510625	0.184	0.029	3.1325835259058514e-31	C4_T|NK_NKG7
ABLIM1	1.3483367583571778e-35	0.4059212634821632	0.188	0.031	3.2012211316916116e-31	C4_T|NK_NKG7
CENPU	1.472030757889687e-35	0.3505216491780569	0.141	0.007	3.494895425381695e-31	C4_T|NK_NKG7
AC007384.1	1.4968063995150278e-35	0.4301714098139762	0.134	0.004	3.553717753728579e-31	C4_T|NK_NKG7
AATF	1.8743855828188732e-35	0.266651357280098	0.231	0.055	4.450166250728568e-31	C4_T|NK_NKG7
MORC3	1.8911908289895432e-35	0.2611135664475171	0.224	0.05	4.490065266186974e-31	C4_T|NK_NKG7
NRBF2	1.89742797395329e-35	0.2685170191399245	0.222	0.05	4.504873495759901e-31	C4_T|NK_NKG7
UBA7	2.0082221102930155e-35	0.3535798877980126	0.204	0.04	4.767920934257678e-31	C4_T|NK_NKG7
PGAP1	2.2422504304679417e-35	0.3797207909183907	0.145	0.009	5.323550972016987e-31	C4_T|NK_NKG7
SNX9	2.2460884740786482e-35	0.38786749105714285	0.174	0.024	5.332663255157527e-31	C4_T|NK_NKG7
AHSA1	2.469802504921824e-35	0.25138557802852696	0.247	0.065	5.863805107185394e-31	C4_T|NK_NKG7
RPL23A	3.356545749483274e-35	-0.548937495728385	0.938	0.9	7.96911091842319e-31	C4_T|NK_NKG7
CLSTN1	3.419037050185813e-35	0.2629359671776758	0.214	0.045	8.117477764551157e-31	C4_T|NK_NKG7
GPR25	3.8865496327292514e-35	0.5968709314710944	0.125	0	9.227446138025789e-31	C4_T|NK_NKG7
RFX5	4.4740363564512997e-35	0.2733113336305987	0.171	0.023	1.0622257117486675e-30	C4_T|NK_NKG7
KLHDC7B	5.382534965283118e-35	0.40391141320939195	0.141	0.008	1.2779214514575177e-30	C4_T|NK_NKG7
BIRC5	5.531794818970081e-35	0.4163524909141233	0.139	0.007	1.3133587259198768e-30	C4_T|NK_NKG7
GMNN	5.627967566104404e-35	0.2932507085225935	0.16	0.017	1.3361920595445076e-30	C4_T|NK_NKG7
ARPC3	6.557206210910606e-35	0.2773569013805002	0.828	0.474	1.5568118985943962e-30	C4_T|NK_NKG7
KLF13	7.142084316436981e-35	0.26419655559980937	0.29	0.09	1.695673658408468e-30	C4_T|NK_NKG7
SEC14L1	9.227975298794764e-35	0.31982846786231744	0.195	0.037	2.190905895439853e-30	C4_T|NK_NKG7
TPT1	9.45089970077418e-35	0.3357032156962374	0.975	0.851	2.243832606957806e-30	C4_T|NK_NKG7
MAPRE2	9.79529744387856e-35	0.307668912271857	0.232	0.057	2.325599519125648e-30	C4_T|NK_NKG7
LDLRAD4	9.997020595340518e-35	0.3040191259007097	0.243	0.064	2.373492629745746e-30	C4_T|NK_NKG7
IER3	1.03051373513738e-34	0.5442761410611929	0.168	0.022	2.4466457099631675e-30	C4_T|NK_NKG7
PLEKHA2	1.054006404218234e-34	0.27722332074830347	0.249	0.067	2.5024220048949313e-30	C4_T|NK_NKG7
GET4	1.2010263682905124e-34	0.3324168010829345	0.129	0.003	2.8514768035953344e-30	C4_T|NK_NKG7
MFSD14A	1.487965875052875e-34	0.3218563578392445	0.15	0.013	3.532728580550536e-30	C4_T|NK_NKG7
PIM3	1.8666294964490991e-34	0.3159771321988902	0.199	0.039	4.431751750469451e-30	C4_T|NK_NKG7
SRGAP2	1.9433950560891597e-34	0.38644595585843655	0.15	0.013	4.614008542166883e-30	C4_T|NK_NKG7
ZWINT	1.9610250393844323e-34	0.39580905272075906	0.137	0.007	4.655865648506519e-30	C4_T|NK_NKG7
PPP2R5A	2.227804655014303e-34	0.28510538281675823	0.21	0.046	5.289253811934958e-30	C4_T|NK_NKG7
POLDIP3	2.2598816616565825e-34	0.2743879652087463	0.18	0.029	5.365411041105058e-30	C4_T|NK_NKG7
FGFBP2	2.3984237612976064e-34	0.8700594130417864	0.122	0	5.694337694072777e-30	C4_T|NK_NKG7
ZCCHC2	2.451916984842935e-34	0.36521298129842616	0.193	0.037	5.821341305414096e-30	C4_T|NK_NKG7
FARSA	2.937105635587403e-34	0.2888661048566244	0.173	0.025	6.973276200011613e-30	C4_T|NK_NKG7
AFF1	3.1380756756211217e-34	0.2849674581260002	0.2	0.04	7.450419269059667e-30	C4_T|NK_NKG7
NSD2	3.17914643242809e-34	0.27535254181146207	0.174	0.026	7.547929459870771e-30	C4_T|NK_NKG7
DGKZ	3.2831313918160876e-34	0.2577233333806286	0.266	0.079	7.794810550449755e-30	C4_T|NK_NKG7
MYL6B	3.2842083724511663e-34	0.31317598171429123	0.165	0.022	7.797367517873559e-30	C4_T|NK_NKG7
MNAT1	3.998761048314519e-34	0.2544146581096589	0.189	0.033	9.493858480908332e-30	C4_T|NK_NKG7
PRR14	5.14147504667633e-34	0.2995213946839143	0.171	0.024	1.2206890055818941e-29	C4_T|NK_NKG7
KIF22	5.463463571565662e-34	0.2761584527524183	0.226	0.056	1.2971355211611194e-29	C4_T|NK_NKG7
CRIP1	5.562343989244094e-34	-1.6475942443392524	0.58	0.558	1.3206117099263328e-29	C4_T|NK_NKG7
PATL2	6.203062766175823e-34	0.3664371016546304	0.158	0.018	1.472731161945464e-29	C4_T|NK_NKG7
TREM1	6.8176902153666816e-34	-0.8733687551668441	0.033	0.124	1.6186560109323576e-29	C4_T|NK_NKG7
RIOK3	7.667244730669382e-34	0.2688789820792476	0.243	0.066	1.8203572439555247e-29	C4_T|NK_NKG7
WIPI2	8.68347710684681e-34	0.25339232817549356	0.195	0.039	2.0616311347075697e-29	C4_T|NK_NKG7
RPL14	9.932339543583137e-34	0.2811719811643121	0.961	0.824	2.3581360544375084e-29	C4_T|NK_NKG7
NUDT1	1.0039839130573911e-33	0.26369930556993265	0.238	0.063	2.383658606380858e-29	C4_T|NK_NKG7
RNF138	1.1862751191015488e-33	0.28302451696647307	0.185	0.033	2.816454387770897e-29	C4_T|NK_NKG7
CDC27	1.2279800274103431e-33	0.26073567448366913	0.199	0.04	2.9154701810776367e-29	C4_T|NK_NKG7
KIF21B	1.25329598811748e-33	0.36274882807100295	0.18	0.031	2.975575334988521e-29	C4_T|NK_NKG7
TNIK	1.2906419519164875e-33	0.3292789629080539	0.174	0.027	3.064242122240125e-29	C4_T|NK_NKG7
AGK	1.6321744391355753e-33	0.30258316837240595	0.146	0.013	3.875108553395683e-29	C4_T|NK_NKG7
TXNIP	1.8490641173277087e-33	-0.8815898215327049	0.628	0.635	4.390048027359446e-29	C4_T|NK_NKG7
ACD	2.0155179689667092e-33	0.28286961491690454	0.158	0.019	4.785242761920761e-29	C4_T|NK_NKG7
MCM3	2.0749184396820737e-33	0.25324639229070123	0.187	0.034	4.9262713594931796e-29	C4_T|NK_NKG7
RNASEH2A	2.203031444067899e-33	0.28956224121730273	0.132	0.006	5.230437254506006e-29	C4_T|NK_NKG7
CD9	2.2813058626838132e-33	-1.4189339185431886	0.137	0.261	5.41627637918391e-29	C4_T|NK_NKG7
DNAJC4	2.4235301512527576e-33	0.27926769222286874	0.233	0.061	5.753945285104297e-29	C4_T|NK_NKG7
TNK2	2.425272655420953e-33	0.3321903188293506	0.171	0.025	5.758082338500427e-29	C4_T|NK_NKG7
SART1	2.6032960979040674e-33	0.31904861669283047	0.189	0.037	6.180745595643837e-29	C4_T|NK_NKG7
CHMP7	2.8206646898643154e-33	0.28689288822340286	0.156	0.018	6.696822106675858e-29	C4_T|NK_NKG7
LTA4H	2.9430606345561286e-33	-1.501111342171947	0.123	0.244	6.98741455856316e-29	C4_T|NK_NKG7
MXD1	3.18741385265204e-33	0.448635440114263	0.154	0.018	7.567557968966474e-29	C4_T|NK_NKG7
FANCI	3.601846718890213e-33	0.31338247919203704	0.135	0.008	8.551504479989144e-29	C4_T|NK_NKG7
C1orf162	5.744911749047589e-33	-1.211377524840369	0.089	0.207	1.3639569474588787e-28	C4_T|NK_NKG7
EXOC2	5.8984818439205875e-33	0.2506621081317463	0.172	0.027	1.400417559383626e-28	C4_T|NK_NKG7
RWDD3	6.254692875583628e-33	0.3529715484545453	0.121	0.002	1.484989182521065e-28	C4_T|NK_NKG7
SUPT6H	7.030471819587361e-33	0.3167108554209638	0.191	0.038	1.6691746194064312e-28	C4_T|NK_NKG7
PMS2	7.344721453778238e-33	0.3592973454206013	0.14	0.011	1.7437837675560293e-28	C4_T|NK_NKG7
BTAF1	9.089342168697919e-33	0.3611707977911679	0.137	0.01	2.15799161769226e-28	C4_T|NK_NKG7
PPP5C	9.155597767563959e-33	0.2584580669632348	0.178	0.031	2.173722021975035e-28	C4_T|NK_NKG7
CLEC12A	1.0066430875000247e-32	-0.8752751088749663	0.034	0.124	2.3899720183425583e-28	C4_T|NK_NKG7
RPL29	1.1232640227501484e-32	0.3163810738719679	0.954	0.791	2.666853442813402e-28	C4_T|NK_NKG7
SOD2	1.1587448139062866e-32	0.5964375477760904	0.236	0.067	2.7510919371763057e-28	C4_T|NK_NKG7
CALM1	1.1954432647393192e-32	0.28850889033667837	0.877	0.535	2.8382213991440917e-28	C4_T|NK_NKG7
DGLUCY	1.2087301847376256e-32	0.2527391556576712	0.204	0.046	2.869767204604071e-28	C4_T|NK_NKG7
ZBTB38	1.6085552955092708e-32	0.25585909760275927	0.239	0.066	3.8190319825981105e-28	C4_T|NK_NKG7
UBE2T	1.8530617715308303e-32	0.31144050767414944	0.144	0.013	4.399539257968497e-28	C4_T|NK_NKG7
TNFRSF18	1.934581244472559e-32	0.4500166317295414	0.197	0.042	4.5930827906267495e-28	C4_T|NK_NKG7
IKBIP	1.994544802090268e-32	0.3109799887422413	0.148	0.016	4.735448269122714e-28	C4_T|NK_NKG7
CTNNBIP1	2.1010553817123936e-32	0.2878842167728508	0.144	0.013	4.988325687261565e-28	C4_T|NK_NKG7
WDFY1	2.1745882657243267e-32	0.2680413346706369	0.211	0.05	5.162907460482696e-28	C4_T|NK_NKG7
TNFSF13B	2.1853269029829974e-32	0.592693150268386	0.197	0.045	5.188403133062232e-28	C4_T|NK_NKG7
ATP8A1	2.2251156617424764e-32	0.3236757607015975	0.208	0.048	5.282869604108988e-28	C4_T|NK_NKG7
STMN1	2.3206351049893475e-32	1.0334643168897726	0.335	0.149	5.509651866265709e-28	C4_T|NK_NKG7
HSPH1	2.4804865600805803e-32	0.45817727336392083	0.224	0.058	5.889171190943314e-28	C4_T|NK_NKG7
HSP90AB1	2.854890790426642e-32	0.2893738119662417	0.648	0.341	6.778081714630933e-28	C4_T|NK_NKG7
RPS19	2.8668364908539275e-32	-0.3436324065483598	0.979	0.971	6.806443196585394e-28	C4_T|NK_NKG7
ASF1B	3.243524829379011e-32	0.3446078607321222	0.124	0.004	7.700776649911649e-28	C4_T|NK_NKG7
ZNF683	3.3726309816989383e-32	0.4728061129140628	0.411	0.188	8.007300476749619e-28	C4_T|NK_NKG7
TXK	4.572498855904278e-32	0.45563355801732375	0.153	0.019	1.0856026783687937e-27	C4_T|NK_NKG7
CD2AP	5.075392670002066e-32	0.25457168144413284	0.192	0.04	1.2049997277118906e-27	C4_T|NK_NKG7
KPNA2	6.240025651770077e-32	0.31275654619721344	0.169	0.028	1.4815068902432516e-27	C4_T|NK_NKG7
ARPC2	6.27930779513602e-32	0.3005116760344033	0.864	0.552	1.4908332567211939e-27	C4_T|NK_NKG7
KRCC1	6.359668903491069e-32	0.25668875470522196	0.229	0.062	1.5099125910668497e-27	C4_T|NK_NKG7
ABI3	6.920873098453415e-32	0.250239418865595	0.326	0.12	1.64315369103481e-27	C4_T|NK_NKG7
SLC25A46	7.627533966066055e-32	0.25873874233780714	0.192	0.041	1.8109291142234028e-27	C4_T|NK_NKG7
MCM5	7.667128348448399e-32	0.3004010910368827	0.186	0.037	1.820329612488619e-27	C4_T|NK_NKG7
NCBP3	8.041278188417779e-32	0.30633829055630096	0.203	0.047	1.909160267494149e-27	C4_T|NK_NKG7
GMDS	8.722005223532809e-32	0.31296834252285255	0.125	0.005	2.0707784801711596e-27	C4_T|NK_NKG7
PLCG2	9.142371899660669e-32	0.3633703854941601	0.159	0.022	2.170581936417436e-27	C4_T|NK_NKG7
FNDC3B	1.304281727108487e-31	0.36789420098553044	0.204	0.049	3.09662567650097e-27	C4_T|NK_NKG7
SEC24C	1.4575951600819129e-31	0.2835810259061755	0.146	0.016	3.4606224290664776e-27	C4_T|NK_NKG7
FAU	1.7868050890723212e-31	0.2984147590918589	0.98	0.865	4.242232642475505e-27	C4_T|NK_NKG7
DUSP1	1.9712000045728124e-31	0.8235204767045177	0.299	0.116	4.6800230508567714e-27	C4_T|NK_NKG7
HPGD	2.037848615851605e-31	0.52263142905804	0.178	0.035	4.838260183754881e-27	C4_T|NK_NKG7
GTPBP1	2.1719828535427453e-31	0.2997793604797875	0.156	0.022	5.156721690881186e-27	C4_T|NK_NKG7
TRPT1	2.4699068263655032e-31	0.2673108874776149	0.173	0.031	5.864052787156978e-27	C4_T|NK_NKG7
WHAMM	2.589230399158943e-31	0.30997756346708805	0.171	0.031	6.147350813683163e-27	C4_T|NK_NKG7
S100A13	2.6004191577405177e-31	-0.8630978416082069	0.029	0.112	6.173915164307537e-27	C4_T|NK_NKG7
HMGB3	2.705026806305293e-31	0.298200215791104	0.127	0.007	6.422274643530026e-27	C4_T|NK_NKG7
AP001610.1	2.7069598059867085e-31	0.38866267027269374	0.112	0	6.426863971373643e-27	C4_T|NK_NKG7
DENND1C	2.739081671188745e-31	0.2931906579973077	0.19	0.04	6.503127703736319e-27	C4_T|NK_NKG7
SLC25A32	2.831547393222926e-31	0.2658044383230633	0.158	0.022	6.72265982098987e-27	C4_T|NK_NKG7
OTULINL	2.8794010255450125e-31	0.25055063761151797	0.193	0.042	6.836273914848969e-27	C4_T|NK_NKG7
TMEM62	2.905322596109383e-31	0.31993217795953094	0.136	0.012	6.897816907682896e-27	C4_T|NK_NKG7
JMJD6	3.036221473728895e-31	0.25551289400555743	0.162	0.025	7.208597022927142e-27	C4_T|NK_NKG7
USP10	3.115888864483149e-31	0.25498978373362646	0.185	0.038	7.397743342055892e-27	C4_T|NK_NKG7
USP28	3.182858837724991e-31	0.36772965373867295	0.146	0.017	7.556743452526674e-27	C4_T|NK_NKG7
KDM6A	4.301242894552323e-31	0.29280222823449553	0.167	0.028	1.0212010880246125e-26	C4_T|NK_NKG7
CDKN3	4.58350915674158e-31	0.3619304257977164	0.133	0.011	1.088216743993586e-26	C4_T|NK_NKG7
SPEN	5.022019775328459e-31	0.2643966323695232	0.21	0.053	1.1923279350584828e-26	C4_T|NK_NKG7
IL1RN	5.117816993673178e-31	0.8734667355197425	0.147	0.019	1.2150721106378859e-26	C4_T|NK_NKG7
RRM2	5.182846578625425e-31	0.4183066018164634	0.122	0.005	1.2305114346972485e-26	C4_T|NK_NKG7
PDCD1	5.548910165945195e-31	0.33470672434946014	0.194	0.043	1.3174222515987084e-26	C4_T|NK_NKG7
IMPDH2	7.2698131029832e-31	0.2998195628669959	0.201	0.049	1.7259990269102716e-26	C4_T|NK_NKG7
CLSTN3	7.703259900953563e-31	0.28056372909739663	0.167	0.029	1.828907965684395e-26	C4_T|NK_NKG7
TM7SF3	1.268080715817263e-30	0.3458478546685022	0.159	0.025	3.0106772354933456e-26	C4_T|NK_NKG7
PHTF1	1.2983109826025485e-30	0.26677460547570564	0.15	0.02	3.082449934894971e-26	C4_T|NK_NKG7
CCNA2	1.477137095744652e-30	0.40916209427517397	0.129	0.01	3.507018892716953e-26	C4_T|NK_NKG7
ICAM2	2.0798337867679836e-30	0.35170038086456584	0.189	0.042	4.937941376544547e-26	C4_T|NK_NKG7
MLLT3	2.213312762955321e-30	0.2670500459538328	0.176	0.034	5.254847161808523e-26	C4_T|NK_NKG7
CRKL	2.533547558621072e-30	0.30428332210480674	0.141	0.016	6.015148613678149e-26	C4_T|NK_NKG7
AAGAB	2.728515254649709e-30	0.2685873986852189	0.148	0.02	6.478040917589339e-26	C4_T|NK_NKG7
MYADM	3.0666775640964912e-30	0.2824631678471655	0.253	0.08	7.28090587267789e-26	C4_T|NK_NKG7
IL18RAP	3.6307086470141956e-30	0.4248699281517425	0.146	0.019	8.620028469741103e-26	C4_T|NK_NKG7
DUSP5	4.916461822422301e-30	0.3399193833080289	0.146	0.019	1.1672663658795028e-25	C4_T|NK_NKG7
COX4I1	5.8855269759446975e-30	0.25148006879155194	0.857	0.523	1.39734181462879e-25	C4_T|NK_NKG7
PIGX	6.393737838214986e-30	0.3201425393578212	0.161	0.027	1.5180012375490019e-25	C4_T|NK_NKG7
TK1	6.442254696922285e-30	0.3326695122937133	0.133	0.013	1.5295201101432888e-25	C4_T|NK_NKG7
S100A11	6.452082481791049e-30	-0.7474010133346192	0.866	0.778	1.5318534228268309e-25	C4_T|NK_NKG7
RCC1	6.505199238603203e-30	0.2661868917789618	0.126	0.009	1.5444644032291724e-25	C4_T|NK_NKG7
RPL32	7.051128463912721e-30	-0.37790305951328484	0.979	0.956	1.6740789199021581e-25	C4_T|NK_NKG7
USP11	7.673114512535928e-30	0.28281552081342537	0.192	0.045	1.8217508475662802e-25	C4_T|NK_NKG7
FAM102A	7.763435161341977e-30	0.27646312957157826	0.221	0.061	1.8431947760058123e-25	C4_T|NK_NKG7
NSMCE3	8.869677924350647e-30	0.3112589660695677	0.179	0.037	2.1058389327993304e-25	C4_T|NK_NKG7
SERTAD1	9.133981723402126e-30	0.3052081489692436	0.166	0.03	2.168589940770133e-25	C4_T|NK_NKG7
HAUS3	9.139838717439522e-30	0.2643655998844995	0.168	0.031	2.1699805082944913e-25	C4_T|NK_NKG7
ELMO2	1.0305019550558909e-29	0.2989617117071499	0.125	0.009	2.4466177416936962e-25	C4_T|NK_NKG7
CD63	1.1115152937139923e-29	-1.1361998258725223	0.577	0.56	2.6389596103357604e-25	C4_T|NK_NKG7
PFDN5	1.1968429233813498e-29	-0.6599671536637075	0.861	0.727	2.8415444686920007e-25	C4_T|NK_NKG7
SIN3A	1.2572624781373971e-29	0.26126590026566116	0.176	0.035	2.984992575593808e-25	C4_T|NK_NKG7
STIM1	1.5454150861671386e-29	0.2805764782652962	0.185	0.042	3.6691244975780205e-25	C4_T|NK_NKG7
FANCA	1.702798334507774e-29	0.2695129642879738	0.149	0.022	4.042783805788357e-25	C4_T|NK_NKG7
DOPEY1	1.8033966658673384e-29	0.36017897034796104	0.145	0.02	4.281624364102235e-25	C4_T|NK_NKG7
KIF11	1.8617019144477823e-29	0.32127678425959216	0.111	0.003	4.420052685281924e-25	C4_T|NK_NKG7
CENPE	1.9268356457460154e-29	0.34406300995089617	0.121	0.007	4.57469319013019e-25	C4_T|NK_NKG7
CKS1B	1.9512273554014557e-29	0.298826212153394	0.208	0.056	4.632603987194136e-25	C4_T|NK_NKG7
FBXO5	2.0298872396952194e-29	0.2852228449921018	0.122	0.008	4.8193582844843895e-25	C4_T|NK_NKG7
RCC2	2.068212428222766e-29	0.26996987201381084	0.16	0.028	4.910349947086491e-25	C4_T|NK_NKG7
SMPD4	2.069085237684851e-29	0.2886104125593659	0.121	0.007	4.9124221713113725e-25	C4_T|NK_NKG7
NUF2	2.169732714043688e-29	0.32391151251789546	0.109	0.002	5.151379409682524e-25	C4_T|NK_NKG7
KNL1	2.403024715219968e-29	0.32421536835170117	0.125	0.01	5.705261278875248e-25	C4_T|NK_NKG7
TOPBP1	2.4239363931596099e-29	0.3067032823450553	0.184	0.041	5.754909784639546e-25	C4_T|NK_NKG7
FEN1	2.4629703404864785e-29	0.2901773902965915	0.12	0.007	5.847584182382997e-25	C4_T|NK_NKG7
SIPA1	2.624835989770771e-29	0.25780720075559166	0.186	0.042	6.231885606913765e-25	C4_T|NK_NKG7
MAD2L1	2.644284419613186e-29	0.30487729722346013	0.149	0.022	6.278060069045626e-25	C4_T|NK_NKG7
APBA3	3.4669342795741595e-29	0.28890307220621736	0.124	0.009	8.231195366564969e-25	C4_T|NK_NKG7
CTSZ	5.556943145623788e-29	-1.1773523280477298	0.101	0.211	1.3193294416339997e-24	C4_T|NK_NKG7
RPL37A	5.766293543614241e-29	-0.45301487979423527	0.934	0.882	1.3690334131248932e-24	C4_T|NK_NKG7
NUCB2	6.16804861974018e-29	0.26795585859342685	0.25	0.082	1.4644181032987134e-24	C4_T|NK_NKG7
NSF	6.877746822027594e-29	0.25101643352500863	0.153	0.024	1.6329146504857914e-24	C4_T|NK_NKG7
USP30-AS1	7.819955172482071e-29	0.2580928147021623	0.152	0.024	1.8566137570506933e-24	C4_T|NK_NKG7
RRAS2	8.762878202083728e-29	0.29090242073619205	0.133	0.014	2.0804825427387188e-24	C4_T|NK_NKG7
ODF2	1.091363006602955e-28	0.29546185169741546	0.139	0.018	2.591114050276736e-24	C4_T|NK_NKG7
NCAPG	1.138345293227389e-28	0.3259253141581297	0.118	0.007	2.702659395180467e-24	C4_T|NK_NKG7
DUSP16	1.225245037574416e-28	0.2882691516213147	0.136	0.016	2.9089767682091783e-24	C4_T|NK_NKG7
DUSP12	1.480011420455163e-28	0.2566468864003504	0.144	0.021	3.513843114444648e-24	C4_T|NK_NKG7
ACOT8	1.5420160937092112e-28	0.25246202064390216	0.159	0.029	3.661054609684409e-24	C4_T|NK_NKG7
SYNJ2	1.704467453258577e-28	0.26895815707990134	0.126	0.012	4.046746627526513e-24	C4_T|NK_NKG7
KIAA1468	2.0142649734559285e-28	0.27668329675276304	0.147	0.022	4.7822678999790656e-24	C4_T|NK_NKG7
EOMES	2.060742239970688e-28	0.3473444070456906	0.149	0.023	4.8926142261384076e-24	C4_T|NK_NKG7
CENPW	2.5736506720026774e-28	0.268021546683132	0.14	0.02	6.1103614254687565e-24	C4_T|NK_NKG7
RFC4	2.780757301246719e-28	0.27010438683532967	0.134	0.016	6.60207398461996e-24	C4_T|NK_NKG7
USP42	2.812998052832661e-28	0.27671189844144467	0.139	0.019	6.678619977035304e-24	C4_T|NK_NKG7
HIST1H1B	2.8219605413761206e-28	0.471975267633952	0.108	0.004	6.699898717335185e-24	C4_T|NK_NKG7
ATP8B4	3.5029543173956052e-28	0.2843845930694485	0.174	0.038	8.316714140360646e-24	C4_T|NK_NKG7
NFKB2	3.620250932384642e-28	0.2524960178295475	0.166	0.033	8.595199763667617e-24	C4_T|NK_NKG7
PMS1	5.009609590647341e-28	0.28915745487680017	0.136	0.017	1.1893815090114919e-23	C4_T|NK_NKG7
FBRS	1.0021268233534435e-27	0.2699053935582955	0.158	0.031	2.3792495040057457e-23	C4_T|NK_NKG7
