gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	celltype
DRAP1	5.80209594344546e-135	1.037732391978543	0.695	0.293	1.3775336188928211e-130	C5_CD4_memory_IL7R
PSMB8	1.0595222727805247e-134	1.0298635586861713	0.654	0.252	2.5155177800355216e-130	C5_CD4_memory_IL7R
HLA-DQB1	2.322336890601438e-134	-2.018758181581625	0.176	0.434	5.513692245665934e-130	C5_CD4_memory_IL7R
RPL30	8.803815389543518e-133	0.7649897216097905	0.949	0.885	2.090201849785422e-128	C5_CD4_memory_IL7R
MCEMP1	3.919132064606103e-132	-1.347280285837469	0.046	0.243	9.30480334778781e-128	C5_CD4_memory_IL7R
NDUFB8	2.966575638800925e-131	-1.3316938513511176	0.069	0.289	7.043243881641156e-127	C5_CD4_memory_IL7R
CD9	3.097268183266975e-130	-1.5142599511287174	0.099	0.339	7.353534120712452e-126	C5_CD4_memory_IL7R
MYL12A	3.449966735258065e-130	0.9570211003644178	0.89	0.646	8.190911022849698e-126	C5_CD4_memory_IL7R
MS4A7	5.225851492912592e-130	-1.624533001742588	0.099	0.337	1.2407216614473076e-125	C5_CD4_memory_IL7R
RPLP0	2.153343714500838e-129	0.9568276577191983	0.888	0.717	5.11246864696789e-125	C5_CD4_memory_IL7R
UBC	3.861445210920344e-129	1.0012972579349264	0.802	0.481	9.167843219767081e-125	C5_CD4_memory_IL7R
WIPF1	1.35740480152207e-128	1.0208850499896054	0.618	0.212	3.2227504797736984e-124	C5_CD4_memory_IL7R
PPM1K	2.694861058813855e-128	1.1777182988519765	0.528	0.132	6.398139125835854e-124	C5_CD4_memory_IL7R
IFIH1	5.246861826093602e-128	1.3344414685913564	0.406	0.049	1.245709934751143e-123	C5_CD4_memory_IL7R
GBP4	9.809257307697942e-128	1.326275204985869	0.443	0.074	2.3289138699936454e-123	C5_CD4_memory_IL7R
LCP2	1.1282890991927178e-127	1.1298886332827929	0.56	0.161	2.6787839793033505e-123	C5_CD4_memory_IL7R
LAG3	1.8554663757953318e-127	1.6014463578225087	0.432	0.061	4.4052482694132765e-123	C5_CD4_memory_IL7R
MT-ND2	7.250537170861591e-127	-0.8839768251433204	0.874	0.898	1.7214225351059587e-122	C5_CD4_memory_IL7R
RPLP2	1.555807291852219e-126	-0.8101130658012226	0.933	0.942	3.693797672315538e-122	C5_CD4_memory_IL7R
RPS21	1.1476560689925443e-125	0.6989697428957564	0.945	0.82	2.7247650390020987e-121	C5_CD4_memory_IL7R
CTSD	3.477479292646698e-125	-1.3377526276262355	0.341	0.623	8.25623133660179e-121	C5_CD4_memory_IL7R
CD52	3.7554906801239996e-124	-1.1655093016628193	0.693	0.841	8.9162859727504e-120	C5_CD4_memory_IL7R
LIMD2	5.235015257986068e-123	0.9906056138298744	0.612	0.195	1.2428973225510521e-118	C5_CD4_memory_IL7R
CES1	9.241339139590681e-123	-1.215724758408788	0.035	0.209	2.1940787385216194e-118	C5_CD4_memory_IL7R
PPIB	1.2703821366372784e-122	1.044263484300278	0.665	0.288	3.0161412688042265e-118	C5_CD4_memory_IL7R
CCL5	2.1758572013351706e-122	1.459924513742001	0.629	0.234	5.165920167409962e-118	C5_CD4_memory_IL7R
ELF1	7.7983013274655e-122	1.0805220942971345	0.587	0.2	1.851472701166859e-117	C5_CD4_memory_IL7R
RPL31	7.818725485628828e-122	-1.502639160521098	0.782	0.806	1.8563218047979964e-117	C5_CD4_memory_IL7R
GBP5	1.314848908209025e-121	1.1672821707860348	0.478	0.094	3.121714277869867e-117	C5_CD4_memory_IL7R
PARP9	1.3258455294074283e-121	1.064413321317242	0.47	0.1	3.1478224559191164e-117	C5_CD4_memory_IL7R
CD99	2.0482790561938116e-121	0.9669342161850052	0.736	0.355	4.8630241352153475e-117	C5_CD4_memory_IL7R
FCGRT	2.2807997159140177e-119	-1.464104693941227	0.099	0.324	5.415074685523061e-115	C5_CD4_memory_IL7R
PSMA6	8.493948107756148e-119	1.0750301328757748	0.46	0.102	2.0166331597434645e-114	C5_CD4_memory_IL7R
AC020656.1	3.9130470349708756e-118	-0.9052604604188648	0.016	0.151	9.290356270427852e-114	C5_CD4_memory_IL7R
PARAL1	1.9148409004884425e-117	-0.5630775208346843	0.004	0.103	4.54621526593966e-113	C5_CD4_memory_IL7R
ADAR	2.3007477838180388e-117	0.9918230785453068	0.585	0.202	5.462435388340787e-113	C5_CD4_memory_IL7R
OPTN	3.033795026028048e-117	0.9655057639049426	0.455	0.088	7.202836150795792e-113	C5_CD4_memory_IL7R
HSH2D	5.532773147052909e-117	1.1000978534246384	0.379	0.036	1.3135910005733015e-112	C5_CD4_memory_IL7R
ACTB	6.327010114265549e-117	1.113306236772508	0.959	0.894	1.5021587413289266e-112	C5_CD4_memory_IL7R
GNG5	7.56033404732856e-117	1.005031729493549	0.698	0.328	1.7949745095167466e-112	C5_CD4_memory_IL7R
RPL37A	1.9245713422683322e-116	-0.7601167043720656	0.864	0.903	4.569317280813474e-112	C5_CD4_memory_IL7R
ZNFX1	3.149507959111985e-116	1.046747116918754	0.415	0.064	7.477561796523676e-112	C5_CD4_memory_IL7R
LAP3	6.522840445853673e-116	1.1248949014976741	0.483	0.128	1.5486527786545792e-111	C5_CD4_memory_IL7R
GPNMB	1.717108638514362e-115	-1.27155490883426	0.066	0.27	4.0767593295607985e-111	C5_CD4_memory_IL7R
INHBA	7.125833189397905e-115	-0.9109084291548459	0.014	0.143	1.6918153158268507e-110	C5_CD4_memory_IL7R
SLFN5	7.256860537697047e-115	0.9882228641114126	0.524	0.138	1.7229238288600328e-110	C5_CD4_memory_IL7R
VMO1	2.3074133598918242e-114	-0.809543969662589	0.014	0.143	5.478260799055169e-110	C5_CD4_memory_IL7R
PARP10	1.542535239438491e-113	1.139805226121259	0.414	0.068	3.662287165474865e-109	C5_CD4_memory_IL7R
NAPA	1.7847583472586903e-113	1.0344029394549588	0.461	0.109	4.2373732680615826e-109	C5_CD4_memory_IL7R
RPL34	2.927839374496419e-113	-0.8210537071417923	0.945	0.945	6.951276242929398e-109	C5_CD4_memory_IL7R
PARP12	2.9855619728637697e-113	1.1527969057472567	0.393	0.057	7.0883212359731615e-109	C5_CD4_memory_IL7R
OLR1	1.1255862219191038e-112	-1.3741397923020708	0.076	0.282	2.6723668080803362e-108	C5_CD4_memory_IL7R
RPS19	1.19101116611484e-112	-0.620649969494151	0.941	0.956	2.827698710589853e-108	C5_CD4_memory_IL7R
MCL1	3.151267546615886e-112	0.9203237249068907	0.603	0.223	7.481739409175436e-108	C5_CD4_memory_IL7R
SHISA5	4.0825600473088453e-112	0.9998829650129949	0.499	0.135	9.69281406432066e-108	C5_CD4_memory_IL7R
TRANK1	4.095045828724249e-112	1.1368174963095963	0.361	0.034	9.722457806557112e-108	C5_CD4_memory_IL7R
S100A13	8.481918880933374e-112	-0.8784961964738793	0.021	0.163	2.0137771807112018e-107	C5_CD4_memory_IL7R
TNFAIP3	9.35202867086452e-112	1.2256526323678945	0.453	0.096	2.220358647036654e-107	C5_CD4_memory_IL7R
JAK1	9.47408862002742e-112	0.8993805774012897	0.596	0.207	2.24933812016691e-107	C5_CD4_memory_IL7R
RPL7A	2.8699318021134604e-111	0.7444031993663152	0.909	0.736	6.813792084577778e-107	C5_CD4_memory_IL7R
CLEC12A	1.7805280706755572e-110	-1.0675643916977404	0.033	0.193	4.227329745397908e-106	C5_CD4_memory_IL7R
SARAF	1.0324667194887434e-109	1.0543237699109347	0.752	0.423	2.4512824854101744e-105	C5_CD4_memory_IL7R
NMI	2.6860049799917753e-109	1.0319937824313956	0.445	0.101	6.377113023496473e-105	C5_CD4_memory_IL7R
RBCK1	5.890596491129862e-109	0.9847201927143151	0.467	0.115	1.398545418924052e-104	C5_CD4_memory_IL7R
DDX60L	6.958525362226213e-109	1.2109120671007776	0.425	0.088	1.6520930914997476e-104	C5_CD4_memory_IL7R
AC058791.1	3.1144216813145614e-108	-1.3704050648822808	0.033	0.189	7.394259955777032e-104	C5_CD4_memory_IL7R
RPL7	3.603271324766037e-108	-1.163839033646866	0.742	0.791	8.554886779259525e-104	C5_CD4_memory_IL7R
CHST12	6.648458510277905e-108	1.0428413611041465	0.434	0.09	1.57847701951018e-103	C5_CD4_memory_IL7R
HLA-A	3.2320195320366004e-107	0.7095121151406891	0.934	0.883	7.673460772961297e-103	C5_CD4_memory_IL7R
CXCL10	1.0207408015951121e-106	2.661624470456501	0.308	0.009	2.423442811147115e-102	C5_CD4_memory_IL7R
SUB1	2.361633694486585e-106	0.9022712612519714	0.76	0.426	5.6069907174500506e-102	C5_CD4_memory_IL7R
PSME1	3.144028380631329e-106	0.7914118708267885	0.748	0.418	7.464552181294901e-102	C5_CD4_memory_IL7R
CFD	3.341334401166115e-106	-1.4943941849761535	0.069	0.261	7.93299613524859e-102	C5_CD4_memory_IL7R
DTX3L	5.816901157156857e-106	1.049305816405695	0.396	0.069	1.381048672732181e-101	C5_CD4_memory_IL7R
ARID5A	6.751874440504693e-106	1.087551660003738	0.433	0.094	1.6030300296646242e-101	C5_CD4_memory_IL7R
MT-ND4	6.926303199367837e-106	-0.9398815252344406	0.826	0.854	1.644442905593912e-101	C5_CD4_memory_IL7R
IFI27	1.988088410186875e-105	2.1381073080873536	0.513	0.196	4.7201195034656786e-101	C5_CD4_memory_IL7R
SYNE2	5.633588631609487e-105	1.0504207096454066	0.492	0.128	1.3375266129167245e-100	C5_CD4_memory_IL7R
ARHGDIB	7.811015208421774e-105	0.85269889153528	0.783	0.502	1.8544912307834977e-100	C5_CD4_memory_IL7R
TMBIM4	8.632517738874238e-105	-1.3936026810052464	0.141	0.363	2.0495323615635214e-100	C5_CD4_memory_IL7R
CD3E	9.367585524052385e-104	0.8684736765875631	0.715	0.32	2.2240521551205173e-99	C5_CD4_memory_IL7R
RPS11	1.2954894919519034e-103	-0.9692066578253398	0.741	0.774	3.075751151792209e-99	C5_CD4_memory_IL7R
DDX60	5.506676177270513e-103	1.0981799786401087	0.378	0.061	1.3073950580075653e-98	C5_CD4_memory_IL7R
CNBP	2.929289067942848e-102	0.8540199127439942	0.585	0.221	6.95471810510991e-98	C5_CD4_memory_IL7R
HELZ2	3.298962512329152e-102	1.005598336893579	0.345	0.035	7.832396796771873e-98	C5_CD4_memory_IL7R
JUN	3.8082977546620335e-102	1.2006390807757024	0.577	0.23	9.0416605291186e-98	C5_CD4_memory_IL7R
CCL4	6.726778042633931e-102	2.742748044760056	0.4	0.085	1.5970716428821478e-97	C5_CD4_memory_IL7R
ARF5	1.0483958353453042e-101	0.8198204651747534	0.438	0.105	2.489101392276821e-97	C5_CD4_memory_IL7R
PDE4B	1.700976719497331e-101	1.0577493071148731	0.384	0.06	4.0384589274305633e-97	C5_CD4_memory_IL7R
OCIAD2	7.484901363802632e-101	0.8158765333979142	0.488	0.128	1.777065281794021e-96	C5_CD4_memory_IL7R
GADD45B	1.376377483575048e-100	1.132773385507528	0.403	0.083	3.267795421503879e-96	C5_CD4_memory_IL7R
VAMP5	1.38292264767137e-100	1.0895441203371166	0.436	0.102	3.2833349501013665e-96	C5_CD4_memory_IL7R
MYH9	4.766599670196875e-100	0.965591607196008	0.547	0.194	1.1316860936981421e-95	C5_CD4_memory_IL7R
ZFP36L2	1.0385955871189602e-99	1.0916836518524387	0.674	0.316	2.4658336429378352e-95	C5_CD4_memory_IL7R
CD302	1.9616538540332895e-99	-0.7245350762403515	0.021	0.151	4.657358580245836e-95	C5_CD4_memory_IL7R
IRF1	4.776636622471328e-99	0.880883512158948	0.552	0.19	1.1340690669071426e-94	C5_CD4_memory_IL7R
PRF1	6.156413385323668e-99	1.5472002981976187	0.367	0.057	1.4616556659435454e-94	C5_CD4_memory_IL7R
GRN	8.83371979167262e-99	-1.9285777480926212	0.238	0.452	2.0973017529389138e-94	C5_CD4_memory_IL7R
CREM	1.1081202978328207e-98	1.0452127762255659	0.409	0.083	2.630899211114683e-94	C5_CD4_memory_IL7R
CD247	1.1910747357100807e-98	0.8259032347151305	0.488	0.13	2.8278496375228735e-94	C5_CD4_memory_IL7R
SP110	3.3825569209510484e-98	0.8878902452456563	0.552	0.2	8.030866641721979e-94	C5_CD4_memory_IL7R
SELL	6.337361131674071e-98	1.2683046393771016	0.354	0.049	1.504616279882058e-93	C5_CD4_memory_IL7R
MAT2B	1.8577518775527395e-97	0.8408776578166302	0.448	0.117	4.410674507685714e-93	C5_CD4_memory_IL7R
CD38	2.226641503652195e-97	1.3248461891210528	0.291	0.013	5.286492257971042e-93	C5_CD4_memory_IL7R
SP140	3.7433413862910687e-97	0.9354006088244038	0.379	0.068	8.887441119332256e-93	C5_CD4_memory_IL7R
RPL23	1.3783726650731492e-96	-1.2916317078562627	0.574	0.675	3.272532381416671e-92	C5_CD4_memory_IL7R
IDH2	2.352706791303648e-96	0.962286180078105	0.391	0.081	5.5857964639131215e-92	C5_CD4_memory_IL7R
PNRC1	5.21438793922816e-96	0.9555118324646592	0.613	0.261	1.2379999845315498e-91	C5_CD4_memory_IL7R
IER2	2.5757810191534727e-95	0.8971301143699104	0.529	0.174	6.115419295674175e-91	C5_CD4_memory_IL7R
CRIP1	3.3825030683340175e-95	-1.9443970512804332	0.444	0.595	8.030738784838624e-91	C5_CD4_memory_IL7R
NKG7	4.3319396128385457e-95	1.7605853884121192	0.418	0.106	1.0284891028801274e-90	C5_CD4_memory_IL7R
SNX6	7.487909803887904e-95	0.8742392772561155	0.489	0.154	1.7777795456390662e-90	C5_CD4_memory_IL7R
MSR1	7.85176853731577e-95	-1.1824718475302436	0.061	0.237	1.86416688612951e-90	C5_CD4_memory_IL7R
NDUFA11	1.397319924354056e-93	-1.266953646169451	0.141	0.354	3.3175169644014e-89	C5_CD4_memory_IL7R
AXL	1.6708511277296112e-93	-0.5867609066289057	0.012	0.12	3.966934747455643e-89	C5_CD4_memory_IL7R
RPS6	1.6945317408030203e-93	-0.797321484213084	0.866	0.904	4.0231572590145304e-89	C5_CD4_memory_IL7R
PARP14	1.7267599879844002e-93	0.9256672321627442	0.489	0.155	4.099673563472563e-89	C5_CD4_memory_IL7R
CYTIP	3.0969684597479054e-93	0.8164937074562366	0.512	0.166	7.352822517133477e-89	C5_CD4_memory_IL7R
RGS1	4.457618136498102e-93	1.1689846698670232	0.409	0.091	1.0583276979673794e-88	C5_CD4_memory_IL7R
FTH1	4.783157915224591e-93	-0.8568148986294242	0.957	0.987	1.1356173522326223e-88	C5_CD4_memory_IL7R
